TF	Target	Relationship
YNL216W	YLR300W	activator
YNL216W	YKL060C	activator
YNL216W	YER056C	activator
YNL216W	YER032W	activator
YNL216W	YOR382W	activator
YNL216W	YLR342W	activator
YNL216W	YIR019C	activator
YNL216W	YBL013W	activator
YNL216W	YLR214W	activator
YNL216W	YLL051C	activator
YNL216W	YFL022C	activator
YNL216W	YOR355W	activator
YNL216W	YCR098C	activator
YNL216W	YCL040W	activator
YNL216W	YHR183W	activator
YNL216W	YDL022W	activator
YNL216W	YOL059W	activator
YNL216W	YGL121C	activator
YNL216W	YKL152C	activator
YNL216W	YDL021W	activator
YNL216W	YIL053W	activator
YNL216W	YER062C	activator
YNL216W	YGR032W	activator
YNL216W	YGL084C	activator
YNL216W	YHL032C	activator
YNL216W	YPL127C	activator
YNL216W	YCL030C	activator
YNL216W	YJR147W	activator
YNL216W	YJR139C	activator
YNL216W	YMR251W-A	activator
YNL216W	YKL084W	activator
YNL216W	YJL159W	activator
YNL216W	YBR072W	activator
YNL216W	YDR225W	activator
YNL216W	YDR224C	activator
YNL216W	YBL002W	activator
YNL216W	YPL067C	activator
YNL216W	YOL012C	activator
YNL216W	YHR096C	activator
YNL216W	YEL034W	activator
YNL216W	YER065C	activator
YNL216W	YMR108W	activator
YNL216W	YOL157C	activator
YNL216W	YHR216W	activator
YNL216W	YBR011C	activator
YNL216W	YPL145C	activator
YNL216W	YMR296C	activator
YNL216W	YDR062W	activator
YNL216W	YJL134W	activator
YNL216W	YLR104W	activator
YNL216W	YAL018C	activator
YNL216W	YCL018W	activator
YNL216W	YKL029C	activator
YNL216W	YOR298C-A	activator
YNL216W	YNL142W	activator
YNL216W	YLR303W	activator
YNL216W	YNL277W	activator
YNL216W	YER091C	activator
YNL216W	YER028C	activator
YNL216W	YEL007W	activator
YNL216W	YIL051C	activator
YNL216W	YJR074W	activator
YNL216W	YBL049W	activator
YNL216W	YPR079W	activator
YNL216W	YGR084C	activator
YNL216W	YJL096W	activator
YNL216W	YGR055W	activator
YNL216W	YNR043W	activator
YNL216W	YPL226W	activator
YNL216W	YNL078W	activator
YNL216W	YJR132W	activator
YNL216W	YGR043C	activator
YNL216W	YGR159C	activator
YNL216W	YLR335W	activator
YNL216W	YKR087C	activator
YNL216W	YJR073C	activator
YNL216W	YPR162C	activator
YNL216W	YPL171C	activator
YNL216W	YGL261C	activator
YNL216W	YBR295W	activator
YNL216W	YLR044C	activator
YNL216W	YCL043C	activator
YNL216W	YOR328W	activator
YNL216W	YIL013C	activator
YNL216W	YMR026C	activator
YNL216W	YGR240C	activator
YNL216W	YMR205C	activator
YNL216W	YOL136C	activator
YNL216W	YBR196C	activator
YNL216W	YCR012W	activator
YNL216W	YDR281C	activator
YNL216W	YFR034C	activator
YNL216W	YBR093C	activator
YNL216W	YML123C	activator
YNL216W	YBR296C	activator
YNL216W	YPL036W	activator
YNL216W	YEL017C-A	activator
YNL216W	YDR276C	activator
YNL216W	YDR300C	activator
YNL216W	YJL078C	activator
YNL216W	YKL198C	activator
YNL216W	YKL039W	activator
YNL216W	YNL010W	activator
YNL216W	YBR114W	activator
YNL216W	YIL057C	activator
YNL216W	YEL072W	activator
YNL216W	YGR044C	activator
YNL216W	YJL026W	activator
YNL216W	YGR180C	activator
YNL216W	YLR075W	activator
YNL216W	YGR085C	activator
YNL216W	YEL054C	activator
YNL216W	YDR418W	activator
YNL216W	YDL082W	activator
YNL216W	YMR142C	activator
YNL216W	YKL006W	activator
YNL216W	YHL001W	activator
YNL216W	YMR121C	activator
YNL216W	YIL133C	activator
YNL216W	YNL069C	activator
YNL216W	YKL180W	activator
YNL216W	YJL177W	activator
YNL216W	YOL120C	activator
YNL216W	YNL301C	activator
YNL216W	YBR084C-A	activator
YNL216W	YBL027W	activator
YNL216W	YPL220W	activator
YNL216W	YGL135W	activator
YNL216W	YMR242C	activator
YNL216W	YOR312C	activator
YNL216W	YBR191W	activator
YNL216W	YPL079W	activator
YNL216W	YLR061W	activator
YNL216W	YFL034C-A	activator
YNL216W	YBL087C	activator
YNL216W	YER117W	activator
YNL216W	YGL031C	activator
YNL216W	YGR148C	activator
YNL216W	YOL127W	activator
YNL216W	YLR344W	activator
YNL216W	YGR034W	activator
YNL216W	YHR010W	activator
YNL216W	YDR471W	activator
YNL216W	YGL103W	activator
YNL216W	YFR032C-A	activator
YNL216W	YFR031C-A	activator
YNL216W	YIL018W	activator
YNL216W	YOR063W	activator
YNL216W	YGL030W	activator
YNL216W	YDL075W	activator
YNL216W	YBL092W	activator
YNL216W	YPL143W	activator
YNL216W	YOR234C	activator
YNL216W	YER056C-A	activator
YNL216W	YIL052C	activator
YNL216W	YDL191W	activator
YNL216W	YMR194W	activator
YNL216W	YPL249C-A	activator
YNL216W	YLR185W	activator
YNL216W	YDR500C	activator
YNL216W	YLR325C	activator
YNL216W	YIL148W	activator
YNL216W	YKR094C	activator
YNL216W	YNL162W	activator
YNL216W	YHR141C	activator
YNL216W	YPR043W	activator
YNL216W	YJR094W-A	activator
YNL216W	YBR031W	activator
YNL216W	YDR012W	activator
YNL216W	YPL131W	activator
YNL216W	YML073C	activator
YNL216W	YLR448W	activator
YNL216W	YGL076C	activator
YNL216W	YPL198W	activator
YNL216W	YHL033C	activator
YNL216W	YLL045C	activator
YNL216W	YGL147C	activator
YNL216W	YLR340W	activator
YNL216W	YDL081C	activator
YNL216W	YDL130W	activator
YNL216W	YOL039W	activator
YNL216W	YDR382W	activator
YNL216W	YGR214W	activator
YNL216W	YLR048W	activator
YNL216W	YOR293W	activator
YNL216W	YMR230W	activator
YNL216W	YBR048W	activator
YNL216W	YOR369C	activator
YNL216W	YDR064W	activator
YNL216W	YCR031C	activator
YNL216W	YJL191W	activator
YNL216W	YOL040C	activator
YNL216W	YDL083C	activator
YNL216W	YML024W	activator
YNL216W	YDR447C	activator
YNL216W	YDR450W	activator
YNL216W	YML026C	activator
YNL216W	YOL121C	activator
YNL216W	YNL302C	activator
YNL216W	YLR441C	activator
YNL216W	YML063W	activator
YNL216W	YGL123W	activator
YNL216W	YHL015W	activator
YNL216W	YKR057W	activator
YNL216W	YJL136C	activator
YNL216W	YJL190C	activator
YNL216W	YLR367W	activator
YNL216W	YGR118W	activator
YNL216W	YER074W	activator
YNL216W	YIL069C	activator
YNL216W	YGR027C	activator
YNL216W	YLR333C	activator
YNL216W	YGL189C	activator
YNL216W	YER131W	activator
YNL216W	YKL156W	activator
YNL216W	YHR021C	activator
YNL216W	YLR264W	activator
YNL216W	YLR388W	activator
YNL216W	YDL061C	activator
YNL216W	YLR287C-A	activator
YNL216W	YLR167W	activator
YNL216W	YJR145C	activator
YNL216W	YHR203C	activator
YNL216W	YJR123W	activator
YNL216W	YPL090C	activator
YNL216W	YOR096W	activator
YNL216W	YNL096C	activator
YNL216W	YBL072C	activator
YNL216W	YER102W	activator
YNL216W	YPL081W	activator
YNL216W	YBR189W	activator
YNL216W	YGL146C	activator
YNL216W	YMR266W	activator
YNL216W	YDR233C	activator
YNL216W	YDR388W	activator
YNL216W	YOR367W	activator
YNL216W	YER120W	activator
YNL216W	YBL011W	activator
YNL216W	YEL057C	activator
YNL216W	YLR268W	activator
YNL216W	YIL099W	activator
YNL216W	YGL208W	activator
YNL216W	YJL089W	activator
YNL216W	YDR489W	activator
YNL216W	YOR327C	activator
YNL216W	YBR106W	activator
YNL216W	YGL115W	activator
YNL216W	YGR248W	activator
YNL216W	YJL192C	activator
YNL216W	YOL052C	activator
YNL216W	YOR313C	activator
YNL216W	YKR092C	activator
YNL216W	YKL086W	activator
YNL216W	YAL005C	activator
YNL216W	YDL229W	activator
YNL216W	YLR005W	activator
YNL216W	YLR452C	activator
YNL216W	YNL066W	activator
YNL216W	YPL057C	activator
YNL216W	YPL163C	activator
YNL216W	YMR291W	activator
YNL216W	YJR009C	activator
YNL216W	YGR192C	activator
YNL216W	YBR118W	activator
YNL216W	YKL081W	activator
YNL216W	YLR004C	activator
YNL216W	YER063W	activator
YNL216W	YMR146C	activator
YNL216W	YGR181W	activator
YNL216W	YGR033C	activator
YNL216W	YJR135W-A	activator
YNL216W	YGR260W	activator
YNL216W	YGL096W	activator
YNL216W	YDR050C	activator
YNL216W	YHR070W	activator
YNL216W	YKL033W	activator
YNL216W	YER144C	activator
YNL216W	YGL258W	activator
YNL216W	YLR447C	activator
YNL216W	YGL225W	activator
YNL216W	YNL283C	activator
YNL216W	YAR075W	activator
YNL216W	YBR197C	activator
YNL216W	YDR135C	activator
YNL216W	YGR203W	activator
YNL216W	YNL154C	activator
YNL216W	YLL055W	activator
YNL216W	YDL023C	activator
YNL216W	YDR061W	activator
YNL216W	YDR094W	activator
YNL216W	YDR095C	activator
YNL216W	YDR187C	activator
YNL216W	YDR417C	activator
YNL216W	YLR249W	activator
YNL216W	YEL008W	activator
YNL216W	YEL045C	activator
YNL216W	YFR018C	activator
YNL216W	YGL159W	activator
YNL216W	YGR051C	activator
YNL216W	YGR176W	activator
YNL216W	YGR259C	activator
YNL216W	YDR451C	activator
YNL216W	YIL001W	activator
YNL216W	YIR042C	activator
YNL216W	YJL027C	activator
YNL216W	YJL028W	activator
YNL216W	YJL045W	activator
YNL216W	YJR146W	activator
YNL216W	YKL030W	activator
YNL216W	YKL097C	activator
YNL216W	YKL177W	activator
YNL216W	YLR012C	activator
YNL216W	YLR076C	activator
YNL216W	YLR179C	activator
YNL216W	YLR339C	activator
YNL216W	YMR027W	activator
YNL216W	YNL095C	activator
YNL216W	YNL208W	activator
YNL216W	YNR042W	activator
YNL216W	YPL197C	activator
YNL216W	YPL199C	activator
YNL216W	YMR243C	activator
YNL216W	YBR046C	activator
YCR106W	YCR107W	activator
YCR106W	YCR106W	activator
YPL133C	YJR121W	activator
YPL133C	YJR148W	activator
YPL133C	YLR056W	activator
YPL133C	YDR096W	activator
YPL133C	YMR081C	activator
YPL133C	YKL032C	activator
YPL133C	YOR084W	activator
YPL133C	YKR097W	activator
YPL133C	YNL231C	activator
YPL133C	YBL030C	activator
YPL133C	YEL060C	activator
YPL133C	YKR093W	activator
YPL133C	YDR077W	activator
YPL133C	YJL089W	activator
YPL133C	YBR067C	activator
YPL133C	YKR042W	activator
YBR049C	YFL039C	activator
YBR049C	YJR047C	activator
YBR049C	YJR065C	activator
YBR049C	YOR276W	activator
YBR049C	YJL158C	activator
YBR049C	YLR380W	activator
YBR049C	YMR208W	activator
YBR049C	YBL013W	activator
YBR049C	YER025W	activator
YBR049C	YER163C	activator
YBR049C	YOR120W	activator
YBR049C	YHL031C	activator
YBR049C	YIL116W	activator
YBR049C	YDR158W	activator
YBR049C	YMR186W	activator
YBR049C	YGR243W	activator
YBR049C	YDL213C	activator
YBR049C	YJL039C	activator
YBR049C	YJL001W	activator
YBR049C	YDR496C	activator
YBR049C	YIL121W	activator
YBR049C	YFR051C	activator
YBR049C	YOR151C	activator
YBR049C	YNL301C	activator
YBR049C	YDL140C	activator
YBR049C	YDL007W	activator
YBR049C	YLR378C	activator
YBR049C	YGR195W	activator
YBR049C	YEL026W	activator
YBR049C	YOL052C	activator
YBR049C	YKL081W	activator
YBR049C	YHR025W	activator
YBR049C	YPR074C	activator
YBR049C	YDR100W	activator
YBR049C	YHR026W	activator
YBR049C	YGR172C	activator
YBR049C	YGL198W	activator
YBR049C	YKR011C	activator
YBR049C	YNR061C	activator
YLR176C	YOR377W	activator
YLR176C	YER044C	activator
YLR176C	YMR246W	activator
YLR176C	YJL157C	activator
YLR176C	YPL075W	activator
YLR176C	YHR094C	activator
YLR176C	YNR053C	activator
YLR176C	YGL261C	activator
YLR176C	YBR114W	activator
YLR176C	YLR176C	activator
YLR176C	YHR154W	activator
YLR176C	YGL096W	activator
YLR176C	YDR372C	activator
YLR176C	YER041W	activator
YLR176C	YFR006W	activator
YLR176C	YJL213W	activator
YLR176C	YLR345W	activator
YMR182C	YLR461W	activator
YMR182C	YPL283C	activator
YKL038W	YLL023C	activator
YHL027W	YHR028C	activator
YHL027W	YDR284C	activator
YHL027W	YMR171C	activator
YHL027W	YGL001C	activator
YHL027W	YER044C	activator
YHL027W	YJL157C	activator
YHL027W	YCR028C	activator
YHL027W	YMR319C	activator
YHL027W	YNR060W	activator
YHL027W	YMR136W	activator
YHL027W	YJR158W	activator
YHL027W	YDR343C	activator
YHL027W	YLR413W	activator
YHL027W	YPL208W	activator
YHL027W	YDR279W	activator
YHL027W	YDR129C	activator
YHL027W	YMR259C	activator
YHL027W	YDR133C	activator
YHL027W	YGL101W	activator
YPL089C	YDR085C	activator
YPL089C	YFL055W	activator
YPL089C	YDL037C	activator
YPL089C	YLR390W-A	activator
YPL089C	YJL158C	activator
YPL089C	YGR189C	activator
YPL089C	YOL159C	activator
YPL089C	YHR143W	activator
YPL089C	YLR300W	activator
YPL089C	YLR342W	activator
YPL089C	YDR309C	activator
YPL089C	YJL159W	activator
YPL089C	YJL106W	activator
YPL089C	YKL161C	activator
YPL089C	YLR332W	activator
YPL089C	YKR095W	activator
YPL089C	YLR194C	activator
YPL089C	YNL289W	activator
YPL089C	YJL160C	activator
YPL089C	YJL108C	activator
YPL089C	YGL158W	activator
YPL089C	YPL089C	activator
YPL089C	YNL067W	activator
YPL089C	YDR077W	activator
YPL089C	YIL123W	activator
YPL089C	YCR024C	activator
YPL089C	YHR030C	activator
YPL089C	YOR290C	activator
YPL089C	YDL246C	activator
YPL089C	YKR091W	activator
YPL089C	YNL066W	activator
YPL089C	YML100W	activator
YPL089C	YEL040W	activator
YPL089C	YJL107C	activator
YGR044C	YCL055W	activator
YGR044C	YPL130W	activator
YGR044C	YJL045W	activator
YGR044C	YNL033W	activator
YGR044C	YNL034W	activator
YPR065W	YGR146C	activator
YPR065W	YHR193C	activator
YPR065W	YGL012W	activator
YPR065W	YGR256W	activator
YPR065W	YEL060C	activator
YPR065W	YIL099W	activator
YPR065W	YDL246C	activator
YPR065W	YJL052W	activator
YPR065W	YPL230W	activator
YPR065W	YIL101C	activator
YPR065W	YBL113C	activator
YPR065W	YCR102C	activator
YPR065W	YJL045W	activator
YPR065W	YNL134C	activator
YPR065W	YLR467W	activator
YPR065W	YNL339C	activator
YER169W	YCR107W	activator
YER169W	YKL120W	activator
YDL020C	YJR108W	activator
YDL020C	YOL082W	activator
YDL020C	YKL016C	activator
YDL020C	YER177W	activator
YDL020C	YKL219W	activator
YDL020C	YDR151C	activator
YDL020C	YLR422W	activator
YDL020C	YEL070W	activator
YDL020C	YJR088C	activator
YDL020C	YML008C	activator
YDL020C	YOR280C	activator
YDL020C	YER133W	activator
YDL020C	YKL026C	activator
YDL020C	YMR186W	activator
YDL020C	YDR287W	activator
YDL020C	YKL161C	activator
YDL020C	YNL145W	activator
YDL020C	YDR031W	activator
YDL020C	YOR298W	activator
YDL020C	YCR012W	activator
YDL020C	YKL077W	activator
YDL020C	YKL039W	activator
YDL020C	YER095W	activator
YDL020C	YDR066C	activator
YDL020C	YDR159W	activator
YDL020C	YLL039C	activator
YDL020C	YEL005C	activator
YDL020C	YBR051W	activator
YDL020C	YCR004C	activator
YDL020C	YCR006C	activator
YDL020C	YEL004W	activator
YDL020C	YLL037W	activator
YDL020C	YOR053W	activator
YJR127C	YDR515W	activator
YOL067C	YNR001C	activator
YOL067C	YCR005C	activator
YOL067C	YIR019C	activator
YOL067C	YMR228W	activator
YOL067C	YGL062W	activator
YOL067C	YER139C	activator
YOL067C	YKL203C	activator
YGL252C	YNR001C	activator
YBL103C	YLR304C	activator
YBL103C	YHR018C	activator
YBL103C	YGR142W	activator
YBL103C	YNR001C	activator
YBL103C	YPR001W	activator
YBL103C	YHR051W	activator
YBL103C	YEL071W	activator
YBL103C	YMR178W	activator
YBL103C	YCR096C	activator
YBL103C	YDR171W	activator
YBL103C	YNL037C	activator
YBL103C	YOR136W	activator
YBL103C	YDL182W	activator
YBL103C	YLR049C	activator
YBL103C	YDR279W	activator
YBL103C	YDR077W	activator
YBL103C	YDR510W	activator
YBL103C	YKL216W	activator
YBL103C	YBR104W	activator
YOR140W	YJL153C	activator
YOR140W	YGR249W	activator
YLR403W	YMR303C	activator
YLR403W	YLR047C	activator
YLR403W	YAL022C	activator
YLR403W	YDR152W	activator
YLR403W	YGR191W	activator
YLR403W	YJL134W	activator
YLR403W	YOR108W	activator
YLR403W	YNL210W	activator
YLR403W	YBR186W	activator
YLR403W	YNR013C	activator
YLR403W	YMR278W	activator
YLR403W	YBL068W	activator
YLR403W	YLR075W	activator
YLR403W	YPR102C	activator
YLR403W	YEL054C	activator
YLR403W	YDR418W	activator
YLR403W	YDL082W	activator
YLR403W	YKL006W	activator
YLR403W	YHL001W	activator
YLR403W	YLR029C	activator
YLR403W	YMR121C	activator
YLR403W	YNL069C	activator
YLR403W	YKL180W	activator
YLR403W	YJL177W	activator
YLR403W	YOL120C	activator
YLR403W	YNL301C	activator
YLR403W	YBR084C-A	activator
YLR403W	YPL220W	activator
YLR403W	YGL135W	activator
YLR403W	YMR242C	activator
YLR403W	YOR312C	activator
YLR403W	YBR191W	activator
YLR403W	YLR061W	activator
YLR403W	YFL034C-A	activator
YLR403W	YBL087C	activator
YLR403W	YER117W	activator
YLR403W	YGL031C	activator
YLR403W	YGR148C	activator
YLR403W	YOL127W	activator
YLR403W	YLR344W	activator
YLR403W	YGR034W	activator
YLR403W	YHR010W	activator
YLR403W	YDR471W	activator
YLR403W	YGL103W	activator
YLR403W	YFR032C-A	activator
YLR403W	YFR031C-A	activator
YLR403W	YIL018W	activator
YLR403W	YOR063W	activator
YLR403W	YGL030W	activator
YLR403W	YLR406C	activator
YLR403W	YBL092W	activator
YLR403W	YPL143W	activator
YLR403W	YER056C-A	activator
YLR403W	YDL191W	activator
YLR403W	YDL136W	activator
YLR403W	YMR194W	activator
YLR403W	YPL249C-A	activator
YLR403W	YLR325C	activator
YLR403W	YIL148W	activator
YLR403W	YDL184C	activator
YLR403W	YJR094W-A	activator
YLR403W	YBR031W	activator
YLR403W	YDR012W	activator
YLR403W	YPL131W	activator
YLR403W	YML073C	activator
YLR403W	YLR448W	activator
YLR403W	YGL076C	activator
YLR403W	YPL198W	activator
YLR403W	YHL033C	activator
YLR403W	YLL045C	activator
YLR403W	YGL147C	activator
YLR403W	YNL067W	activator
YLR403W	YLR340W	activator
YLR403W	YDL081C	activator
YLR403W	YDL130W	activator
YLR403W	YDR382W	activator
YLR403W	YMR230W	activator
YLR403W	YDR025W	activator
YLR403W	YBR048W	activator
YLR403W	YDR064W	activator
YLR403W	YCR031C	activator
YLR403W	YJL191W	activator
YLR403W	YOL040C	activator
YLR403W	YMR143W	activator
YLR403W	YDL083C	activator
YLR403W	YNL302C	activator
YLR403W	YLR441C	activator
YLR403W	YML063W	activator
YLR403W	YHL015W	activator
YLR403W	YKR057W	activator
YLR403W	YLR367W	activator
YLR403W	YER074W	activator
YLR403W	YIL069C	activator
YLR403W	YGR027C	activator
YLR403W	YLR333C	activator
YLR403W	YGL189C	activator
YLR403W	YHR021C	activator
YLR403W	YOR167C	activator
YLR403W	YDL061C	activator
YLR403W	YNL178W	activator
YLR403W	YLR287C-A	activator
YLR403W	YOR182C	activator
YLR403W	YLR167W	activator
YLR403W	YJR145C	activator
YLR403W	YHR203C	activator
YLR403W	YJR123W	activator
YLR403W	YPL090C	activator
YLR403W	YBR181C	activator
YLR403W	YOR096W	activator
YLR403W	YNL096C	activator
YLR403W	YBL072C	activator
YLR403W	YPL081W	activator
YLR403W	YBR189W	activator
YLR403W	YPL183W-A	activator
YLR403W	YNL087W	activator
YLR403W	YNR017W	activator
YLR403W	YBL070C	activator
YLR403W	YJL068C	activator
YLR403W	YNL241C	activator
YJL089W	YNL116W	activator
YJL089W	YDR174W	activator
YJL089W	YHR179W	activator
YJL089W	YJR095W	activator
YJL089W	YPL122C	activator
YHR206W	YFL039C	activator
YHR206W	YKL037W	activator
YHR206W	YPL061W	activator
YHR206W	YBL099W	activator
YHR206W	YJR148W	activator
YHR206W	YML111W	activator
YHR206W	YAL038W	activator
YHR206W	YOR349W	activator
YHR206W	YJL158C	activator
YHR206W	YNR001C	activator
YHR206W	YMR199W	activator
YHR206W	YPL256C	activator
YHR206W	YLL018C-A	activator
YHR206W	YKL096W-A	activator
YHR206W	YOL052C-A	activator
YHR206W	YMR173W	activator
YHR206W	YLL018C	activator
YHR206W	YAL003W	activator
YHR206W	YOR246C	activator
YHR206W	YLR214W	activator
YHR206W	YMR307W	activator
YHR206W	YAL062W	activator
YHR206W	YDR309C	activator
YHR206W	YMR135C	activator
YHR206W	YEL046C	activator
YHR206W	YMR251W	activator
YHR206W	YIL041W	activator
YHR206W	YBL032W	activator
YHR206W	YOR032C	activator
YHR206W	YLR205C	activator
YHR206W	YDR158W	activator
YHR206W	YMR251W-A	activator
YHR206W	YCR021C	activator
YHR206W	YDR171W	activator
YHR206W	YFR053C	activator
YHR206W	YBR157C	activator
YHR206W	YMR195W	activator
YHR206W	YFR017C	activator
YHR206W	YKL032C	activator
YHR206W	YDL049C	activator
YHR206W	YIR034C	activator
YHR206W	YLR253W	activator
YHR206W	YGL125W	activator
YHR206W	YER091C	activator
YHR206W	YLR439W	activator
YHR206W	YKL062W	activator
YHR206W	YJL116C	activator
YHR206W	YPR149W	activator
YHR206W	YHR004C	activator
YHR206W	YGR043C	activator
YHR206W	YDR043C	activator
YHR206W	YBR066C	activator
YHR206W	YGL038C	activator
YHR206W	YER154W	activator
YHR206W	YKL043W	activator
YHR206W	YGR086C	activator
YHR206W	YKL164C	activator
YHR206W	YMR006C	activator
YHR206W	YIL114C	activator
YHR206W	YJL079C	activator
YHR206W	YKR013W	activator
YHR206W	YER075C	activator
YHR206W	YKR093W	activator
YHR206W	YLR414C	activator
YHR206W	YOR348C	activator
YHR206W	YNR018W	activator
YHR206W	YOR107W	activator
YHR206W	YPR065W	activator
YHR206W	YIL119C	activator
YHR206W	YOR063W	activator
YHR206W	YDR447C	activator
YHR206W	YGR161C	activator
YHR206W	YMR305C	activator
YHR206W	YGR279C	activator
YHR206W	YDR077W	activator
YHR206W	YOR315W	activator
YHR206W	YIL099W	activator
YHR206W	YKR043C	activator
YHR206W	YNL007C	activator
YHR206W	YDR525W-A	activator
YHR206W	YHR008C	activator
YHR206W	YER150W	activator
YHR206W	YKL086W	activator
YHR206W	YAL005C	activator
YHR206W	YJR045C	activator
YHR206W	YBR169C	activator
YHR206W	YPR151C	activator
YHR206W	YML052W	activator
YHR206W	YGR192C	activator
YHR206W	YER011W	activator
YHR206W	YGR138C	activator
YHR206W	YDR074W	activator
YHR206W	YGR209C	activator
YHR206W	YML028W	activator
YHR206W	YDR453C	activator
YHR206W	YOR344C	activator
YHR206W	YKL035W	activator
YHR206W	YPL230W	activator
YHR206W	YKR042W	activator
YHR206W	YIL101C	activator
YHR206W	YIR018W	activator
YHR206W	YER079W	activator
YHR206W	YER152C	activator
YHR206W	YHR020W	activator
YHR206W	YJL107C	activator
YHR206W	YKR075C	activator
YHR206W	YLR108C	activator
YHR206W	YMR102C	activator
YHR206W	YMR173W-A	activator
YHR206W	YMR304C-A	activator
YHR206W	YNL234W	activator
YHR206W	YNR014W	activator
YHR206W	YPR015C	activator
YHR206W	YLR121C	activator
YHR206W	YNL241C	activator
YNL167C	YPL250C	activator
YNL167C	YLR412W	activator
YNL167C	YKL007W	activator
YNL167C	YPL215W	activator
YNL167C	YPL177C	activator
YNL167C	YML070W	activator
YNL167C	YDR040C	activator
YNL167C	YKR039W	activator
YNL167C	YMR136W	activator
YNL167C	YGR149W	activator
YNL167C	YPL223C	activator
YNL167C	YLL026W	activator
YNL167C	YBR157C	activator
YNL167C	YGL009C	activator
YNL167C	YKL150W	activator
YNL167C	YMR037C	activator
YNL167C	YKL062W	activator
YNL167C	YGR043C	activator
YNL167C	YDR043C	activator
YNL167C	YNR009W	activator
YNL167C	YIL117C	activator
YNL167C	YER075C	activator
YNL167C	YKR093W	activator
YNL167C	YGL062W	activator
YNL167C	YLR387C	activator
YNL167C	YIL118W	activator
YNL167C	YGR180C	activator
YNL167C	YPR065W	activator
YNL167C	YKL144C	activator
YNL167C	YHR139C	activator
YNL167C	YPL016W	activator
YNL167C	YGL096W	activator
YNL167C	YKL035W	activator
YNL167C	YCR102C	activator
YNL167C	YIL108W	activator
YNL167C	YML025C	activator
YNL167C	YOR342C	activator
YBR182C	YKL096W	activator
YBR182C	YBR182C	activator
YBR182C	YGR035C	activator
YMR016C	YOL086C	activator
YMR016C	YER073W	activator
YMR016C	YBR158W	activator
YMR016C	YNL065W	activator
YMR016C	YHR013C	activator
YMR016C	YER069W	activator
YMR016C	YGL157W	activator
YMR016C	YPR060C	activator
YMR016C	YGR177C	activator
YMR016C	YDR384C	activator
YMR016C	YDL037C	activator
YMR016C	YGR041W	activator
YMR016C	YPL160W	activator
YMR016C	YGR189C	activator
YMR016C	YHR055C	activator
YMR016C	YFL053W	activator
YMR016C	YPL265W	activator
YMR016C	YEL071W	activator
YMR016C	YPL095C	activator
YMR016C	YHR007C	activator
YMR016C	YGR060W	activator
YMR016C	YER044C	activator
YMR016C	YMR015C	activator
YMR016C	YAL028W	activator
YMR016C	YKR039W	activator
YMR016C	YAL062W	activator
YMR016C	YDR309C	activator
YMR016C	YIL053W	activator
YMR016C	YDR098C	activator
YMR016C	YOR038C	activator
YMR016C	YER055C	activator
YMR016C	YIL116W	activator
YMR016C	YML075C	activator
YMR016C	YDL227C	activator
YMR016C	YEL066W	activator
YMR016C	YMR011W	activator
YMR016C	YFR055W	activator
YMR016C	YKL029C	activator
YMR016C	YAL025C	activator
YMR016C	YGL125W	activator
YMR016C	YJR137C	activator
YMR016C	YGL209W	activator
YMR016C	YOR310C	activator
YMR016C	YOR130C	activator
YMR016C	YJL223C	activator
YMR016C	YMR325W	activator
YMR016C	YLR461W	activator
YMR016C	YNR076W	activator
YMR016C	YLR044C	activator
YMR016C	YLR134W	activator
YMR016C	YIL114C	activator
YMR016C	YOL038W	activator
YMR016C	YGR135W	activator
YMR016C	YIL117C	activator
YMR016C	YDL039C	activator
YMR016C	YER094C	activator
YMR016C	YDR076W	activator
YMR016C	YGR148C	activator
YMR016C	YJR094W-A	activator
YMR016C	YGR214W	activator
YMR016C	YMR230W	activator
YMR016C	YER131W	activator
YMR016C	YKL156W	activator
YMR016C	YKL125W	activator
YMR016C	YCL031C	activator
YMR016C	YGR161C	activator
YMR016C	YLR180W	activator
YMR016C	YOR184W	activator
YMR016C	YDR510W	activator
YMR016C	YOR327C	activator
YMR016C	YMR016C	activator
YMR016C	YGL162W	activator
YMR016C	YGR162W	activator
YMR016C	YBR067C	activator
YMR016C	YPR074C	activator
YMR016C	YER175C	activator
YMR016C	YJR103W	activator
YMR016C	YEL040W	activator
YMR016C	YAR035W	activator
YMR016C	YDL038C	activator
YMR016C	YEL041W	activator
YMR016C	YGR035C	activator
YMR016C	YJL107C	activator
YMR016C	YLR042C	activator
YMR016C	YLR460C	activator
YMR016C	YOR296W	activator
YMR016C	YPR015C	activator
YKL020C	YDR214W	activator
YKL020C	YOL082W	activator
YKL020C	YGR142W	activator
YKL020C	YNL305C	activator
YKL020C	YKL096W	activator
YKL020C	YLR270W	activator
YKL020C	YOR317W	activator
YKL020C	YMR246W	activator
YKL020C	YBR101C	activator
YKL020C	YAR050W	activator
YKL020C	YPR184W	activator
YKL020C	YMR110C	activator
YKL020C	YPL127C	activator
YKL020C	YDR122W	activator
YKL020C	YFL016C	activator
YKL020C	YKL001C	activator
YKL020C	YKL142W	activator
YKL020C	YPL058C	activator
YKL020C	YKL043W	activator
YKL020C	YMR006C	activator
YKL020C	YFR033C	activator
YKL020C	YOR220W	activator
YKL020C	YLR107W	activator
YKL020C	YDL025C	activator
YKL020C	YNL007C	activator
YKL020C	YOR190W	activator
YKL020C	YKL020C	activator
