TF	Target	Relationship
YGL237C	YLR049C	-
YGL237C	YLR052W	-
YGL237C	YLR196W	-
YGL237C	YLR220W	-
YGL237C	YMR117C	-
YGL237C	YMR118C	-
YGL237C	YMR119W	-
YGL237C	YNL030W	-
YGL237C	YOR027W	-
YGL237C	YOR267C	-
YGL237C	YOR268C	-
YGL237C	YOR269W	-
YGL237C	YOR376W-A	-
YGL237C	YPL235W	-
YGL237C	YPR144C	-
YGL254W	YIL004C	-
YGL254W	YJL148W	-
YGL254W	YOR138C	-
YGL254W	YOR140W	-
YGL254W	YPL034W	-
YGR040W	YBL039C	-
YGR040W	YBR247C	-
YGR040W	YBR248C	-
YGR040W	YBR267W	-
YGR040W	YBR271W	-
YGR040W	YCL037C	-
YGR040W	YCL059C	-
YGR040W	YCR034W	-
YGR040W	YCR057C	-
YGR040W	YDL170W	-
YGR040W	YDL171C	-
YGR040W	YDR496C	-
YGR040W	YER082C	-
YGR040W	YFL021W	-
YGR040W	YFL022C	-
YGR040W	YGR128C	-
YGR040W	YHR088W	-
YGR040W	YIL079C	-
YGR040W	YKL082C	-
YGR040W	YKR056W	-
YGR040W	YLL011W	-
YGR040W	YLR409C	-
YGR040W	YML093W	-
YGR040W	YMR049C	-
YGR040W	YMR131C	-
YGR040W	YNL062C	-
YGR040W	YNL075W	-
YGR040W	YNL110C	-
YGR040W	YNL175C	-
YGR040W	YNL182C	-
YGR040W	YNL186W	-
YGR040W	YNL248C	-
YGR040W	YOL041C	-
YGR040W	YOL077C	-
YGR040W	YOR001W	-
YGR040W	YPL043W	-
YGR040W	YPL263C	-
YGR040W	YPR035W	-
YGR040W	YPR144C	-
YGR040W	YPR145W	-
YGR044C	TT(AGU)J	-
YGR044C	YAL053W	-
YGR044C	YAR002C-A	-
YGR044C	YBL028C	-
YGR044C	YBR011C	-
YGR044C	YBR181C	-
YGR044C	YBR191W	-
YGR044C	YBR217W	-
YGR044C	YBR289W	-
YGR044C	YCR028C	-
YGR044C	YCR036W	-
YGR044C	YDL070W	-
YGR044C	YDR433W	-
YGR044C	YDR505C	-
YGR044C	YEL056W	-
YGR044C	YER006W	-
YGR044C	YER078C	-
YGR044C	YER079W	-
YGR044C	YER080W	-
YGR044C	YER082C	-
YGR044C	YFR034C	-
YGR044C	YGL134W	-
YGR044C	YGL135W	-
YGR044C	YGL136C	-
YGR044C	YGL153W	-
YGR044C	YGL186C	-
YGR044C	YHR106W	-
YGR044C	YIL158W	-
YGR044C	YJL190C	-
YGR044C	YJL198W	-
YGR044C	YJL200C	-
YGR044C	YJR002W	-
YGR044C	YJR093C	-
YGR044C	YJR094W-A	-
YGR044C	YLR061W	-
YGR044C	YLR063W	-
YGR044C	YLR065C	-
YGR044C	YLR066W	-
YGR044C	YLR367W	-
YGR044C	YLR372W	-
YGR044C	YLR438C-A	-
YGR044C	YML014W	-
YGR044C	YML125C	-
YGR044C	YMR242C	-
YGR044C	YNL032W	-
YGR044C	YNL214W	-
YGR044C	YNL286W	-
YGR044C	YOL052C-A	-
YGR044C	YOL154W	-
YGR044C	YOR210W	-
YGR044C	YOR212W	-
YGR044C	YOR215C	-
YGR044C	YOR234C	-
YGR044C	YOR236W	-
YGR044C	YOR237W	-
YGR044C	YOR337W	-
YGR044C	YOR339C	-
YGR044C	YPL090C	-
YGR044C	YPL143W	-
YGR044C	YPL219W	-
YGR044C	YPL255W	-
YGR044C	YPL256C	-
YGR044C	YPR136C	-
YGR044C	snR128	-
YGR044C	snR190	-
YGR097W	TW(CCA)J	-
YGR097W	YCR096C	-
YGR097W	YCR097W	-
YGR097W	YDR084C	-
YGR097W	YGL001C	-
YGR097W	YGR071C	-
YGR097W	YGR072W	-
YGR097W	YGR074W	-
YGR097W	YJR010C-A	-
YGR097W	YJR011C	-
YGR097W	YJR013W	-
YGR097W	YOR001W	-
YGR097W	snR37	-
YGR249W	YCR105W	-
YGR249W	YCR107W	-
YGR249W	YDR369C	-
YGR249W	YDR370C	-
YGR249W	YDR371W	-
YGR249W	YMR259C	-
YHL009C	YBL001C	-
YHL009C	YBR102C	-
YHL009C	YBR103W	-
YHL009C	YGL001C	-
YHL009C	YGL189C	-
YHL009C	YGR109C	-
YHL009C	YGR110W	-
YHL009C	YHR170W	-
YHL009C	YJR138W	-
YHL009C	YKL069W	-
YHL009C	YKL071W	-
YHL009C	YKL107W	-
YHL009C	YNL331C	-
YHL009C	YOL042W	-
YHL009C	YOL043C	-
YHL009C	YOL048C	-
YHL020C	YBR021W	-
YHL020C	YCR027C	-
YHL020C	YDR035W	-
YHL020C	YDR053W	-
YHL020C	YDR262W	-
YHL020C	YDR363W-A	-
YHL020C	YER012W	-
YHL020C	YER075C	-
YHL020C	YFL010C	-
YHL020C	YIL020C	-
YHL020C	YJL006C	-
YHL020C	YJR052W	-
YHL020C	YJR101W	-
YHL020C	YKL007W	-
YHL020C	YKL128C	-
YHL020C	YLR303W	-
YHL020C	YLR312C	-
YHL020C	YMR246W	-
YHL027W	TK(CUU)C	-
YHL027W	TR(UCU)E	-
YHL027W	YCR019W	-
YHL027W	YDL035C	-
YHL027W	YDL179W	-
YHL027W	YDL192W	-
YHL027W	YDL206W	-
YHL027W	YDR084C	-
YHL027W	YEL005C	-
YHL027W	YGR158C	-
YHL027W	YGR160W	-
YHL027W	YGR284C	-
YHL027W	YIR005W	-
YHL027W	YIR013C	-
YHL027W	YIR035C	-
YHL027W	YIR038C	-
YHL027W	YLR047C	-
YHL027W	YLR048W	-
YHL027W	YLR348C	-
YHL027W	YLR350W	-
YHL027W	YLR357W	-
YHL027W	YMR258C	-
YHL027W	YOR001W	-
YHL027W	YOR303W	-
YHL027W	YOR309C	-
YHL027W	YPL177C	-
YHR006W	YDL186W	-
YHR084W	TA(AGC)H	-
YHR084W	TA(AGC)K2	-
YHR084W	TD(GUC)J1	-
YHR084W	TD(GUC)L2	-
YHR084W	TF(GAA)D	-
YHR084W	TG(GCC)B	-
YHR084W	TG(GCC)G1	-
YHR084W	TH(GUG)E2	-
YHR084W	TI(AAU)P2	-
YHR084W	TK(CUU)E1	-
YHR084W	TK(UUU)G2	-
YHR084W	TK(UUU)P	-
YHR084W	TM(CAU)D	-
YHR084W	TN(GUU)O2	-
YHR084W	TP(UGG)N1	-
YHR084W	TQ(UUG)D2	-
YHR084W	TR(ACG)L	-
YHR084W	TR(CCU)J	-
YHR084W	TT(AGU)N1	-
YHR084W	TV(AAC)K2	-
YHR084W	TW(CCA)G1	-
YHR084W	TX(XXX)D	-
YHR084W	TY(GUA)D	-
YHR084W	YAL003W	-
YHR084W	YAL021C	-
YHR084W	YAL024C	-
YHR084W	YAL059W	-
YHR084W	YAR014C	-
YHR084W	YAR015W	-
YHR084W	YAR061W	-
YHR084W	YBL001C	-
YHR084W	YBL004W	-
YHR084W	YBL017C	-
YHR084W	YBL061C	-
YHR084W	YBL087C	-
YHR084W	YBL105C	-
YHR084W	YBL112C	-
YHR084W	YBR009C	-
YHR084W	YBR011C	-
YHR084W	YBR041W	-
YHR084W	YBR052C	-
YHR084W	YBR084W	-
YHR084W	YBR088C	-
YHR084W	YBR109C	-
YHR084W	YBR154C	-
YHR084W	YBR155W	-
YHR084W	YBR156C	-
YHR084W	YBR160W	-
YHR084W	YBR189W	-
YHR084W	YBR191W	-
YHR084W	YBR200W	-
YHR084W	YBR212W	-
YHR084W	YBR217W	-
YHR084W	YBR267W	-
YHR084W	YBR274W	-
YHR084W	YBR286W	-
YHR084W	YBR288C	-
YHR084W	YBR291C	-
YHR084W	YCL029C	-
YHR084W	YCL059C	-
YHR084W	YCL066W	-
YHR084W	YCR023C	-
YHR084W	YCR065W	-
YHR084W	YCR067C	-
YHR084W	YDL010W	-
YHR084W	YDL039C	-
YHR084W	YDL047W	-
YHR084W	YDL059C	-
YHR084W	YDL070W	-
YHR084W	YDL081C	-
YHR084W	YDL101C	-
YHR084W	YDL128W	-
YHR084W	YDL135C	-
YHR084W	YDL137W	-
YHR084W	YDL145C	-
YHR084W	YDL153C	-
YHR084W	YDL154W	-
YHR084W	YDL180W	-
YHR084W	YDL186W	-
YHR084W	YDL192W	-
YHR084W	YDL197C	-
YHR084W	YDR075W	-
YHR084W	YDR097C	-
YHR084W	YDR098C	-
YHR084W	YDR113C	-
YHR084W	YDR144C	-
YHR084W	YDR147W	-
YHR084W	YDR169C	-
YHR084W	YDR190C	-
YHR084W	YDR212W	-
YHR084W	YDR224C	-
YHR084W	YDR235W	-
YHR084W	YDR251W	-
YHR084W	YDR253C	-
YHR084W	YDR272W	-
YHR084W	YDR281C	-
YHR084W	YDR295C	-
YHR084W	YDR309C	-
YHR084W	YDR311W	-
YHR084W	YDR312W	-
YHR084W	YDR319C	-
YHR084W	YDR323C	-
YHR084W	YDR328C	-
YHR084W	YDR339C	-
YHR084W	YDR349C	-
YHR084W	YDR364C	-
YHR084W	YDR371W	-
YHR084W	YDR373W	-
YHR084W	YDR388W	-
YHR084W	YDR400W	-
YHR084W	YDR408C	-
YHR084W	YDR412W	-
YHR084W	YDR429C	-
YHR084W	YDR447C	-
YHR084W	YDR450W	-
YHR084W	YDR459C	-
YHR084W	YDR462W	-
YHR084W	YDR463W	-
YHR084W	YDR480W	-
YHR084W	YDR496C	-
YHR084W	YDR528W	-
YHR084W	YDR529C	-
YHR084W	YDR545W	-
YHR084W	YEL020C	-
YHR084W	YEL026W	-
YHR084W	YEL034W	-
YHR084W	YER016W	-
YHR084W	YER025W	-
YHR084W	YER044C-A	-
YHR084W	YER048W-A	-
YHR084W	YER049W	-
YHR084W	YER066W	-
YHR084W	YER094C	-
YHR084W	YER102W	-
YHR084W	YER107C	-
YHR084W	YER113C	-
YHR084W	YER133W	-
YHR084W	YER136W	-
YHR084W	YER148W	-
YHR084W	YER159C	-
YHR084W	YER190W	-
YHR084W	YFL017W-A	-
YHR084W	YFL037W	-
YHR084W	YFL038C	-
YHR084W	YFL039C	-
YHR084W	YFL065C	-
YHR084W	YFL066C	-
YHR084W	YFR016C	-
YHR084W	YFR019W	-
YHR084W	YGL011C	-
YHR084W	YGL028C	-
YHR084W	YGL061C	-
YHR084W	YGL062W	-
YHR084W	YGL064C	-
YHR084W	YGL070C	-
YHR084W	YGL075C	-
YHR084W	YGL082W	-
YHR084W	YGL086W	-
YHR084W	YGL095C	-
YHR084W	YGL097W	-
YHR084W	YGL106W	-
YHR084W	YGL115W	-
YHR084W	YGL117W	-
YHR084W	YGL120C	-
YHR084W	YGL137W	-
YHR084W	YGL157W	-
YHR084W	YGL192W	-
YHR084W	YGL223C	-
YHR084W	YGR006W	-
YHR084W	YGR130C	-
YHR084W	YGR159C	-
YHR084W	YGR172C	-
YHR084W	YGR174W-A	-
YHR084W	YGR189C	-
YHR084W	YGR209C	-
YHR084W	YGR210C	-
YHR084W	YGR214W	-
YHR084W	YGR234W	-
YHR084W	YGR238C	-
YHR084W	YGR285C	-
YHR084W	YGR294W	-
YHR084W	YGR296W	-
YHR084W	YHL002W	-
YHR084W	YHL013C	-
YHR084W	YHL031C	-
YHR084W	YHR030C	-
YHR084W	YHR064C	-
YHR084W	YHR070W	-
YHR084W	YHR079C	-
YHR084W	YHR082C	-
YHR084W	YHR083W	-
YHR084W	YHR089C	-
YHR084W	YHR097C	-
YHR084W	YHR102W	-
YHR084W	YHR141C	-
YHR084W	YHR144C	-
YHR084W	YHR154W	-
YHR084W	YHR158C	-
YHR084W	YHR170W	-
YHR084W	YHR184W	-
YHR084W	YHR203C	-
YHR084W	YHR205W	-
YHR084W	YIL017C	-
YHR084W	YIL083C	-
YHR084W	YIL084C	-
YHR084W	YIL138C	-
YHR084W	YIL144W	-
YHR084W	YIL148W	-
YHR084W	YIR012W	-
YHR084W	YJL002C	-
YHR084W	YJL005W	-
YHR084W	YJL057C	-
YHR084W	YJL076W	-
YHR084W	YJL138C	-
YHR084W	YJL145W	-
YHR084W	YJL148W	-
YHR084W	YJL158C	-
YHR084W	YJL171C	-
YHR084W	YJL186W	-
YHR084W	YJL190C	-
YHR084W	YJL194W	-
YHR084W	YJL196C	-
YHR084W	YJL197W	-
YHR084W	YJR055W	-
YHR084W	YJR062C	-
YHR084W	YJR154W	-
YHR084W	YKL009W	-
YHR084W	YKL010C	-
YHR084W	YKL021C	-
YHR084W	YKL047W	-
YHR084W	YKL067W	-
YHR084W	YKL081W	-
YHR084W	YKL082C	-
YHR084W	YKL094W	-
YHR084W	YKL096C-B	-
YHR084W	YKL129C	-
YHR084W	YKL161C	-
YHR084W	YKL185W	-
YHR084W	YKL190W	-
YHR084W	YKL193C	-
YHR084W	YKL195W	-
YHR084W	YKL207W	-
YHR084W	YKL208W	-
YHR084W	YKR011C	-
YHR084W	YKR041W	-
YHR084W	YKR048C	-
YHR084W	YKR059W	-
YHR084W	YKR094C	-
YHR084W	YLL039C	-
YHR084W	YLL045C	-
YHR084W	YLL067C	-
YHR084W	YLR002C	-
YHR084W	YLR045C	-
YHR084W	YLR086W	-
YHR084W	YLR153C	-
YHR084W	YLR167W	-
YHR084W	YLR185W	-
YHR084W	YLR196W	-
YHR084W	YLR197W	-
YHR084W	YLR243W	-
YHR084W	YLR257W	-
YHR084W	YLR268W	-
YHR084W	YLR293C	-
YHR084W	YLR309C	-
YHR084W	YLR314C	-
YHR084W	YLR323C	-
YHR084W	YLR332W	-
YHR084W	YLR335W	-
YHR084W	YLR340W	-
YHR084W	YLR353W	-
YHR084W	YLR354C	-
YHR084W	YLR362W	-
YHR084W	YLR413W	-
YHR084W	YLR424W	-
YHR084W	YLR431C	-
YHR084W	YLR457C	-
YHR084W	YLR466W	-
YHR084W	YLR467W	-
YHR084W	YML024W	-
YHR084W	YML038C	-
YHR084W	YML055W	-
YHR084W	YML085C	-
YHR084W	YML093W	-
YHR084W	YML124C	-
YHR084W	YML125C	-
YHR084W	YML126C	-
YHR084W	YMR001C	-
YHR084W	YMR004W	-
YHR084W	YMR012W	-
YHR084W	YMR023C	-
YHR084W	YMR043W	-
YHR084W	YMR116C	-
YHR084W	YMR119W	-
YHR084W	YMR121C	-
YHR084W	YMR125W	-
YHR084W	YMR131C	-
YHR084W	YMR133W	-
YHR084W	YMR146C	-
YHR084W	YMR167W	-
YHR084W	YMR223W	-
YHR084W	YMR235C	-
YHR084W	YMR236W	-
YHR084W	YMR237W	-
YHR084W	YMR242C	-
YHR084W	YMR246W	-
YHR084W	YMR293C	-
YHR084W	YNL001W	-
YHR084W	YNL006W	-
YHR084W	YNL011C	-
YHR084W	YNL042W-B	-
YHR084W	YNL053W	-
YHR084W	YNL061W	-
YHR084W	YNL067W	-
YHR084W	YNL079C	-
YHR084W	YNL087W	-
YHR084W	YNL110C	-
YHR084W	YNL146C-A	-
YHR084W	YNL169C	-
YHR084W	YNL175C	-
YHR084W	YNL178W	-
YHR084W	YNL180C	-
YHR084W	YNL189W	-
YHR084W	YNL207W	-
YHR084W	YNL216W	-
YHR084W	YNL225C	-
YHR084W	YNL255C	-
YHR084W	YNL280C	-
YHR084W	YNL291C	-
YHR084W	YNL304W	-
YHR084W	YNL307C	-
YHR084W	YNL321W	-
YHR084W	YNL322C	-
YHR084W	YNL327W	-
YHR084W	YNL339C	-
YHR084W	YNR006W	-
YHR084W	YNR026C	-
YHR084W	YNR028W	-
YHR084W	YNR053C	-
YHR084W	YNR054C	-
YHR084W	YOL006C	-
YHR084W	YOL018C	-
YHR084W	YOL030W	-
YHR084W	YOL031C	-
YHR084W	YOL039W	-
YHR084W	YOL040C	-
YHR084W	YOL041C	-
YHR084W	YOL090W	-
YHR084W	YOL108C	-
YHR084W	YOL115W	-
YHR084W	YOL128C	-
YHR084W	YOL138C	-
YHR084W	YOL165C	-
YHR084W	YOR020C	-
YHR084W	YOR036W	-
YHR084W	YOR075W	-
YHR084W	YOR086C	-
YHR084W	YOR094W	-
YHR084W	YOR096W	-
YHR084W	YOR130C	-
YHR084W	YOR145C	-
YHR084W	YOR165W	-
YHR084W	YOR177C	-
YHR084W	YOR191W	-
YHR084W	YOR198C	-
YHR084W	YOR212W	-
YHR084W	YOR216C	-
YHR084W	YOR234C	-
YHR084W	YOR246C	-
YHR084W	YOR273C	-
YHR084W	YOR287C	-
YHR084W	YOR288C	-
YHR084W	YOR289W	-
YHR084W	YOR312C	-
YHR084W	YOR326W	-
YHR084W	YOR342C	-
YHR084W	YOR353C	-
YHR084W	YOR369C	-
YHR084W	YOR396W	-
YHR084W	YPL031C	-
YHR084W	YPL037C	-
YHR084W	YPL043W	-
YHR084W	YPL048W	-
YHR084W	YPL075W	-
YHR084W	YPL079W	-
YHR084W	YPL131W	-
YHR084W	YPL154C	-
YHR084W	YPL164C	-
YHR084W	YPL174C	-
YHR084W	YPL177C	-
YHR084W	YPL178W	-
YHR084W	YPL183C	-
YHR084W	YPL186C	-
YHR084W	YPL198W	-
YHR084W	YPL203W	-
YHR084W	YPL211W	-
YHR084W	YPL218W	-
YHR084W	YPL237W	-
YHR084W	YPL239W	-
YHR084W	YPL247C	-
YHR084W	YPL253C	-
YHR084W	YPL283C	-
YHR084W	YPR028W	-
YHR084W	YPR043W	-
YHR084W	YPR072W	-
YHR084W	YPR075C	-
YHR084W	YPR079W	-
YHR084W	YPR110C	-
YHR084W	YPR120C	-
YHR084W	YPR122W	-
YHR084W	YPR133C	-
YHR084W	YPR155C	-
YHR084W	YPR165W	-
YHR084W	YPR182W	-
YHR084W	snR40	-
YHR178W	YBR119W	-
YHR178W	YCR016W	-
YHR178W	YDL197C	-
YHR178W	YDL213C	-
YHR178W	YDR221W	-
YHR178W	YDR262W	-
YHR178W	YDR287W	-
YHR178W	YDR399W	-
YHR178W	YER075C	-
YHR178W	YER142C	-
YHR178W	YFL014W	-
YHR178W	YFR049W	-
YHR178W	YGL037C	-
YHR178W	YGL216W	-
YHR178W	YGL220W	-
YHR178W	YGL221C	-
YHR178W	YGL254W	-
YHR178W	YGR112W	-
YHR178W	YGR199W	-
YHR178W	YHR156C	-
YHR178W	YHR157W	-
YHR178W	YHR196W	-
YHR178W	YIL160C	-
YHR178W	YIR006C	-
YHR178W	YJL109C	-
YHR178W	YJR088C	-
YHR178W	YJR096W	-
YHR178W	YKL134C	-
YHR178W	YKL179C	-
YHR178W	YKR058W	-
YHR178W	YLR042C	-
YHR178W	YLR174W	-
YHR178W	YLR277C	-
YHR178W	YMR059W	-
YHR178W	YMR097C	-
YHR178W	YMR158W	-
YHR178W	YMR180C	-
YHR178W	YNL273W	-
YHR178W	YNR037C	-
YHR178W	YOL151W	-
YHR178W	YOR007C	-
YHR178W	YOR086C	-
YHR178W	YOR087W	-
YHR178W	YOR092W	-
YHR178W	YOR115C	-
YHR178W	YOR119C	-
YHR178W	YPR165W	-
YHR178W	YPR179C	-
YHR178W	YPR180W	-
YHR206W	YBL072C	-
YHR206W	YBR053C	-
YHR206W	YBR078W	-
YHR206W	YBR126C	-
YHR206W	YCL057C-A	-
YHR206W	YCR002C	-
YHR206W	YDL004W	-
YHR206W	YDL005C	-
YHR206W	YDL006W	-
YHR206W	YDL022W	-
YHR206W	YDL137W	-
YHR206W	YDR153C	-
YHR206W	YDR156W	-
YHR206W	YDR343C	-
YHR206W	YDR513W	-
YHR206W	YDR518W	-
YHR206W	YDR524C	-
YHR206W	YDR524C-B	-
YHR206W	YDR527W	-
YHR206W	YEL043W	-
YHR206W	YEL044W	-
YHR206W	YEL056W	-
YHR206W	YER010C	-
YHR206W	YER012W	-
YHR206W	YER018C	-
YHR206W	YER088C	-
YHR206W	YER098W	-
YHR206W	YER149C	-
YHR206W	YER153C	-
YHR206W	YER177W	-
YHR206W	YFL021W	-
YHR206W	YFL030W	-
YHR206W	YFR033C	-
YHR206W	YGL036W	-
YHR206W	YGL056C	-
YHR206W	YGR023W	-
YHR206W	YGR052W	-
YHR206W	YGR152C	-
YHR206W	YGR173W	-
YHR206W	YGR207C	-
YHR206W	YGR211W	-
YHR206W	YGR243W	-
YHR206W	YGR249W	-
YHR206W	YHR002W	-
YHR206W	YHR007C	-
YHR206W	YHR203C	-
YHR206W	YHR204W	-
YHR206W	YIL053W	-
YHR206W	YIL113W	-
YHR206W	YIL115C	-
YHR206W	YIL118W	-
YHR206W	YIR017C	-
YHR206W	YJL042W	-
YHR206W	YJL115W	-
YHR206W	YJR077C	-
YHR206W	YJR078W	-
YHR206W	YJR079W	-
YHR206W	YJR149W	-
YHR206W	YKL063C	-
YHR206W	YKL085W	-
YHR206W	YKL087C	-
YHR206W	YKL109W	-
YHR206W	YKL110C	-
YHR206W	YKR052C	-
YHR206W	YKR067W	-
YHR206W	YKR092C	-
YHR206W	YKR097W	-
YHR206W	YLL019C	-
YHR206W	YLR037C	-
YHR206W	YLR110C	-
YHR206W	YLR113W	-
YHR206W	YLR178C	-
YHR206W	YLR257W	-
YHR206W	YLR293C	-
YHR206W	YLR295C	-
YHR206W	YLR297W	-
YHR206W	YLR348C	-
YHR206W	YLR350W	-
YHR206W	YML007W	-
YHR206W	YML008C	-
YHR206W	YML027W	-
YHR206W	YML053C	-
YHR206W	YML072C	-
YHR206W	YML100W	-
YHR206W	YMR016C	-
YHR206W	YMR017W	-
YHR206W	YMR055C	-
YHR206W	YMR070W	-
YHR206W	YMR136W	-
YHR206W	YMR171C	-
YHR206W	YMR172W	-
YHR206W	YMR266W	-
YHR206W	YMR306W	-
YHR206W	YNL014W	-
YHR206W	YNL087W	-
YHR206W	YNL098C	-
YHR206W	YNL172W	-
YHR206W	YNL173C	-
YHR206W	YNL175C	-
YHR206W	YNL192W	-
YHR206W	YNL196C	-
YHR206W	YNL207W	-
YHR206W	YNL233W	-
YHR206W	YNL304W	-
YHR206W	YNL305C	-
YHR206W	YNR016C	-
YHR206W	YNR017W	-
YHR206W	YNR019W	-
YHR206W	YNR042W	-
YHR206W	YOL005C	-
YHR206W	YOL039W	-
YHR206W	YOL040C	-
YHR206W	YOL111C	-
YHR206W	YOL125W	-
YHR206W	YOR036W	-
YHR206W	YOR101W	-
YHR206W	YOR138C	-
YHR206W	YOR140W	-
YHR206W	YOR208W	-
YHR206W	YOR224C	-
YHR206W	YOR226C	-
YHR206W	YOR227W	-
YHR206W	YOR273C	-
YHR206W	YOR327C	-
YHR206W	YOR374W	-
YHR206W	YPL024W	-
YHR206W	YPL026C	-
YHR206W	YPL041C	-
YHR206W	YPL042C	-
YHR206W	YPL055C	-
YHR206W	YPL232W	-
YHR206W	YPL236C	-
YHR206W	YPR004C	-
YHR206W	YPR009W	-
YHR206W	YPR063C	-
YHR206W	YPR066W	-
YIL036W	YMR065W	-
YIL101C	YBL011W	-
YIL101C	YBR002C	-
YIL101C	YBR145W	-
YIL101C	YCL028W	-
YIL101C	YCR105W	-
YIL101C	YCR107W	-
YIL101C	YDL168W	-
YIL101C	YDR044W	-
YIL101C	YDR287W	-
YIL101C	YER009W	-
YIL101C	YER018C	-
YIL101C	YER171W	-
YIL101C	YER188C-A	-
YIL101C	YER189W	-
YIL101C	YGL067W	-
YIL101C	YGR096W	-
YIL101C	YGR100W	-
YIL101C	YHR041C	-
YIL101C	YHR050W	-
YIL101C	YIL118W	-
YIL101C	YIL119C	-
YIL101C	YJR119C	-
YIL101C	YKL043W	-
YIL101C	YLR178C	-
YIL101C	YLR179C	-
YIL101C	YLR204W	-
YIL101C	YLR299W	-
YIL101C	YML053C	-
YIL101C	YMR286W	-
YIL101C	YNL024C	-
YIL101C	YNL037C	-
YIL101C	YNL042W	-
YIL101C	YNL058C	-
YIL101C	YNL336W	-
YIL101C	YNL339C	-
YIL101C	YPL068C	-
YIL101C	YPL262W	-
YIL101C	YPR127W	-
YIL101C	YPR173C	-
YIL128W	TW(CCA)J	-
YIL128W	YER188C-A	-
YIL128W	YER189W	-
YIL128W	YER190W	-
YIL128W	YLR287C-A	-
YIL128W	YLR288C	-
YIL128W	YLR289W	-
YIL128W	YNL336W	-
YIL128W	YNL339C	-
YIL131C	YBL081W	-
YIL131C	YBL082C	-
YIL131C	YBR010W	-
YIL131C	YBR029C	-
YIL131C	YBR030W	-
YIL131C	YBR104W	-
YIL131C	YBR109C	-
YIL131C	YBR138C	-
YIL131C	YBR158W	-
YIL131C	YBR162C	-
YIL131C	YBR163W	-
YIL131C	YBR267W	-
YIL131C	YCL027W	-
YIL131C	YCL059C	-
YIL131C	YCL064C	-
YIL131C	YCR075C	-
YIL131C	YCR084C	-
YIL131C	YCR092C	-
YIL131C	YCR093W	-
YIL131C	YDL101C	-
YIL131C	YDR263C	-
YIL131C	YDR325W	-
YIL131C	YDR365C	-
YIL131C	YDR524C	-
YIL131C	YDR525W-A	-
YIL131C	YEL050C	-
YIL131C	YER031C	-
YIL131C	YER032W	-
YIL131C	YER062C	-
YIL131C	YER064C	-
YIL131C	YER065C	-
YIL131C	YER070W	-
YIL131C	YER094C	-
YIL131C	YER125W	-
YIL131C	YFR003C	-
YIL131C	YFR004W	-
YIL131C	YFR023W	-
YIL131C	YFR052W	-
YIL131C	YGL011C	-
YIL131C	YGL092W	-
YIL131C	YGL116W	-
YIL131C	YGL256W	-
YIL131C	YGL257C	-
YIL131C	YGR052W	-
YIL131C	YGR092W	-
YIL131C	YGR098C	-
YIL131C	YGR099W	-
YIL131C	YGR246C	-
YIL131C	YHR118C	-
YIL131C	YHR158C	-
YIL131C	YHR200W	-
YIL131C	YIL015W	-
YIL131C	YIL076W	-
YIL131C	YJR088C	-
YIL131C	YJR091C	-
YIL131C	YKL069W	-
YIL131C	YKL159C	-
YIL131C	YKR055W	-
YIL131C	YKR056W	-
YIL131C	YKR059W	-
YIL131C	YKR060W	-
YIL131C	YLL004W	-
YIL131C	YLL032C	-
YIL131C	YLR167W	-
YIL131C	YLR300W	-
YIL131C	YLR353W	-
YIL131C	YLR453C	-
YIL131C	YLR454W	-
YIL131C	YML080W	-
YIL131C	YMR078C	-
YIL131C	YMR086W	-
YIL131C	YMR184W	-
YIL131C	YMR185W	-
YIL131C	YMR197C	-
YIL131C	YMR198W	-
YIL131C	YMR199W	-
YIL131C	YNL091W	-
YIL131C	YNL093W	-
YIL131C	YNL161W	-
YIL131C	YNL176C	-
YIL131C	YNL218W	-
YIL131C	YOL023W	-
YIL131C	YOL031C	-
YIL131C	YOR198C	-
YIL131C	YOR311C	-
YIL131C	YOR315W	-
YIL131C	YPL117C	-
YIL131C	YPL212C	-
YIL131C	YPL226W	-
YIL131C	YPL227C	-
YIL131C	YPL242C	-
YIL131C	YPR093C	-
YIL131C	YPR141C	-
YIL131C	YPR143W	-
YIR017C	YOR339C	-
YIR018W	YBL028C	-
YIR018W	YDL114W	-
YIR018W	YDL115C	-
YIR018W	YDR545W	-
YIR018W	YEL075C	-
YIR018W	YEL076C	-
YIR018W	YEL076C-A	-
YIR018W	YEL077C	-
YIR018W	YER189W	-
YIR018W	YER190W	-
YIR018W	YFR001W	-
YIR018W	YGL189C	-
YIR018W	YGR109C	-
YIR018W	YGR110W	-
YIR018W	YGR149W	-
YIR018W	YHR091C	-
YIR018W	YHR170W	-
YIR018W	YIL018W	-
YIR018W	YJR138W	-
YIR018W	YKL071W	-
YIR018W	YKL107W	-
YIR018W	YLL066C	-
YIR018W	YNL331C	-
YIR018W	YNL336W	-
YIR018W	YOL042W	-
YIR018W	YOL043C	-
YIR018W	YOL048C	-
YIR018W	YOR319W	-
YIR018W	YPR202W	-
YIR018W	YPR203W	-
YIR023W	YAL035W	-
YIR023W	YAR008W	-
YIR023W	YBR026C	-
YIR023W	YBR043C	-
YIR023W	YBR056W	-
YIR023W	YBR154C	-
YIR023W	YBR155W	-
YIR023W	YBR195C	-
YIR023W	YBR199W	-
YIR023W	YBR297W	-
YIR023W	YCL024W	-
YIR023W	YCR023C	-
YIR023W	YDL236W	-
YIR023W	YDL237W	-
YIR023W	YDL239C	-
YIR023W	YDR242W	-
