TF	Target	Sign
YBR083W	YMR136W	+
YBR083W	YMR222C	-
YBR083W	YMR223W	-
YBR083W	YMR232W	+
YBR083W	YMR235C	+
YBR083W	YMR236W	+
YBR083W	YNL050C	+
YBR083W	YNL087W	+
YBR083W	YNL145W	-
YBR083W	YNL260C	-
YBR083W	YNL279W	+
YBR083W	YNL280C	+
YBR083W	YNL282W	+
YBR083W	YNL283C	+
YBR083W	YNL337W	+
YBR083W	YNL339C	+
YBR083W	YNR028W	+
YBR083W	YNR044W	+
YBR083W	YOL007C	+
YBR083W	YOL105C	+
YBR083W	YOL159C	+
YBR083W	YOR058C	-
YBR083W	YOR086C	+
YBR083W	YOR092W	+
YBR083W	YOR126C	+
YBR083W	YOR127W	-
YBR083W	YOR129C	+
YBR083W	YOR154W	+
YBR083W	YOR246C	+
YBR083W	YOR247W	+
YBR083W	YOR248W	+
YBR083W	YOR315W	+
YBR083W	YPL163C	+
YBR083W	YPL178W	+
YBR083W	YPR091C	+
YBR083W	YPR137C-A	+
YBR083W	YPR137C-B	+
YBR083W	YPR155C	-
YBR083W	YPR158W-A	+
YBR083W	YPR158W-B	+
YBR083W	YPR198W	+
YBR112C	YJR094C	-
YBR112C	YLR256W	-
YBR112C	YAL063C	-
YBR112C	YAR050W	-
YBR112C	YCR005C	-
YBR112C	YDR172W	-
YBR112C	YER065C	-
YBR112C	YHR051W	-
YBR112C	YHR211W	-
YBR112C	YIL162W	-
YBR112C	YJR048W	-
YBR112C	YML058W-A	-
YBR150C	YHL012W	-
YBR150C	YHL013C	-
YBR182C	YCR073C	+
YBR182C	YGL115W	+
YBR182C	YHR030C	+
YBR182C	YOR137C	+
YBR182C	YOR267C	+
YBR182C	YDR501W	+
YBR182C	YHL027W	+
YBR182C	YIL122W	+
YBR182C	YKL185W	+
YBR182C	YOR140W	+
YBR182C	YAL022C	+
YBR182C	YBL001C	+
YBR182C	YBL037W	+
YBR182C	YBL087C	+
YBR182C	YBL111C	+
YBR182C	YBR057C	+
YBR182C	YBR181C	+
YBR182C	YBR183W	+
YBR182C	YBR188C	+
YBR182C	YBR189W	+
YBR182C	YBR190W	+
YBR182C	YBR191W	+
YBR182C	YCR073W-A	+
YBR182C	YDL060W	+
YBR182C	YDL061C	+
YBR182C	YDR350C	+
YBR182C	YDR351W	+
YBR182C	YDR366C	+
YBR182C	YDR368W	+
YBR182C	YDR418W	+
YBR182C	YDR420W	+
YBR182C	YDR500C	+
YBR182C	YDR543C	+
YBR182C	YDR544C	+
YBR182C	YDR545W	+
YBR182C	YEL001C	+
YBR182C	YEL040W	+
YBR182C	YEL054C	+
YBR182C	YER001W	+
YBR182C	YER010C	+
YBR182C	YER011W	+
YBR182C	YER074W	+
YBR182C	YER132C	+
YBR182C	YER189W	+
YBR182C	YFL063W	+
YBR182C	YFL064C	+
YBR182C	YFL065C	+
YBR182C	YGL077C	+
YBR182C	YGL135W	+
YBR182C	YGL136C	+
YBR182C	YGL259W	+
YBR182C	YGL261C	+
YBR182C	YGR118W	+
YBR182C	YGR143W	+
YBR182C	YGR282C	+
YBR182C	YGR283C	+
YBR182C	YHL034C	+
YBR182C	YHR080C	+
YBR182C	YHR081W	+
YBR182C	YHR087W	+
YBR182C	YHR091C	+
YBR182C	YHR181W	+
YBR182C	YHR193C	+
YBR182C	YHR194W	+
YBR182C	YHR195W	+
YBR182C	YIL015C-A	+
YBR182C	YIL133C	+
YBR182C	YIL174W	+
YBR182C	YIL175W	+
YBR182C	YIR013C	+
YBR182C	YIR014W	+
YBR182C	YIR015W	+
YBR182C	YIR019C	+
YBR182C	YIR020C	+
YBR182C	YIR020W-B	+
YBR182C	YIR021W	+
YBR182C	YJL039C	+
YBR182C	YJL191W	+
YBR182C	YJL192C	+
YBR182C	YJR044C	+
YBR182C	YJR100C	+
YBR182C	YJR158W	+
YBR182C	YKL095W	+
YBR182C	YKL096W	+
YBR182C	YKL163W	+
YBR182C	YKL164C	+
YBR182C	YKL186C	+
YBR182C	YKR102W	+
YBR182C	YKR105C	+
YBR182C	YKR106W	+
YBR182C	YLR300W	+
YBR182C	YLR368W	+
YBR182C	YLR389C	+
YBR182C	YLR390W	+
YBR182C	YLR390W-A	+
YBR182C	YLR392C	+
YBR182C	YLR393W	+
YBR182C	YLR394W	+
YBR182C	YLR463C	+
YBR182C	YLR465C	+
YBR182C	YLR467W	+
YBR182C	YML111W	+
YBR182C	YML132W	+
YBR182C	YML133C	+
YBR182C	YMR013C	+
YBR182C	YMR013W-A	+
YBR182C	YMR014W	+
YBR182C	YMR015C	+
YBR182C	YMR165C	+
YBR182C	YNL087W	+
YBR182C	YNL113W	+
YBR182C	YNL115C	+
YBR182C	YNL236W	+
YBR182C	YNL288W	+
YBR182C	YNL302C	+
YBR182C	YNL336W	+
YBR182C	YNL337W	+
YBR182C	YNL338W	+
YBR182C	YNL339C	+
YBR182C	YOL121C	+
YBR182C	YOR138C	+
YBR182C	YOR178C	+
YBR182C	YOR236W	-
YBR182C	YOR268C	+
YBR182C	YOR269W	+
YBR182C	YOR369C	+
YBR182C	YPL018W	+
YBR182C	YPL019C	+
YBR182C	YPL050C	+
YBR182C	YPL059W	+
YBR182C	YPL060C-A	+
YBR182C	YPL090C	+
YBR182C	YPL175W	+
YBR182C	YPL176C	+
YBR182C	YPL192C	+
YBR182C	YPL198W	+
YBR182C	YPL249C-A	+
YBR182C	YPL251W	+
YBR182C	YPL253C	+
YBR182C	YPL257W-A	+
YBR182C	YPL257W-B	+
YBR182C	YPL283C	+
YBR182C	YPR124W	+
YBR182C	YPR198W	+
YBR239C	YDR294C	-
YBR239C	YFR023W	-
YBR239C	YGR066C	-
YBR239C	YJR154W	-
YBR239C	YMR180C	-
YBR239C	YMR234W	-
YBR239C	YOL115W	-
YBR240C	YOL128C	+
YBR240C	YBL001C	+
YBR240C	YBL107C	-
YBR240C	YBR091C	-
YBR240C	YBR092C	+
YBR240C	YBR093C	+
YBR240C	YBR094W	+
YBR240C	YBR167C	+
YBR240C	YBR168W	+
YBR240C	YCR018C-A	+
YBR240C	YCR019W	+
YBR240C	YCR020C	+
YBR240C	YCR020C-A	+
YBR240C	YCR020W-B	+
YBR240C	YDL080C	+
YBR240C	YDR048C	+
YBR240C	YDR179C	-
YBR240C	YDR179W-A	+
YBR240C	YDR210W-D	+
YBR240C	YDR317W	+
YBR240C	YDR434W	+
YBR240C	YDR437W	+
YBR240C	YDR438W	+
YBR240C	YDR439W	+
YBR240C	YDR473C	+
YBR240C	YDR512C	+
YBR240C	YDR541C	+
YBR240C	YEL050C	+
YBR240C	YER060W-A	+
YBR240C	YFL058W	+
YBR240C	YFL059W	+
YBR240C	YFL060C	+
YBR240C	YGL001C	+
YBR240C	YGL004C	+
YBR240C	YGL121C	+
YBR240C	YGR071C	+
YBR240C	YGR072W	+
YBR240C	YGR218W	+
YBR240C	YGR273C	+
YBR240C	YGR277C	+
YBR240C	YGR278W	+
YBR240C	YGR283C	+
YBR240C	YHL039W	+
YBR240C	YHL040C	+
YBR240C	YHL047C	+
YBR240C	YHR179W	+
YBR240C	YJL088W	+
YBR240C	YJL167W	+
YBR240C	YJL168C	+
YBR240C	YJL203W	+
YBR240C	YJL204C	+
YBR240C	YJR011C	+
YBR240C	YKR093W	+
YBR240C	YLR004C	+
YBR240C	YLR005W	+
YBR240C	YLR224W	+
YBR240C	YLR235C	+
YBR240C	YLR236C	+
YBR240C	YLR237W	+
YBR240C	YLR334C	+
YBR240C	YMR017W	+
YBR240C	YMR050C	+
YBR240C	YMR051C	+
YBR240C	YMR258C	+
YBR240C	YNL333W	+
YBR240C	YNL334C	+
YBR240C	YNR045W	+
YBR240C	YOL055C	+
YBR240C	YOL127W	-
YBR240C	YOR143C	+
YBR240C	YPL213W	+
YBR240C	YPL214C	+
YBR240C	YPL257W-A	+
YBR240C	YPL257W-B	+
YBR240C	YPL258C	+
YBR240C	YPR121W	+
YBR297W	YER134C	+
YBR297W	YIL101C	+
YBR297W	YAL022C	+
YBR297W	YAL062W	+
YBR297W	YBR204C	+
YBR297W	YBR205W	+
YBR297W	YBR206W	+
YBR297W	YBR230C	+
YBR297W	YBR298C	+
YBR297W	YBR299W	+
YBR297W	YCR105W	+
YBR297W	YCR107W	+
YBR297W	YDL173W	+
YBR297W	YDL174C	+
YBR297W	YDR052C	+
YBR297W	YDR276C	+
YBR297W	YDR475C	+
YBR297W	YER018C	+
YBR297W	YER019W	+
YBR297W	YER189W	+
YBR297W	YER190W	+
YBR297W	YFL066C	+
YBR297W	YFL067W	+
YBR297W	YFR017C	+
YBR297W	YGL227W	+
YBR297W	YHL021C	+
YBR297W	YHL028W	+
YBR297W	YHL029C	+
YBR297W	YHL050C	+
YBR297W	YHR041C	+
YBR297W	YHR042W	+
YBR297W	YIL064W	+
YBR297W	YIL065C	+
YBR297W	YIL100W	+
YBR297W	YJL067W	+
YBR297W	YJL068C	+
YBR297W	YJR044C	+
YBR297W	YLR099C	+
YBR297W	YLR100W	+
YBR297W	YLR397C	+
YBR297W	YLR439W	+
YBR297W	YML082W	+
YBR297W	YML083C	+
YBR297W	YML100W	+
YBR297W	YML101C	+
YBR297W	YML102C-A	+
YBR297W	YMR135W-A	+
YBR297W	YMR165C	+
YBR297W	YMR261C	+
YBR297W	YMR262W	+
YBR297W	YNL241C	+
YBR297W	YOR023C	+
YBR297W	YOR024W	+
YBR297W	YOR025W	+
YBR297W	YPL251W	+
YBR297W	YPL253C	+
YBR297W	YPR204W	+
YCL066W	YLR113W	-
YCL066W	YGL089C	-
YCL066W	YIL099W	-
YCL066W	YJR004C	-
YCL066W	YKL178C	-
YCL066W	YPL187W	-
YCL067C	YCL066W	-
YCL067C	YGR044C	-
YCL067C	YHR084W	-
YCL067C	YDR007W	-
YCL067C	YDR103W	-
YCL067C	YFL026W	-
YCL067C	YGL089C	-
YCL067C	YIL015W	-
YCL067C	YKL209C	-
YCL067C	YLR452C	-
YCL067C	YOR212W	-
YCL067C	YPL187W	-
YCR018C	YDL236W	+
YCR018C	YOR140W	+
YCR018C	YAL022C	+
YCR018C	YBR099C	+
YCR018C	YBR167C	+
YCR018C	YBR168W	+
YCR018C	YDL192W	+
YCR018C	YDL206W	+
YCR018C	YDR245W	+
YCR018C	YDR282C	+
YCR018C	YER049W	+
YCR018C	YFR017C	+
YCR018C	YGL214W	+
YCR018C	YGL216W	+
YCR018C	YGL219C	+
YCR018C	YGR166W	+
YCR018C	YLL032C	+
YCR018C	YLR261C	+
YCR018C	YLR262C	+
YCR018C	YMR257C	+
YCR018C	YOR138C	+
YCR018C	YPL034W	+
YCR018C	YPL251W	+
YCR018C	YPL253C	+
YCR040W	YBL018C	+
YCR040W	YBR281C	+
YCR040W	YBR282W	+
YCR040W	YCR083W	+
YCR040W	YGL089C	+
YCR040W	YGL169W	+
YCR040W	YGL170C	+
YCR040W	YKL178C	+
YCR040W	YNL105W	+
YCR040W	YPL187W	+
YCR065W	YAR019C	+
YCR065W	YDL025C	+
YCR065W	YDL101C	+
YCR065W	YDL108W	+
YCR065W	YDL159W	+
YCR065W	YDR523C	+
YCR065W	YGL158W	+
YCR065W	YIL095W	+
YCR065W	YJL106W	+
YCR065W	YKL171W	+
YCR065W	YNL032W	+
YCR065W	YNR032W	+
YCR065W	YPL150W	+
YCR065W	YBL054W	+
YCR065W	YDR026C	+
YCR065W	YDR213W	+
YCR065W	YDR277C	+
YCR065W	YDR501W	+
YCR065W	YGL209W	+
YCR065W	YGR288W	+
YCR065W	YIL119C	+
YCR065W	YIL128W	+
YCR065W	YIL131C	+
YCR065W	YLR223C	+
YCR065W	YLR228C	+
YCR065W	YMR172W	+
YCR065W	YNL216W	+
YCR065W	YNR054C	+
YCR065W	YOR066W	+
YCR065W	YOR077W	+
YCR065W	YOR140W	+
YCR065W	YAL015C	+
YCR065W	YAL040C	+
YCR065W	YAR009C	+
YCR065W	YAR035W	+
YCR065W	YAR042W	+
YCR065W	YAR062W	+
YCR065W	YAR064W	+
YCR065W	YBL023C	+
YCR065W	YBL032W	+
YCR065W	YBL033C	+
YCR065W	YBL057C	+
YCR065W	YBL071C	+
YCR065W	YBL092W	+
YCR065W	YBL093C	+
YCR065W	YBR007C	+
YCR065W	YBR035C	+
YCR065W	YBR101C	+
YCR065W	YBR107C	+
YCR065W	YBR108W	+
YCR065W	YBR130C	+
YCR065W	YBR157C	+
YCR065W	YBR178W	+
YCR065W	YBR186W	+
YCR065W	YBR231C	+
YCR065W	YBR253W	+
YCR065W	YCL040W	+
YCR065W	YCL044C	+
YCR065W	YCL051W	+
YCR065W	YCL052C	+
YCR065W	YCL057W	+
YCR065W	YCL058C	+
YCR065W	YCL074W	+
YCR065W	YCR018C-A	+
YCR065W	YCR019W	+
YCR065W	YCR025C	+
YCR065W	YCR027C	+
YCR065W	YCR036W	+
YCR065W	YCR073W-A	+
YCR065W	YCR094W	+
YCR065W	YCR101C	+
YCR065W	YCR102W-A	+
YCR065W	YDL003W	+
YCR065W	YDL012C	+
YCR065W	YDL031W	+
YCR065W	YDL032W	+
YCR065W	YDL082W	+
YCR065W	YDL087C	+
YCR065W	YDL088C	+
YCR065W	YDL089W	+
YCR065W	YDL107W	+
YCR065W	YDL110C	+
YCR065W	YDL120W	+
YCR065W	YDL126C	+
YCR065W	YDL130W	+
YCR065W	YDL130W-A	+
YCR065W	YDL140C	+
YCR065W	YDL141W	+
YCR065W	YDL142C	+
YCR065W	YDL160C	+
YCR065W	YDL168W	+
YCR065W	YDL169C	+
YCR065W	YDL175C	+
YCR065W	YDL180W	+
YCR065W	YDL181W	+
YCR065W	YDL182W	+
YCR065W	YDL185W	-
YCR065W	YDL186W	+
YCR065W	YDL195W	+
YCR065W	YDL200C	+
YCR065W	YDL215C	+
YCR065W	YDL223C	+
YCR065W	YDL244W	+
YCR065W	YDL245C	+
YCR065W	YDL247W	+
YCR065W	YDL248W	+
YCR065W	YDR038C	+
YCR065W	YDR039C	+
YCR065W	YDR070C	+
YCR065W	YDR082W	+
YCR065W	YDR083W	+
YCR065W	YDR088C	+
YCR065W	YDR089W	+
YCR065W	YDR107C	+
YCR065W	YDR109C	+
YCR065W	YDR113C	+
YCR065W	YDR130C	+
YCR065W	YDR132C	+
YCR065W	YDR143C	+
YCR065W	YDR160W	+
YCR065W	YDR161W	+
YCR065W	YDR177W	+
YCR065W	YDR206W	+
YCR065W	YDR245W	+
YCR065W	YDR246W	+
YCR065W	YDR262W	+
YCR065W	YDR267C	+
YCR065W	YDR268W	+
YCR065W	YDR275W	+
YCR065W	YDR286C	+
YCR065W	YDR287W	+
YCR065W	YDR297W	+
YCR065W	YDR322W	+
YCR065W	YDR356W	+
YCR065W	YDR411C	+
YCR065W	YDR412W	+
YCR065W	YDR472W	+
YCR065W	YDR525W-A	+
YCR065W	YDR527W	+
YCR065W	YDR528W	+
YCR065W	YDR542W	+
YCR065W	YDR543C	+
YCR065W	YEL058W	+
YCR065W	YEL059W	+
YCR065W	YEL061C	+
YCR065W	YEL074W	+
YCR065W	YEL075C	+
YCR065W	YER017C	+
YCR065W	YER022W	+
YCR065W	YER023W	+
YCR065W	YER041W	+
YCR065W	YER060W-A	+
YCR065W	YER107C	+
YCR065W	YER159C	+
YCR065W	YER177W	+
YCR065W	YFL050C	+
YCR065W	YFR044C	+
YCR065W	YGL033W	-
YCR065W	YGL034C	+
YCR065W	YGL105W	+
YCR065W	YGL112C	+
YCR065W	YGL123W	+
YCR065W	YGL124C	+
YCR065W	YGL147C	+
YCR065W	YGL156W	+
YCR065W	YGL157W	+
YCR065W	YGL160W	+
YCR065W	YGL161C	+
YCR065W	YGL167C	+
YCR065W	YGL194C	+
YCR065W	YGL210W	+
YCR065W	YGL211W	+
YCR065W	YGL214W	+
YCR065W	YGL215W	+
YCR065W	YGL218W	+
YCR065W	YGL222C	+
YCR065W	YGL223C	+
YCR065W	YGL225W	+
YCR065W	YGL261C	+
YCR065W	YGR075C	+
YCR065W	YGR098C	+
YCR065W	YGR105W	+
YCR065W	YGR116W	+
YCR065W	YGR118W	+
YCR065W	YGR119C	+
YCR065W	YGR148C	+
YCR065W	YGR149W	+
YCR065W	YGR156W	+
YCR065W	YGR157W	+
YCR065W	YGR165W	+
YCR065W	YGR166W	+
YCR065W	YGR170W	+
YCR065W	YGR250C	+
YCR065W	YGR251W	+
YCR065W	YGR253C	+
YCR065W	YGR254W	+
YCR065W	YGR287C	+
YCR065W	YHL010C	+
YCR065W	YHL017W	+
YCR065W	YHL024W	+
YCR065W	YHL025W	+
YCR065W	YHL039W	+
YCR065W	YHL040C	+
YCR065W	YHL045W	+
YCR065W	YHL046C	+
YCR065W	YHL048W	+
YCR065W	YHL049C	+
YCR065W	YHL050C	+
YCR065W	YHR040W	+
YCR065W	YHR062C	+
YCR065W	YHR099W	+
YCR065W	YHR107C	+
YCR065W	YHR108W	+
YCR065W	YHR109W	+
YCR065W	YHR113W	+
YCR065W	YHR114W	+
YCR065W	YHR119W	+
YCR065W	YHR132C	+
YCR065W	YHR138C	+
YCR065W	YHR139C-A	+
YCR065W	YHR140W	+
YCR065W	YHR149C	+
YCR065W	YHR150W	+
YCR065W	YHR166C	+
YCR065W	YHR207C	+
YCR065W	YIL072W	+
YCR065W	YIL089W	+
YCR065W	YIL090W	+
YCR065W	YIL091C	+
YCR065W	YIL096C	+
YCR065W	YIL111W	+
YCR065W	YIL112W	+
YCR065W	YIL118W	+
YCR065W	YIL123W	+
YCR065W	YIL124W	+
YCR065W	YIL144W	+
YCR065W	YIL145C	+
YCR065W	YIL160C	+
YCR065W	YIL164C	+
YCR065W	YIL177C	+
YCR065W	YIR028W	+
YCR065W	YIR029W	+
YCR065W	YIR040C	+
YCR065W	YIR041W	+
YCR065W	YJL096W	+
YCR065W	YJL107C	+
YCR065W	YJL132W	+
YCR065W	YJL155C	+
YCR065W	YJL173C	+
YCR065W	YJL179W	+
YCR065W	YJL186W	+
YCR065W	YJL197W	+
YCR065W	YJL198W	+
YCR065W	YJL199C	+
YCR065W	YJL204C	+
YCR065W	YJR139C	+
YCR065W	YJR155W	+
YCR065W	YJR156C	+
YCR065W	YJR157W	+
YCR065W	YKL029C	+
YCR065W	YKL069W	+
YCR065W	YKL070W	+
YCR065W	YKL079W	+
YCR065W	YKL091C	+
YCR065W	YKL125W	+
YCR065W	YKL148C	+
YCR065W	YKL162C-A	+
YCR065W	YKR084C	+
YCR065W	YKR095W	+
YCR065W	YKR096W	+
YCR065W	YLL014W	+
YCR065W	YLL065W	+
YCR065W	YLL066C	+
YCR065W	YLL067C	+
YCR065W	YLR004C	-
YCR065W	YLR005W	+
YCR065W	YLR007W	+
YCR065W	YLR025W	+
YCR065W	YLR035C-A	+
YCR065W	YLR037C	+
YCR065W	YLR072W	+
YCR065W	YLR089C	+
YCR065W	YLR090W	+
YCR065W	YLR160C	+
YCR065W	YLR161W	+
YCR065W	YLR192C	+
YCR065W	YLR205C	+
YCR065W	YLR206W	+
YCR065W	YLR236C	+
YCR065W	YLR242C	+
YCR065W	YLR272C	+
YCR065W	YLR307W	+
YCR065W	YLR332W	+
YCR065W	YLR460C	+
YCR065W	YLR461W	+
YCR065W	YML034W	+
YCR065W	YML060W	+
YCR065W	YML067C	+
YCR065W	YML078W	+
YCR065W	YML131W	+
YCR065W	YML132W	+
YCR065W	YML133C	+
YCR065W	YMR039C	+
YCR065W	YMR165C	+
YCR065W	YMR171C	+
YCR065W	YMR198W	+
YCR065W	YMR201C	+
YCR065W	YMR202W	+
YCR065W	YMR227C	+
YCR065W	YMR229C	+
YCR065W	YMR230W	+
YCR065W	YMR231W	+
YCR065W	YMR233W	+
YCR065W	YMR234W	+
YCR065W	YMR247C	+
YCR065W	YMR250W	+
YCR065W	YMR308C	+
YCR065W	YMR324C	+
YCR065W	YMR325W	+
YCR065W	YNL012W	+
YCR065W	YNL013C	-
YCR065W	YNL040W	+
YCR065W	YNL041C	+
YCR065W	YNL078W	+
YCR065W	YNL079C	+
YCR065W	YNL086W	+
YCR065W	YNL088W	+
YCR065W	YNL093W	+
YCR065W	YNL094W	+
YCR065W	YNL107W	+
YCR065W	YNL108C	+
YCR065W	YNL112W	+
YCR065W	YNL113W	+
YCR065W	YNL128W	+
YCR065W	YNL129W	+
YCR065W	YNL131W	+
YCR065W	YNL134C	+
YCR065W	YNL271C	+
YCR065W	YNL273W	+
YCR065W	YNL284C	+
YCR065W	YNL293W	+
YCR065W	YNL294C	+
YCR065W	YNL311C	+
YCR065W	YNL333W	+
YCR065W	YNL337W	+
YCR065W	YNL338W	+
YCR065W	YNL339C	+
YCR065W	YNR016C	+
YCR065W	YNR017W	+
YCR065W	YNR058W	+
YCR065W	YNR059W	+
YCR065W	YNR071C	+
YCR065W	YNR072W	+
YCR065W	YNR075W	+
YCR065W	YNR076W	+
YCR065W	YOL003C	+
YCR065W	YOL014W	+
YCR065W	YOL015W	+
YCR065W	YOL020W	+
YCR065W	YOL059W	+
YCR065W	YOL060C	+
YCR065W	YOL119C	+
YCR065W	YOL136C	+
YCR065W	YOL151W	+
YCR065W	YOL152W	+
YCR065W	YOL164W	+
YCR065W	YOL165C	+
YCR065W	YOR004W	+
YCR065W	YOR008C	+
YCR065W	YOR018W	+
YCR065W	YOR019W	+
YCR065W	YOR058C	+
YCR065W	YOR065W	+
YCR065W	YOR067C	+
YCR065W	YOR069W	+
YCR065W	YOR070C	+
YCR065W	YOR071C	+
YCR065W	YOR072W	+
YCR065W	YOR076C	+
YCR065W	YOR133W	+
YCR065W	YOR134W	+
YCR065W	YOR144C	+
YCR065W	YOR149C	+
YCR065W	YOR191W	+
YCR065W	YOR226C	+
YCR065W	YOR227W	+
YCR065W	YOR253W	+
YCR065W	YOR254C	+
YCR065W	YOR255W	+
YCR065W	YOR277C	+
YCR065W	YOR307C	+
YCR065W	YOR347C	+
YCR065W	YOR354C	+
YCR065W	YOR355W	+
YCR065W	YOR390W	+
YCR065W	YPL028W	+
YCR065W	YPL029W	+
YCR065W	YPL051W	+
YCR065W	YPL052W	+
YCR065W	YPL056C	+
YCR065W	YPL067C	+
YCR065W	YPL152W	+
YCR065W	YPL156C	+
YCR065W	YPL160W	+
YCR065W	YPL161C	+
YCR065W	YPL170W	+
YCR065W	YPL171C	-
YCR065W	YPL178W	+
YCR065W	YPL214C	+
YCR065W	YPL216W	+
YCR065W	YPL217C	+
YCR065W	YPL223C	+
YCR065W	YPL276W	+
YCR065W	YPL277C	+
YCR065W	YPL280W	+
YCR065W	YPL281C	+
YCR065W	YPL282C	+
YCR065W	YPL283C	+
YCR065W	YPR002C-A	+
YCR065W	YPR010C	+
YCR065W	YPR013C	+
YCR065W	YPR029C	+
YCR065W	YPR035W	+
YCR065W	YPR036W	+
YCR065W	YPR045C	+
YCR065W	YPR046W	+
YCR065W	YPR047W	+
YCR065W	YPR049C	+
YCR065W	YPR074C	+
YCR065W	YPR078C	+
YCR065W	YPR083W	+
YCR065W	YPR084W	+
YCR065W	YPR108W	+
YCR065W	YPR109W	+
YCR096C	YCR040W	+
YCR096C	YCR039C	+
YCR096C	YFL026W	+
YCR096C	YKL178C	+
YCR096C	YKL209C	+
YCR097W	YCL066W	+
YCR097W	YCR040W	+
YCR097W	YGR044C	+
YCR097W	YCR039C	+
YCR097W	YDR103W	+
YCR097W	YKL178C	+
YCR106W	YDR028C	-
YCR106W	YER133W	-
YCR106W	YBR182C	-
YCR106W	YCL055W	-
YCR106W	YKL072W	-
YCR106W	YPR065W	-
YCR106W	YAR009C	-
YCR106W	YBL018C	-
YCR106W	YBR015C	-
YCR106W	YBR016W	-
YCR106W	YBR063C	-
YCR106W	YBR086C	-
YCR106W	YBR087W	-
YCR106W	YBR167C	-
YCR106W	YBR168W	-
YCR106W	YBR183W	-
YCR106W	YCL056C	-
YCR106W	YCR028C	-
YCR106W	YCR099C	-
YCR106W	YCR100C	-
YCR106W	YCR105W	-
YCR106W	YCR107W	+
YCR106W	YDL178W	-
YCR106W	YDR020C	-
YCR106W	YDR021W	-
YCR106W	YDR029W	-
YCR106W	YDR084C	-
YCR106W	YDR139C	-
YCR106W	YDR140W	-
YCR106W	YDR210W-D	-
YCR106W	YDR257C	-
YCR106W	YDR282C	-
YCR106W	YDR292C	-
YCR106W	YDR294C	-
YCR106W	YDR370C	+
YCR106W	YDR371W	-
YCR106W	YDR372C	-
YCR106W	YDR373W	-
YCR106W	YEL004W	-
YCR106W	YEL005C	-
YCR106W	YEL010W	-
YCR106W	YER007C-A	-
YCR106W	YER044C	-
YCR106W	YER049W	-
YCR106W	YER138C	-
YCR106W	YFL007W	-
YCR106W	YFL023W	-
YCR106W	YFL024C	-
YCR106W	YGL133W	-
YCR106W	YGL156W	-
YCR106W	YGL157W	-
YCR106W	YGR004W	-
YCR106W	YGR100W	-
YCR106W	YGR175C	-
YCR106W	YGR176W	-
YCR106W	YGR187C	-
YCR106W	YGR225W	-
YCR106W	YHR156C	-
YCR106W	YHR157W	-
YCR106W	YIL139C	-
YCR106W	YJL124C	-
YCR106W	YJL148W	-
YCR106W	YJR088C	-
YCR106W	YJR089W	-
YCR106W	YKL039W	-
YCR106W	YKL040C	-
YCR106W	YKL077W	-
YCR106W	YKL177W	-
YCR106W	YKL179C	-
YCR106W	YLL016W	-
YCR106W	YLR083C	-
YCR106W	YLR106C	-
YCR106W	YLR107W	-
YCR106W	YLR269C	-
YCR106W	YLR271W	-
YCR106W	YMR033W	-
YCR106W	YMR102C	-
YCR106W	YMR103C	-
YCR106W	YMR125W	-
YCR106W	YMR126C	-
YCR106W	YMR134W	-
YCR106W	YMR257C	-
YCR106W	YMR259C	-
YCR106W	YMR260C	-
YCR106W	YNL012W	-
YCR106W	YNL013C	-
YCR106W	YNL188W	-
YCR106W	YNL232W	-
YCR106W	YNL241C	-
YCR106W	YNR006W	-
YCR106W	YOL125W	-
YCR106W	YOL126C	-
YCR106W	YOL165C	+
YCR106W	YOL166C	-
YCR106W	YOR258W	-
YCR106W	YOR316C	-
YCR106W	YOR340C	-
YCR106W	YOR341W	-
YCR106W	YPL070W	-
YCR106W	YPL071C	-
YCR106W	YPL073C	-
YCR106W	YPL188W	-
YCR106W	YPR126C	-
YCR106W	YPR127W	-
YCR106W	YPR158W-A	-
YCR106W	YPR158W-B	-
YCR106W	YPR197C	-
YDL020C	YCR008W	+
YDL020C	YDL108W	+
YDL020C	YDR066C	+
YDL020C	YDR523C	+
YDL020C	YGL180W	-
YDL020C	YKL161C	+
YDL020C	YNL183C	+
YDL020C	YOR367W	+
YDL020C	YBR049C	+
YDL020C	YGL013C	+
YDL020C	YKL015W	+
YDL020C	YML007W	+
YDL020C	YAL001C	+
YDL020C	YAL003W	+
YDL020C	YAL005C	+
YDL020C	YAR007C	-
YDL020C	YAR008W	-
YDL020C	YAR029W	+
YDL020C	YAR031W	-
YDL020C	YBL020W	+
YDL020C	YBL022C	+
YDL020C	YBL023C	+
YDL020C	YBL041W	+
YDL020C	YBL042C	+
YDL020C	YBL058W	+
YDL020C	YBL087C	-
YDL020C	YBR008C	+
YDL020C	YBR051W	+
YDL020C	YBR109C	-
YDL020C	YBR110W	+
YDL020C	YBR137W	+
YDL020C	YBR170C	+
YDL020C	YBR171W	+
YDL020C	YBR185C	+
YDL020C	YBR186W	+
YDL020C	YBR283C	+
YDL020C	YBR284W	-
YDL020C	YCL002C	-
YDL020C	YCL006C	+
YDL020C	YCL007C	+
YDL020C	YCL008C	+
YDL020C	YCL009C	-
YDL020C	YCL010C	+
YDL020C	YCR002C	+
YDL020C	YCR004C	+
YDL020C	YCR005C	+
YDL020C	YCR006C	+
YDL020C	YCR012W	+
YDL020C	YCR023C	+
YDL020C	YCR061W	+
YDL020C	YCR062W	+
YDL020C	YCR082W	+
YDL020C	YCR083W	+
YDL020C	YCR092C	-
