TF	Target	Sign
YDR259C	YGR234W	-
YDR259C	YGR238C	-
YDR259C	YHL034C	-
YDR259C	YHL041W	-
YDR259C	YHR047C	-
YDR259C	YHR048W	-
YDR259C	YHR049W	-
YDR259C	YHR091C	-
YDR259C	YHR092C	-
YDR259C	YHR093W	-
YDR259C	YHR179W	-
YDR259C	YIL030C	-
YDR259C	YIL056W	-
YDR259C	YIL099W	-
YDR259C	YIL118W	-
YDR259C	YIL170W	-
YDR259C	YIL171W	-
YDR259C	YIL172C	-
YDR259C	YIL174W	-
YDR259C	YIL175W	-
YDR259C	YIR013C	-
YDR259C	YIR014W	-
YDR259C	YIR019C	-
YDR259C	YIR020C	-
YDR259C	YIR020W-B	-
YDR259C	YIR021W	-
YDR259C	YIR022W	-
YDR259C	YIR035C	-
YDR259C	YIR038C	-
YDR259C	YJL030W	-
YDR259C	YJL031C	-
YDR259C	YJL148W	-
YDR259C	YJL171C	-
YDR259C	YJL191W	-
YDR259C	YJL214W	-
YDR259C	YJL216C	-
YDR259C	YJL217W	-
YDR259C	YJL218W	-
YDR259C	YJL219W	-
YDR259C	YJL221C	-
YDR259C	YJR011C	-
YDR259C	YJR094W-A	-
YDR259C	YJR095W	-
YDR259C	YJR145C	-
YDR259C	YJR146W	-
YDR259C	YJR158W	-
YDR259C	YJR159W	-
YDR259C	YKL044W	-
YDR259C	YKL110C	-
YDR259C	YKR039W	+
YDR259C	YKR102W	-
YDR259C	YLL052C	-
YDR259C	YLL053C	-
YDR259C	YLL065W	-
YDR259C	YLR023C	-
YDR259C	YLR047C	-
YDR259C	YLR048W	-
YDR259C	YLR074C	-
YDR259C	YLR075W	-
YDR259C	YLR081W	-
YDR259C	YLR105C	-
YDR259C	YLR121C	-
YDR259C	YLR125W	-
YDR259C	YLR154C	-
YDR259C	YLR294C	-
YDR259C	YLR295C	-
YDR259C	YLR296W	-
YDR259C	YLR297W	-
YDR259C	YLR304C	-
YDR259C	YLR413W	-
YDR259C	YLR460C	-
YDR259C	YLR463C	-
YDR259C	YLR465C	-
YDR259C	YLR467W	-
YDR259C	YML115C	-
YDR259C	YML116W	-
YDR259C	YML131W	-
YDR259C	YMR013W-A	-
YDR259C	YMR014W	-
YDR259C	YMR017W	-
YDR259C	YMR082C	-
YDR259C	YMR103C	-
YDR259C	YMR125W	-
YDR259C	YMR135C	-
YDR259C	YMR136W	-
YDR259C	YMR150C	-
YDR259C	YMR151W	-
YDR259C	YMR152W	-
YDR259C	YMR172C-A	-
YDR259C	YMR173W	-
YDR259C	YMR173W-A	-
YDR259C	YMR177W	-
YDR259C	YMR186W	+
YDR259C	YMR193W	-
YDR259C	YMR239C	-
YDR259C	YMR258C	-
YDR259C	YMR315W	-
YDR259C	YMR319C	-
YDR259C	YMR320W	-
YDR259C	YNL066W	-
YDR259C	YNL070W	-
YDR259C	YNL087W	-
YDR259C	YNL134C	-
YDR259C	YNL145W	-
YDR259C	YNL178W	-
YDR259C	YNL179C	-
YDR259C	YNL180C	-
YDR259C	YNL241C	-
YDR259C	YNL288W	-
YDR259C	YNL337W	-
YDR259C	YNL338W	-
YDR259C	YNL339C	-
YDR259C	YNR060W	-
YDR259C	YNR067C	-
YDR259C	YOL121C	-
YDR259C	YOL151W	-
YDR259C	YOL156W	-
YDR259C	YOL157C	-
YDR259C	YOL158C	-
YDR259C	YOL159C	-
YDR259C	YOR029W	-
YDR259C	YOR030W	-
YDR259C	YOR047C	-
YDR259C	YOR049C	-
YDR259C	YOR050C	-
YDR259C	YOR148C	-
YDR259C	YOR153W	-
YDR259C	YOR178C	-
YDR259C	YOR179C	-
YDR259C	YOR180C	-
YDR259C	YOR181W	-
YDR259C	YOR236W	-
YDR259C	YOR284W	-
YDR259C	YOR313C	-
YDR259C	YOR315W	-
YDR259C	YOR318C	-
YDR259C	YOR319W	-
YDR259C	YOR369C	-
YDR259C	YOR381W	-
YDR259C	YPL143W	-
YDR259C	YPR013C	-
YDR259C	YPR063C	-
YDR259C	YPR124W	-
YDR259C	YPR126C	-
YDR259C	YPR127W	-
YDR259C	YPR148C	-
YDR259C	YPR149W	-
YDR259C	YPR192W	-
YDR259C	YPR202W	-
YDR259C	YPR203W	-
YDR266C	YKL072W	+
YDR266C	YNR054C	+
YDR266C	YBL025W	+
YDR266C	YBR099C	+
YDR266C	YCR028C	+
YDR266C	YDR370C	+
YDR266C	YDR371W	+
YDR266C	YDR372C	+
YDR266C	YDR373W	+
YDR266C	YER044C	+
YDR266C	YER138C	+
YDR266C	YFR007W	+
YDR266C	YGR126W	+
YDR266C	YIL139C	+
YDR266C	YJL023C	+
YDR266C	YJR088C	+
YDR266C	YJR089W	+
YDR266C	YLR055C	+
YDR266C	YLR056W	+
YDR266C	YNL012W	+
YDR266C	YNL013C	+
YDR266C	YNL146W	+
YDR266C	YPR197C	+
YDR277C	YDL079C	+
YDR277C	YDR477W	+
YDR277C	YJL006C	+
YDR277C	YBL054W	+
YDR277C	YDR123C	+
YDR277C	YDR451C	+
YDR277C	YER040W	+
YDR277C	YGL197W	+
YDR277C	YJR147W	+
YDR277C	YKL032C	+
YDR277C	YAL004W	+
YDR277C	YAL012W	+
YDR277C	YAL019W	+
YDR277C	YAL020C	+
YDR277C	YAL041W	+
YDR277C	YAL043C-A	+
YDR277C	YBL002W	+
YDR277C	YBL003C	+
YDR277C	YBL011W	+
YDR277C	YBL055C	+
YDR277C	YBR007C	+
YDR277C	YBR019C	+
YDR277C	YBR020W	+
YDR277C	YBR222C	+
YDR277C	YBR224W	+
YDR277C	YBR225W	+
YDR277C	YBR230C	+
YDR277C	YBR241C	+
YDR277C	YBR242W	+
YDR277C	YBR298C	+
YDR277C	YBR299W	+
YDR277C	YDL038C	+
YDR277C	YDL039C	+
YDR277C	YDL075W	+
YDR277C	YDL076C	+
YDR277C	YDL110C	+
YDR277C	YDL124W	+
YDR277C	YDL125C	+
YDR277C	YDL195W	+
YDR277C	YDR124W	+
YDR277C	YDR231C	+
YDR277C	YDR232W	+
YDR277C	YDR298C	+
YDR277C	YDR299W	+
YDR277C	YDR342C	+
YDR277C	YDR380W	+
YDR277C	YDR438W	+
YDR277C	YDR452W	+
YDR277C	YDR476C	+
YDR277C	YDR487C	+
YDR277C	YER039C	+
YDR277C	YER056C-A	+
YDR277C	YER062C	+
YDR277C	YER063W	+
YDR277C	YER094C	+
YDR277C	YER095W	+
YDR277C	YFL066C	+
YDR277C	YFR026C	+
YDR277C	YFR039C	+
YDR277C	YFR040W	+
YDR277C	YFR050C	+
YDR277C	YFR051C	+
YDR277C	YFR052W	+
YDR277C	YGL199C	+
YDR277C	YGR238C	+
YDR277C	YGR245C	+
YDR277C	YHL021C	+
YDR277C	YHL025W	+
YDR277C	YHL026C	+
YDR277C	YHL050C	+
YDR277C	YHR107C	+
YDR277C	YHR108W	+
YDR277C	YHR183W	+
YDR277C	YHR190W	+
YDR277C	YHR193C	+
YDR277C	YHR194W	+
YDR277C	YHR199C	+
YDR277C	YHR200W	+
YDR277C	YIL019W	+
YDR277C	YIL020C	+
YDR277C	YIL040W	+
YDR277C	YIL044C	+
YDR277C	YIL064W	+
YDR277C	YIL065C	+
YDR277C	YIL135C	+
YDR277C	YJR019C	+
YDR277C	YJR038C	+
YDR277C	YJR040W	+
YDR277C	YJR114W	+
YDR277C	YJR145C	+
YDR277C	YJR146W	+
YDR277C	YJR159W	+
YDR277C	YKL030W	+
YDR277C	YKL031W	+
YDR277C	YKL120W	+
YDR277C	YKL205W	+
YDR277C	YKL206C	+
YDR277C	YKR097W	+
YDR277C	YLL055W	+
YDR277C	YLR078C	+
YDR277C	YLR079W	+
YDR277C	YLR092W	+
YDR277C	YLR099C	+
YDR277C	YLR100W	+
YDR277C	YLR205C	+
YDR277C	YLR206W	+
YDR277C	YLR382C	+
YDR277C	YLR383W	+
YDR277C	YLR406C	+
YDR277C	YLR407W	+
YDR277C	YML041C	+
YDR277C	YML100W	+
YDR277C	YML101C	+
YDR277C	YML102C-A	+
YDR277C	YMR026C	+
YDR277C	YMR027W	+
YDR277C	YMR076C	+
YDR277C	YMR165C	+
YDR277C	YMR261C	+
YDR277C	YMR262W	+
YDR277C	YMR279C	+
YDR277C	YMR309C	+
YDR277C	YNL036W	+
YDR277C	YNL037C	+
YDR277C	YNL072W	+
YDR277C	YNL078W	+
YDR277C	YNL079C	+
YDR277C	YNL116W	+
YDR277C	YNL231C	+
YDR277C	YNL255C	+
YDR277C	YNR017W	+
YDR277C	YOL004W	+
YDR277C	YOL005C	+
YDR277C	YOL027C	+
YDR277C	YOL103W	+
YDR277C	YOR178C	+
YDR277C	YOR299W	+
YDR277C	YOR300W	+
YDR277C	YOR378W	+
YDR277C	YPL010W	+
YDR277C	YPL011C	+
YDR277C	YPL014W	-
YDR277C	YPL015C	+
YDR277C	YPR150W	+
YDR277C	YPR151C	+
YDR277C	YPR160W	+
YDR310C	YDL188C	-
YDR310C	YDR523C	-
YDR310C	YNL201C	-
YDR310C	YOR367W	-
YDR310C	YPL256C	-
YDR310C	YPR054W	-
YDR310C	YHR124W	-
YDR310C	YPL075W	-
YDR310C	YAL023C	-
YDR310C	YBR017C	-
YDR310C	YBR041W	-
YDR310C	YBR076W	-
YDR310C	YBR084W	-
YDR310C	YBR148W	-
YDR310C	YBR179C	-
YDR310C	YBR180W	-
YDR310C	YCL048W	-
YDR310C	YCL049C	-
YDR310C	YCR045C	-
YDR310C	YDL185W	-
YDR310C	YDL186W	-
YDR310C	YDR042C	-
YDR310C	YDR281C	-
YDR310C	YDR311W	-
YDR310C	YDR322W	-
YDR310C	YDR402C	-
YDR310C	YDR403W	-
YDR310C	YDR522C	-
YDR310C	YDR545W	-
YDR310C	YER085C	-
YDR310C	YER086W	-
YDR310C	YER105C	-
YDR310C	YER106W	-
YDR310C	YFL010W-A	-
YDR310C	YFL040W	-
YDR310C	YFR023W	-
YDR310C	YFR032C	-
YDR310C	YGL137W	-
YDR310C	YGL138C	-
YDR310C	YGL169W	-
YDR310C	YGL170C	-
YDR310C	YGR059W	-
YDR310C	YGR255C	-
YDR310C	YGR256W	-
YDR310C	YGR258C	-
YDR310C	YGR260W	-
YDR310C	YHR184W	-
YDR310C	YHR185C	-
YDR310C	YIR027C	-
YDR310C	YIR028W	-
YDR310C	YJL037W	-
YDR310C	YJL038C	-
YDR310C	YJL043W	-
YDR310C	YJL044C	-
YDR310C	YJR025C	-
YDR310C	YJR026W	-
YDR310C	YJR027W	-
YDR310C	YJR028W	-
YDR310C	YJR029W	-
YDR310C	YJR077C	-
YDR310C	YJR078W	-
YDR310C	YJR079W	-
YDR310C	YJR082C	-
YDR310C	YKL104C	-
YDR310C	YKL178C	-
YDR310C	YKR015C	-
YDR310C	YKR016W	-
YDR310C	YKR033C	-
YDR310C	YKR035W-A	-
YDR310C	YLL004W	-
YDR310C	YLL005C	-
YDR310C	YLR049C	-
YDR310C	YLR082C	-
YDR310C	YLR213C	-
YDR310C	YLR214W	-
YDR310C	YLR231C	-
YDR310C	YLR308W	-
YDR310C	YLR341W	-
YDR310C	YLR343W	-
YDR310C	YMR125W	-
YDR310C	YMR272C	-
YDR310C	YNL035C	-
YDR310C	YNL317W	-
YDR310C	YNL318C	-
YDR310C	YOL091W	-
YDR310C	YOL102C	-
YDR310C	YOR071C	-
YDR310C	YOR213C	-
YDR310C	YOR254C	-
YDR310C	YOR255W	-
YDR310C	YOR312C	-
YDR310C	YOR313C	-
YDR310C	YOR314W	-
YDR310C	YOR315W	-
YDR310C	YOR365C	-
YDR310C	YPL129W	-
YDR310C	YPL130W	-
YDR310C	YPL239W	-
YDR310C	YPL240C	+
YDR310C	YPL255W	-
YDR310C	YPR145W	-
YDR421W	YDR523C	+
YDR421W	YGL134W	+
YDR421W	YHR135C	+
YDR421W	YPL031C	+
YDR421W	YPR025C	+
YDR421W	YCL066W	+
YDR421W	YCL067C	+
YDR421W	YKL072W	+
YDR421W	YNL139C	+
YDR421W	YBL001C	+
YDR421W	YBL026W	-
YDR421W	YBR211C	+
YDR421W	YBR212W	+
YDR421W	YCL031C	+
YDR421W	YCL065W	+
YDR421W	YCL074W	+
YDR421W	YDL136W	-
YDR421W	YDL137W	+
YDR421W	YDL184C	-
YDR421W	YDR375C	+
YDR421W	YDR376W	+
YDR421W	YDR377W	-
YDR421W	YDR378C	-
YDR421W	YDR379C-A	+
YDR421W	YDR379W	+
YDR421W	YDR380W	+
YDR421W	YDR381C-A	+
YDR421W	YDR381W	+
YDR421W	YDR382W	+
YDR421W	YDR543C	+
YDR421W	YEL040W	+
YDR421W	YEL055C	+
YDR421W	YFL059W	+
YDR421W	YFL060C	+
YDR421W	YGL202W	+
YDR421W	YGR241C	+
YDR421W	YGR243W	+
YDR421W	YGR244C	+
YDR421W	YHR005C	+
YDR421W	YHR015W	+
YDR421W	YHR094C	+
YDR421W	YHR095W	+
YDR421W	YHR118C	+
YDR421W	YHR119W	+
YDR421W	YHR132C	+
YDR421W	YHR133C	+
YDR421W	YHR134W	+
YDR421W	YHR136C	-
YDR421W	YHR137W	+
YDR421W	YHR138C	+
YDR421W	YHR139C	+
YDR421W	YHR139C-A	+
YDR421W	YHR140W	+
YDR421W	YHR141C	-
YDR421W	YHR142W	+
YDR421W	YHR143W	+
YDR421W	YJR008W	+
YDR421W	YJR080C	+
YDR421W	YKL051W	+
YDR421W	YKL052C	+
YDR421W	YKL132C	+
YDR421W	YLR125W	+
YDR421W	YLR293C	+
YDR421W	YMR026C	+
YDR421W	YMR027W	+
YDR421W	YNL065W	+
YDR421W	YNL117W	+
YDR421W	YNL118C	+
YDR421W	YNL119W	+
YDR421W	YNL121C	+
YDR421W	YNL123W	+
YDR421W	YNL124W	+
YDR421W	YNL125C	+
YDR421W	YNL126W	+
YDR421W	YNL138W	+
YDR421W	YNL140C	+
YDR421W	YNL181W	+
YDR421W	YNL182C	+
YDR421W	YNL337W	+
YDR421W	YPL019C	+
YDR421W	YPL030W	+
YDR421W	YPL198W	+
YDR421W	YPL251W	+
YDR421W	YPL253C	+
YDR421W	YPR026W	+
YDR423C	YKL101W	+
YDR423C	YOR208W	+
YDR423C	YBL008W	+
YDR423C	YAL005C	+
YDR423C	YAR050W	+
YDR423C	YBR126C	+
YDR423C	YCL026C-A	+
YDR423C	YDL239C	+
YDR423C	YDR074W	+
YDR423C	YDR132C	+
YDR423C	YDR135C	+
YDR423C	YDR137W	+
YDR423C	YDR181C	+
YDR423C	YDR182W	+
YDR423C	YDR294C	+
YDR423C	YDR370C	+
YDR423C	YDR371W	+
YDR423C	YDR533C	-
YDR423C	YEL044W	+
YDR423C	YEL045C	+
YDR423C	YEL046C	+
YDR423C	YFL014W	+
YDR423C	YFL056C	+
YDR423C	YFL057C	+
YDR423C	YGL114W	+
YDR423C	YGR088W	+
YDR423C	YGR209C	+
YDR423C	YGR233C	-
YDR423C	YGR234W	+
YDR423C	YHL039W	+
YDR423C	YHL040C	+
YDR423C	YHR008C	+
YDR423C	YHR053C	+
YDR423C	YHR055C	+
YDR423C	YHR091C	+
YDR423C	YHR133C	+
YDR423C	YHR134W	+
YDR423C	YJL100W	+
YDR423C	YJL101C	+
YDR423C	YJR044C	+
YDR423C	YJR104C	-
YDR423C	YJR105W	+
YDR423C	YKL039W	+
YDR423C	YKL040C	+
YDR423C	YKL071W	+
YDR423C	YKL086W	-
YDR423C	YKL087C	+
YDR423C	YKL102C	+
YDR423C	YKL103C	+
YDR423C	YKL154W	+
YDR423C	YKL155C	+
YDR423C	YKR052C	+
YDR423C	YKR071C	+
YDR423C	YLL058W	+
YDR423C	YLL060C	+
YDR423C	YLL065W	+
YDR423C	YLL066C	+
YDR423C	YLR022C	+
YDR423C	YLR043C	+
YDR423C	YLR108C	+
YDR423C	YLR109W	+
YDR423C	YLR397C	+
YDR423C	YLR456W	+
YDR423C	YML100W	+
YDR423C	YML116W	+
YDR423C	YMR031W-A	+
YDR423C	YMR038C	+
YDR423C	YMR261C	+
YDR423C	YNL134C	+
YDR423C	YOL049W	+
YDR423C	YOL050C	+
YDR423C	YOL052C-A	+
YDR423C	YOL117W	+
YDR423C	YOL119C	+
YDR423C	YOR173W	+
YDR423C	YOR202W	+
YDR423C	YPL091W	+
YDR423C	YPL170W	+
YDR423C	YPL171C	+
YDR423C	YPR048W	+
YDR451C	YAR018C	-
YDR451C	YCR079W	-
YDR451C	YDL230W	-
YDR451C	YDR122W	-
YDR451C	YER139C	-
YDR451C	YGL115W	-
YDR451C	YNR031C	-
YDR451C	YNR032W	-
YDR451C	YPL209C	-
YDR451C	YBL008W	-
YDR451C	YCR096C	-
YDR451C	YDL166C	-
YDR451C	YDL170W	-
YDR451C	YDR216W	-
YDR451C	YER040W	-
YDR451C	YER068W	-
YDR451C	YGL252C	-
YDR451C	YIR023W	-
YDR451C	YJR094C	-
YDR451C	YNR063W	-
YDR451C	YAR007C	-
YDR451C	YAR008W	-
YDR451C	YAR009C	-
YDR451C	YBL004W	-
YDR451C	YBL037W	-
YDR451C	YBL051C	-
YDR451C	YBL071C	-
YDR451C	YBL075C	-
YDR451C	YBL090W	-
YDR451C	YBL091C	-
YDR451C	YBL098W	-
YDR451C	YBL099W	-
YDR451C	YBL108W	-
YDR451C	YBL109W	-
YDR451C	YBR037C	-
YDR451C	YBR047W	-
YDR451C	YBR048W	-
YDR451C	YBR192W	-
YDR451C	YBR236C	-
YDR451C	YBR237W	-
YDR451C	YBR293W	-
YDR451C	YBR294W	+
YDR451C	YCR028C	-
YDR451C	YCR077C	-
YDR451C	YCR097W-A	-
YDR451C	YDL094C	-
YDR451C	YDL141W	-
YDR451C	YDL142C	-
YDR451C	YDL145C	-
YDR451C	YDL146W	-
YDR451C	YDL147W	-
YDR451C	YDL156W	-
YDR451C	YDL157C	-
YDR451C	YDL160C	-
YDR451C	YDL165W	-
YDR451C	YDL167C	-
YDR451C	YDL231C	-
YDR451C	YDR034W-B	-
YDR451C	YDR035W	-
YDR451C	YDR057W	-
YDR451C	YDR060W	-
YDR451C	YDR061W	-
YDR451C	YDR080W	-
YDR451C	YDR121W	-
YDR451C	YDR127W	-
YDR451C	YDR136C	-
YDR451C	YDR137W	-
YDR451C	YDR138W	-
YDR451C	YDR160W	-
YDR451C	YDR161W	-
YDR451C	YDR169C	-
YDR451C	YDR179C	-
YDR451C	YDR190C	-
YDR451C	YDR191W	-
YDR451C	YDR215C	-
YDR451C	YDR245W	-
YDR451C	YDR246W	-
YDR451C	YDR279W	-
YDR451C	YDR286C	-
YDR451C	YDR287W	-
YDR451C	YDR291W	-
YDR451C	YDR356W	-
YDR451C	YDR384C	-
YDR451C	YDR445C	-
YDR451C	YDR446W	-
YDR451C	YER041W	-
YDR451C	YER067W	-
YDR451C	YER076C	-
YDR451C	YER086W	-
YDR451C	YER087W	-
YDR451C	YER138C	-
YDR451C	YER140W	-
YDR451C	YFL007W	-
YDR451C	YFL008W	-
YDR451C	YFR007W	-
YDR451C	YFR008W	-
YDR451C	YFR047C	-
YDR451C	YFR048W	-
YDR451C	YGL100W	-
YDR451C	YGL101W	-
YDR451C	YGL114W	-
YDR451C	YGL151W	-
YDR451C	YGL152C	-
YDR451C	YGL159W	-
YDR451C	YGL177W	-
YDR451C	YGL207W	-
YDR451C	YGL256W	-
YDR451C	YGL257C	-
YDR451C	YGR004W	-
YDR451C	YGR072W	-
YDR451C	YGR103W	-
YDR451C	YGR107W	-
YDR451C	YGR108W	-
YDR451C	YGR119C	-
YDR451C	YGR247W	-
YDR451C	YGR277C	-
YDR451C	YGR278W	-
YDR451C	YGR283C	-
YDR451C	YHL039W	-
YDR451C	YHL040C	-
YDR451C	YHR058C	-
YDR451C	YHR059W	-
YDR451C	YHR060W	-
YDR451C	YHR062C	-
YDR451C	YHR077C	-
YDR451C	YHR078W	-
YDR451C	YHR109W	-
YDR451C	YHR110W	+
YDR451C	YHR132C	-
YDR451C	YHR155W	-
YDR451C	YHR160C	+
YDR451C	YIL030C	-
YDR451C	YIL048W	-
YDR451C	YIL088C	-
YDR451C	YIL090W	-
YDR451C	YIL110W	-
YDR451C	YIL159W	-
YDR451C	YIL160C	+
YDR451C	YIR012W	-
YDR451C	YJL112W	-
YDR451C	YJL115W	-
YDR451C	YJL116C	-
YDR451C	YJL124C	-
YDR451C	YJL137C	-
YDR451C	YJL145W	-
YDR451C	YJL148W	-
YDR451C	YJL191W	-
YDR451C	YJL213W	+
YDR451C	YJL214W	-
YDR451C	YJR014W	-
YDR451C	YJR015W	-
YDR451C	YJR124C	-
YDR451C	YJR148W	-
YDR451C	YJR149W	-
YDR451C	YKL010C	-
YDR451C	YKL050C	-
YDR451C	YKL165C	-
YDR451C	YKL173W	-
YDR451C	YKL177W	-
YDR451C	YKL179C	-
YDR451C	YKL208W	-
YDR451C	YKL209C	-
YDR451C	YKR060W	-
YDR451C	YLL002W	-
YDR451C	YLL003W	-
YDR451C	YLL029W	-
YDR451C	YLL050C	-
YDR451C	YLL061W	-
YDR451C	YLL065W	-
YDR451C	YLL066C	-
YDR451C	YLL067C	-
YDR451C	YLR021W	-
YDR451C	YLR035C-A	-
YDR451C	YLR048W	-
YDR451C	YLR055C	-
YDR451C	YLR088W	-
YDR451C	YLR089C	-
YDR451C	YLR090W	-
YDR451C	YLR093C	-
YDR451C	YLR105C	-
YDR451C	YLR199C	-
YDR451C	YLR200W	-
YDR451C	YLR222C	-
YDR451C	YLR242C	-
YDR451C	YLR243W	-
YDR451C	YLR275W	-
YDR451C	YLR311C	-
YDR451C	YLR312C	-
YDR451C	YLR312W-A	-
YDR451C	YLR330W	-
YDR451C	YLR356W	-
YDR451C	YLR412W	-
YDR451C	YLR413W	-
YDR451C	YMR106C	-
YDR451C	YMR230W	-
YDR451C	YMR231W	-
YDR451C	YMR270C	-
YDR451C	YMR288W	-
YDR451C	YMR289W	-
YDR451C	YNL082W	-
YDR451C	YNL083W	-
YDR451C	YNL085W	-
YDR451C	YNL093W	-
YDR451C	YNL281W	-
YDR451C	YNL338W	-
YDR451C	YNL339C	-
YDR451C	YNR027W	-
YDR451C	YNR028W	-
YDR451C	YNR030W	-
YDR451C	YNR067C	-
YDR451C	YOL003C	-
YDR451C	YOL025W	-
YDR451C	YOL032W	-
YDR451C	YOL033W	-
YDR451C	YOL039W	-
YDR451C	YOL040C	-
YDR451C	YOL061W	-
YDR451C	YOL064C	-
YDR451C	YOL129W	-
YDR451C	YOR102W	-
YDR451C	YOR297C	-
YDR451C	YOR298W	-
YDR451C	YPL002C	-
YDR451C	YPL027W	+
YDR451C	YPL028W	-
YDR451C	YPL066W	-
YDR451C	YPL067C	-
YDR451C	YPL071C	-
YDR451C	YPL093W	-
YDR451C	YPL094C	-
YDR451C	YPL124W	+
YDR451C	YPL152W	-
YDR451C	YPL159C	-
YDR451C	YPL172C	-
YDR451C	YPL180W	-
YDR451C	YPL196W	-
YDR451C	YPL197C	-
YDR451C	YPL208W	-
YDR451C	YPL242C	-
YDR451C	YPL267W	-
YDR451C	YPL268W	-
YDR451C	YPL269W	-
YDR451C	YPL270W	-
YDR451C	YPL273W	+
YDR451C	YPL274W	-
YDR451C	YPR018W	-
YDR451C	YPR019W	-
YDR451C	YPR035W	+
YDR451C	YPR036W	+
YDR451C	YPR056W	-
YDR451C	YPR057W	-
YDR451C	YPR074C	-
YDR451C	YPR078C	-
YDR451C	YPR093C	-
YDR451C	YPR094W	-
YDR463W	YCL024W	+
YDR463W	YDR067C	+
YDR463W	YKL161C	-
YDR463W	YCR096C	+
YDR463W	YCR097W	+
YDR463W	YMR019W	+
YDR463W	YBL059W	+
YDR463W	YBL104C	+
YDR463W	YBR043C	+
YDR463W	YBR068C	+
YDR463W	YBR069C	+
YDR463W	YBR099C	+
YDR463W	YBR167C	+
YDR463W	YBR168W	+
YDR463W	YBR248C	+
YDR463W	YCL012W	+
YDR463W	YCL014W	+
YDR463W	YCL018W	+
YDR463W	YCL025C	+
YDR463W	YCR018C-A	+
YDR463W	YCR019W	+
YDR463W	YCR024C	+
YDR463W	YCR035C	+
YDR463W	YCR036W	+
YDR463W	YCR095C	+
YDR463W	YDL146W	+
YDR463W	YDL152W	+
YDR463W	YDL181W	+
YDR463W	YDL182W	+
YDR463W	YDR003W	+
YDR463W	YDR042C	-
YDR463W	YDR045C	+
YDR463W	YDR046C	+
YDR463W	YDR047W	+
YDR463W	YDR048C	+
YDR463W	YDR068W	+
YDR463W	YDR078C	+
YDR463W	YDR079W	+
YDR463W	YDR084C	+
YDR463W	YDR098C-A	+
YDR463W	YDR098C-B	+
YDR463W	YDR102C	+
YDR463W	YDR103W	+
YDR463W	YDR179C	+
YDR463W	YDR179W-A	+
YDR463W	YDR210W-D	+
YDR463W	YDR318W	+
YDR463W	YDR473C	+
YDR463W	YDR494W	+
YDR463W	YDR508C	+
YDR463W	YDR510W	+
YDR463W	YEL044W	+
YDR463W	YEL045C	+
YDR463W	YEL046C	+
YDR463W	YER007C-A	+
YDR463W	YER013W	+
YDR463W	YGL001C	+
YDR463W	YGR055W	+
YDR463W	YGR071C	+
YDR463W	YGR072W	+
YDR463W	YGR218W	+
YDR463W	YGR256W	-
YDR463W	YGR283C	+
YDR463W	YHR011W	+
YDR463W	YHR012W	+
YDR463W	YHR049W	+
YDR463W	YHR156C	+
YDR463W	YHR157W	+
YDR463W	YIR034C	-
YDR463W	YJL085W	+
YDR463W	YJL139C	+
YDR463W	YJL200C	+
YDR463W	YJR011C	+
YDR463W	YKR004C	+
YDR463W	YLL004W	+
YDR463W	YLL005C	+
YDR463W	YLR094C	+
YDR463W	YLR189C	+
YDR463W	YLR190W	+
YDR463W	YLR261C	+
YDR463W	YLR262C	+
YDR463W	YLR302C	+
YDR463W	YLR428C	-
YDR463W	YLR430W	+
YDR463W	YMR227C	+
YDR463W	YMR228W	+
YDR463W	YMR258C	+
YDR463W	YNL267W	+
YDR463W	YNR049C	+
YDR463W	YNR050C	+
YDR463W	YOL020W	+
YDR463W	YOL021C	+
YDR463W	YOL023W	+
YDR463W	YOL057W	+
YDR463W	YOL058W	-
YDR463W	YOL125W	+
YDR463W	YOL126C	+
YDR463W	YOL159C	+
YDR463W	YOR221C	+
YDR463W	YOR222W	+
YDR463W	YPL044C	+
YDR463W	YPL059W	+
YDR463W	YPL060C-A	+
YDR463W	YPL130W	+
YDR463W	YPL146C	+
YDR463W	YPL216W	+
YDR463W	YPL217C	+
YDR463W	YPL265W	-
YDR463W	YPL273W	+
YDR463W	YPR145W	+
YDR501W	YBR160W	-
YDR501W	YBR274W	-
YDR501W	YCR091W	-
YDR501W	YDL028C	-
YDR501W	YDL108W	-
YDR501W	YDL127W	-
YDR501W	YDL159W	-
YDR501W	YDL230W	-
YDR501W	YDR283C	-
YDR501W	YER089C	-
YDR501W	YER134C	-
YDR501W	YER139C	-
YDR501W	YGL115W	-
YDR501W	YJR059W	-
YDR501W	YNL154C	-
YDR501W	YNR031C	-
YDR501W	YNR032W	-
YDR501W	YPL031C	-
YDR501W	YAL051W	-
YDR501W	YCR106W	-
YDR501W	YDR213W	-
YDR501W	YDR421W	-
YDR501W	YDR423C	-
YDR501W	YEL009C	-
YDR501W	YFL021W	-
YDR501W	YGL096W	-
YDR501W	YGL192W	-
YDR501W	YHL009C	-
YDR501W	YIL122W	-
YDR501W	YIL131C	-
YDR501W	YIR018W	-
YDR501W	YJR060W	-
YDR501W	YKL109W	-
YDR501W	YNR063W	-
YDR501W	YPL139C	-
YDR501W	YPL248C	-
YDR501W	YAL016W	-
YDR501W	YAL038W	-
YDR501W	YAL039C	-
YDR501W	YAL044C	-
YDR501W	YAL056C-A	-
YDR501W	YAL056W	-
YDR501W	YAL058C-A	-
YDR501W	YAR009C	-
YDR501W	YAR028W	-
YDR501W	YAR035W	-
YDR501W	YAR042W	-
