P	Target	Ref
YHR082C	YGR276C	Ptacek 2005
YHR082C	YBR121C	Ptacek 2005
YHR082C	YLR098C	Ptacek 2005
YHR082C	YKL051W	Ptacek 2005
YHR082C	YMR143W	Ptacek 2005
YHR082C	YOR181W	Ptacek 2005
YHR082C	YBR108W	Ptacek 2005
YHR082C	YNL027W	Ptacek 2005
YHR082C	YNL136W	Ptacek 2005
YHR082C	YDR234W	Ptacek 2005
YHR082C	YNL181W	Ptacek 2005
YHR082C	YOR107W	Ptacek 2005
YHR082C	YKR040C	Ptacek 2005
YHR082C	YMR281W	Ptacek 2005
YHR082C	YML054C	Ptacek 2005
YHR082C	YDR480W	Ptacek 2005
YHR082C	YDL013W	Ptacek 2005
YHR082C	YMR291W	Ptacek 2005
YHR082C	YMR190C	Ptacek 2005
YHR082C	YDR257C	Ptacek 2005
YHR082C	YBL057C	Ptacek 2005
YHR082C	YOL104C	Ptacek 2005
YHR082C	YNL001W	Ptacek 2005
YGR040W	YPR072W	Ptacek 2005
YGR040W	YIL130W	Ptacek 2005
YGR040W	YKR048C	Ptacek 2005
YGR040W	YMR229C	Ptacek 2005
YGR040W	YIL038C	Ptacek 2005
YGR040W	YJL089W	Ptacek 2005
YGR040W	YGR116W	Ptacek 2005
YGR040W	YBL023C	Ptacek 2005
YGR040W	YPL073C	Ptacek 2005
YGR040W	YFL011W	Ptacek 2005
YGR040W	YFL048C	Ptacek 2005
YGR040W	YGL136C	Ptacek 2005
YGR040W	YJR108W	Ptacek 2005
YGR040W	YHR001W	Ptacek 2005
YGR040W	YKL142W	Ptacek 2005
YGR040W	YBL100C	Ptacek 2005
YGR040W	YPL048W	Ptacek 2005
YGR040W	YER148W	Ptacek 2005
YGR040W	YIL163C	Ptacek 2005
YGR040W	YNR006W	Ptacek 2005
YGR040W	YOR003W	Ptacek 2005
YGR040W	YDR034C-C	Ptacek 2005
YGR040W	YNL272C	Ptacek 2005
YGR040W	YLR324W	Ptacek 2005
YGR040W	YMR241W	Ptacek 2005
YGR040W	YHL021C	Ptacek 2005
YGR040W	YHR216W	Ptacek 2005
YGR040W	YPR091C	Ptacek 2005
YGR040W	YGL245W	Ptacek 2005
YGR040W	YJR105W	Ptacek 2005
YGR040W	YJR069C	Ptacek 2005
YGR040W	YIL036W	Ptacek 2005
YGR040W	YFL023W	Ptacek 2005
YGR040W	YCL043C	Ptacek 2005
YGR040W	YGR016W	Ptacek 2005
YGR040W	YGR078C	Ptacek 2005
YGR040W	YGR034W	Ptacek 2005
YGR040W	YBL024W	Ptacek 2005
YGR040W	YMR239C	Ptacek 2005
YGR040W	YDL153C	Ptacek 2005
YGR040W	YLR307W	Ptacek 2005
YGR040W	YDL178W	Ptacek 2005
YGR040W	YBL007C	Ptacek 2005
YGR040W	YER098W	Ptacek 2005
YGR040W	YDR312W	Ptacek 2005
YGR040W	YGL061C	Ptacek 2005
YGR040W	YJR142W	Ptacek 2005
YGR040W	YBR162C	Ptacek 2005
YGR040W	YDL128W	Ptacek 2005
YGR040W	YIL070C	Ptacek 2005
YGR040W	YNL077W	Ptacek 2005
YGR040W	YGL105W	Ptacek 2005
YGR040W	YAL028W	Ptacek 2005
YGR040W	YFR038W	Ptacek 2005
YGR040W	YNL186W	Ptacek 2005
YGR040W	YLL022C	Ptacek 2005
YGR040W	YPR137C-A	Ptacek 2005
YGR040W	YOR245C	Ptacek 2005
YGR040W	YNL288W	Ptacek 2005
YGR040W	YLR316C	Ptacek 2005
YGR040W	YDL070W	Ptacek 2005
YGR040W	YNL054W-A	Ptacek 2005
YGR040W	YDL198C	Ptacek 2005
YGR040W	YBR272C	Ptacek 2005
YGR040W	YLL008W	Ptacek 2005
YGR040W	YJL199C	Ptacek 2005
YGR040W	YGR276C	Ptacek 2005
YNL307C	YBL023C	Ptacek 2005
YNL307C	YML035C	Ptacek 2005
YNL307C	YJR043C	Ptacek 2005
YNL307C	YGL245W	Ptacek 2005
YNL307C	YEL015W	Ptacek 2005
YNL307C	YFR022W	Ptacek 2005
YNL307C	YMR053C	Ptacek 2005
YNL307C	YGL256W	Ptacek 2005
YNL307C	YMR239C	Ptacek 2005
YNL307C	YLR006C	Ptacek 2005
YNL307C	YNL201C	Ptacek 2005
YNL307C	YCR073W-A	Ptacek 2005
YNL307C	YOL125W	Ptacek 2005
YNL307C	YMR184W	Ptacek 2005
YNL307C	YMR229C	Ptacek 2005
YNL307C	YAL028W	Ptacek 2005
YNL307C	YCR105W	Ptacek 2005
YNL307C	YDL186W	Ptacek 2005
YNL307C	YDL002C	Ptacek 2005
YNL307C	YML045W-A	Ptacek 2005
YNL307C	YDR259C	Ptacek 2005
YNL307C	YMR280C	Ptacek 2005
YNL307C	YLR131C	Ptacek 2005
YNL307C	YDR023W	Ptacek 2005
YNL307C	YBR225W	Ptacek 2005
YNL307C	YBL037W	Ptacek 2005
YNL307C	YPL080C	Ptacek 2005
YNL307C	YDL006W	Ptacek 2005
YNL307C	YLL034C	Ptacek 2005
YNL307C	YDL166C	Ptacek 2005
YNL307C	YMR205C	Ptacek 2005
YNL307C	YDR379W	Ptacek 2005
YNL307C	YLR258W	Ptacek 2005
YNL307C	YNL217W	Ptacek 2005
YNL307C	YPL077C	Ptacek 2005
YNL307C	YOR050C	Ptacek 2005
YNL307C	YKL168C	Ptacek 2005
YNL307C	YMR165C	Ptacek 2005
YNL307C	YBR273C	Ptacek 2005
YNL307C	YOR207C	Ptacek 2005
YNL307C	YDR002W	Ptacek 2005
YNL307C	YDR518W	Ptacek 2005
YNL307C	YPR058W	Ptacek 2005
YNL307C	YNR006W	Ptacek 2005
YNL307C	YKL146W	Ptacek 2005
YNL307C	YNL284C-A	Ptacek 2005
YNL307C	YGR038C-A	Ptacek 2005
YNL307C	YCR100C	Ptacek 2005
YNL307C	YNL272C	Ptacek 2005
YNL307C	YLR132C	Ptacek 2005
YNL307C	YAL034C	Ptacek 2005
YNL307C	YAR019C	Ptacek 2005
YNL307C	YJL084C	Ptacek 2005
YNL307C	YDR293C	Ptacek 2005
YNL307C	YJR141W	Ptacek 2005
YNL307C	YMR238W	Ptacek 2005
YNL307C	YJL110C	Ptacek 2005
YNL307C	YLR030W	Ptacek 2005
YNL307C	YNL065W	Ptacek 2005
YNL307C	YDL156W	Ptacek 2005
YNL307C	YDR134C	Ptacek 2005
YNL307C	YOL091W	Ptacek 2005
YNL307C	YIL135C	Ptacek 2005
YNL307C	YDL149W	Ptacek 2005
YNL307C	YBL024W	Ptacek 2005
YNL307C	YDR072C	Ptacek 2005
YNL307C	YDL153C	Ptacek 2005
YNL307C	YMR115W	Ptacek 2005
YNL307C	YGR220C	Ptacek 2005
YNL307C	YOR335C	Ptacek 2005
YNL307C	YER098W	Ptacek 2005
YNL307C	YDR330W	Ptacek 2005
YNL307C	YLR249W	Ptacek 2005
YNL307C	YNR047W	Ptacek 2005
YNL307C	YML058W	Ptacek 2005
YNL307C	YML037C	Ptacek 2005
YNL307C	YDL128W	Ptacek 2005
YNL307C	YPR013C	Ptacek 2005
YNL307C	YNL066W	Ptacek 2005
YNL307C	YFR009W	Ptacek 2005
YNL307C	YBR086C	Ptacek 2005
YNL307C	YJL108C	Ptacek 2005
YNL307C	YNL074C	Ptacek 2005
YNL307C	YDL209C	Ptacek 2005
YNL307C	YBR108W	Ptacek 2005
YNL307C	YGL134W	Ptacek 2005
YNL307C	YGR126W	Ptacek 2005
YNL307C	YAL007C	Ptacek 2005
YNL307C	YKL093W	Ptacek 2005
YNL307C	YML080W	Ptacek 2005
YNL307C	YBR043C	Ptacek 2005
YNL307C	YDL230W	Ptacek 2005
YNL307C	YNL027W	Ptacek 2005
YNL307C	YDL070W	Ptacek 2005
YNL307C	YAL034W-A	Ptacek 2005
YNL307C	YBL011W	Ptacek 2005
YNL307C	YDL198C	Ptacek 2005
YNL307C	YPL257W-A	Ptacek 2005
YNL307C	YML012W	Ptacek 2005
YNL307C	YFR014C	Ptacek 2005
YNL307C	YER122C	Ptacek 2005
YNL307C	YPR050C	Ptacek 2005
YNL307C	YOR224C	Ptacek 2005
YNL307C	YOR028C	Ptacek 2005
YNL307C	YNL078W	Ptacek 2005
YNL307C	YGL051W	Ptacek 2005
YNL307C	YGR276C	Ptacek 2005
YNL307C	YGL186C	Ptacek 2005
YNL307C	YNL187W	Ptacek 2005
YOR351C	YBL007C	Ptacek 2005
YOR351C	YKR021W	Ptacek 2005
YOR351C	YOR344C	Ptacek 2005
YOR351C	YLR258W	Ptacek 2005
YOR351C	YPL077C	Ptacek 2005
YOR351C	YIL038C	Ptacek 2005
YOR351C	YLR319C	Ptacek 2005
YOR351C	YKL159C	Ptacek 2005
YOR351C	YMR165C	Ptacek 2005
YOR351C	YJR125C	Ptacek 2005
YOR351C	YAL028W	Ptacek 2005
YOR351C	YNL074C	Ptacek 2005
YOR351C	YJR072C	Ptacek 2005
YOR351C	YJR049C	Ptacek 2005
YOR351C	YKL093W	Ptacek 2005
YOR351C	YLR047C	Ptacek 2005
YOR351C	YDR323C	Ptacek 2005
YOR351C	YFL034W	Ptacek 2005
YOR351C	YDR134C	Ptacek 2005
YOR351C	YJL146W	Ptacek 2005
YOR351C	YIL135C	Ptacek 2005
YOR351C	YKL185W	Ptacek 2005
YOR351C	YCR073W-A	Ptacek 2005
YOR351C	YML064C	Ptacek 2005
YOR351C	YGL035C	Ptacek 2005
YOR351C	YPL203W	Ptacek 2005
YOR351C	YPL100W	Ptacek 2005
YOR351C	YGL134W	Ptacek 2005
YOR351C	YML058W	Ptacek 2005
YOR351C	YIL033C	Ptacek 2005
YOR351C	YDR207C	Ptacek 2005
YOR231W	YHR157W	Ptacek 2005
YOR231W	YER064C	Ptacek 2005
YOR231W	YBR138C	Ptacek 2005
YOR231W	YAR019C	Ptacek 2005
YOR231W	YDL166C	Ptacek 2005
YOR231W	YML083C	Ptacek 2005
YOR231W	YPR050C	Ptacek 2005
YOR231W	YOR207C	Ptacek 2005
YOR231W	YKL015W	Ptacek 2005
YDL028C	YAR019C	Ptacek 2005
YDL028C	YJL089W	Ptacek 2005
YDL028C	YJL084C	Ptacek 2005
YDL028C	YNL116W	Ptacek 2005
YDL028C	YHR209W	Ptacek 2005
YDL028C	YPR048W	Ptacek 2005
YDL028C	YNL186W	Ptacek 2005
YER129W	YDL006W	Ptacek 2005
YER129W	YAR019C	Ptacek 2005
YER129W	YGL245W	Ptacek 2005
YER129W	YJL051W	Ptacek 2005
YER129W	YML037C	Ptacek 2005
YER129W	YJL108C	Ptacek 2005
YER129W	YMR115W	Ptacek 2005
YJL128C	YIL033C	Ptacek 2005
YJL128C	YKR055W	Ptacek 2005
YJL128C	YJR059W	Ptacek 2005
YJL128C	YOL016C	Ptacek 2005
YPL031C	YHR183W	Ptacek 2005
YPL031C	YBL011W	Ptacek 2005
YPL031C	YGL023C	Ptacek 2005
YPL031C	YEL047C	Ptacek 2005
YPL031C	YNL289W	Ptacek 2005
YPL031C	YDR229W	Ptacek 2005
YPL031C	YJL084C	Ptacek 2005
YPL031C	YIR040C	Ptacek 2005
YPL031C	YNL263C	Ptacek 2005
YPL031C	YIL033C	Ptacek 2005
YPL031C	YOL016C	Ptacek 2005
YPL031C	YPL203W	Ptacek 2005
YOL100W	YGL109W	Ptacek 2005
YOL100W	YOL077C	Ptacek 2005
YOL100W	YDR383C	Ptacek 2005
YOL100W	YOL016C	Ptacek 2005
YIL095W	YDL013W	Ptacek 2005
YIL095W	YPR152C	Ptacek 2005
YIL095W	YIL053W	Ptacek 2005
YIL095W	YHR056C	Ptacek 2005
YIL095W	YOR210W	Ptacek 2005
YIL095W	YGL245W	Ptacek 2005
YIL095W	YGL051W	Ptacek 2005
YIL095W	YDL166C	Ptacek 2005
YIL095W	YMR184W	Ptacek 2005
YIL095W	YML037C	Ptacek 2005
YIL095W	YOR050C	Ptacek 2005
YIL095W	YLR460C	Ptacek 2005
YIL095W	YKL062W	Ptacek 2005
YIL095W	YDL223C	Ptacek 2005
YIL095W	YJL044C	Ptacek 2005
YIL095W	YAL028W	Ptacek 2005
YIL095W	YEL058W	Ptacek 2005
YIL095W	YER036C	Ptacek 2005
YIL095W	YNL186W	Ptacek 2005
YIL095W	YBR108W	Ptacek 2005
YIL095W	YNR006W	Ptacek 2005
YIL095W	YLR251W	Ptacek 2005
YIL095W	YNL272C	Ptacek 2005
YIL095W	YDR034C-C	Ptacek 2005
YIL095W	YPR137C-A	Ptacek 2005
YIL095W	YBR130C	Ptacek 2005
YIL095W	YAR019C	Ptacek 2005
YIL095W	YGR027C	Ptacek 2005
YIL095W	YMR053C	Ptacek 2005
YIL095W	YOR196C	Ptacek 2005
YIL095W	YBR129C	Ptacek 2005
YIL095W	YNL054W-A	Ptacek 2005
YIL095W	YDL220C	Ptacek 2005
YIL095W	YPL257W-A	Ptacek 2005
YIL095W	YER122C	Ptacek 2005
YIL095W	YLR303W	Ptacek 2005
YIL095W	YPR050C	Ptacek 2005
YIL095W	YJR092W	Ptacek 2005
YIL095W	YMR239C	Ptacek 2005
YIL095W	YDL153C	Ptacek 2005
YIL095W	YGR276C	Ptacek 2005
YKL116C	YDL013W	Ptacek 2005
YKL116C	YMR184W	Ptacek 2005
YKL116C	YGL210W	Ptacek 2005
YKL116C	YGL245W	Ptacek 2005
YKL116C	YNL022C	Ptacek 2005
YKL116C	YBL024W	Ptacek 2005
YKL116C	YDR023W	Ptacek 2005
YKL116C	YOL125W	Ptacek 2005
YKL116C	YML037C	Ptacek 2005
YKL116C	YDL128W	Ptacek 2005
YKL116C	YPR013C	Ptacek 2005
YKL116C	YLR015W	Ptacek 2005
YKL116C	YMR284W	Ptacek 2005
YKL116C	YML073C	Ptacek 2005
YKL116C	YMR052W	Ptacek 2005
YKL116C	YNL272C	Ptacek 2005
YKL116C	YLR257W	Ptacek 2005
YKL116C	YBL011W	Ptacek 2005
YKL116C	YDR134C	Ptacek 2005
YKL116C	YPR050C	Ptacek 2005
YKL116C	YDR480W	Ptacek 2005
YKL116C	YBR179C	Ptacek 2005
YKL116C	YOL086C	Ptacek 2005
YKL116C	YJR001W	Ptacek 2005
YDL214C	YBL007C	Ptacek 2005
YDL214C	YKL168C	Ptacek 2005
YDL214C	YNR006W	Ptacek 2005
YDL214C	YAR019C	Ptacek 2005
YDL214C	YJL198W	Ptacek 2005
YDL214C	YJL110C	Ptacek 2005
YDL214C	YDR360W	Ptacek 2005
YDL214C	YML083C	Ptacek 2005
YDL214C	YDL153C	Ptacek 2005
YDL214C	YGR276C	Ptacek 2005
YDL214C	YCR073W-A	Ptacek 2005
YDL214C	YML037C	Ptacek 2005
YDL214C	YMR165C	Ptacek 2005
YDL214C	YDL038C	Ptacek 2005
YDL214C	YJL051W	Ptacek 2005
YDL214C	YDL220C	Ptacek 2005
YDL214C	YBL024W	Ptacek 2005
YDL214C	YMR102C	Ptacek 2005
YDL214C	YOL065C	Ptacek 2005
YDL214C	YHL018W	Ptacek 2005
YDL214C	YAR018C	Ptacek 2005
YDL214C	YKR092C	Ptacek 2005
YDL214C	YGR249W	Ptacek 2005
YDL214C	YIL107C	Ptacek 2005
YDL214C	YCR079W	Ptacek 2005
YDL214C	YHR139C	Ptacek 2005
YDL214C	YNL227C	Ptacek 2005
YDL214C	YMR140W	Ptacek 2005
YDL214C	YHR121W	Ptacek 2005
YDL214C	YNR042W	Ptacek 2005
YDL214C	YHR060W	Ptacek 2005
YDL214C	YPL166W	Ptacek 2005
YDL214C	YJR103W	Ptacek 2005
YDL214C	YDL131W	Ptacek 2005
YDL214C	YKL012W	Ptacek 2005
YDL214C	YBR035C	Ptacek 2005
YDL214C	YBL074C	Ptacek 2005
YDL214C	YKL080W	Ptacek 2005
YJR059W	YKL181W	Ptacek 2005
YJR059W	YPL019C	Ptacek 2005
YJR059W	YGL055W	Ptacek 2005
YJR059W	YAR018C	Ptacek 2005
YJR059W	YHR117W	Ptacek 2005
YJR059W	YGR008C	Ptacek 2005
YJR059W	YMR099C	Ptacek 2005
YJR059W	YML118W	Ptacek 2005
YJR059W	YNR013C	Ptacek 2005
YJR059W	YDL045W-A	Ptacek 2005
YJR059W	YEL032W	Ptacek 2005
YJR059W	YLL038C	Ptacek 2005
YJR059W	YPR167C	Ptacek 2005
YJR059W	YLR258W	Ptacek 2005
YJR059W	YBR157C	Ptacek 2005
YJR059W	YMR165C	Ptacek 2005
YJR059W	YML031W	Ptacek 2005
YJR059W	YKL080W	Ptacek 2005
YJR059W	YNL047C	Ptacek 2005
YJR059W	YLR259C	Ptacek 2005
YJR059W	YKR090W	Ptacek 2005
YJR059W	YMR288W	Ptacek 2005
YJR059W	YNL293W	Ptacek 2005
YJR059W	YNL284C-A	Ptacek 2005
YJR059W	YKL146W	Ptacek 2005
YJR059W	YJL167W	Ptacek 2005
YJR059W	YNR042W	Ptacek 2005
YJR059W	YHL021C	Ptacek 2005
YJR059W	YLR397C	Ptacek 2005
YJR059W	YGR241C	Ptacek 2005
YJR059W	YGR161C	Ptacek 2005
YJR059W	YJL051W	Ptacek 2005
YJR059W	YDR137W	Ptacek 2005
YJR059W	YPR160W	Ptacek 2005
YJR059W	YDL236W	Ptacek 2005
YJR059W	YJL146W	Ptacek 2005
YJR059W	YIL167W	Ptacek 2005
YJR059W	YAL038W	Ptacek 2005
YJR059W	YER153C	Ptacek 2005
YJR059W	YGR038W	Ptacek 2005
YJR059W	YOR276W	Ptacek 2005
YJR059W	YPL100W	Ptacek 2005
YJR059W	YHR112C	Ptacek 2005
YJR059W	YPR074C	Ptacek 2005
YJR059W	YBR028C	Ptacek 2005
YJR059W	YAL039C	Ptacek 2005
YJR059W	YCR073W-A	Ptacek 2005
YJR059W	YGR249W	Ptacek 2005
YJR059W	YHR207C	Ptacek 2005
YJR059W	YKR100C	Ptacek 2005
YJR059W	YKL140W	Ptacek 2005
YJR059W	YLR319C	Ptacek 2005
YJR059W	YGL014W	Ptacek 2005
YJR059W	YDL223C	Ptacek 2005
YJR059W	YDR153C	Ptacek 2005
YJR059W	YLR195C	Ptacek 2005
YJR059W	YNL186W	Ptacek 2005
YJR059W	YHR105W	Ptacek 2005
YJR059W	YNL245C	Ptacek 2005
YJR059W	YBR108W	Ptacek 2005
YJR059W	YIL074C	Ptacek 2005
YJR059W	YFR017C	Ptacek 2005
YJR059W	YFL050C	Ptacek 2005
YJR059W	YMR102C	Ptacek 2005
YJR059W	YJR056C	Ptacek 2005
YJR059W	YDR001C	Ptacek 2005
YJR059W	YJR049C	Ptacek 2005
YJR059W	YJR099W	Ptacek 2005
YJR059W	YJL198W	Ptacek 2005
YJR059W	YDL070W	Ptacek 2005
YJR059W	YDL143W	Ptacek 2005
YJR059W	YER125W	Ptacek 2005
YJR059W	YKL061W	Ptacek 2005
YJR059W	YMR196W	Ptacek 2005
YJR059W	YJL141C	Ptacek 2005
YJR059W	YKL127W	Ptacek 2005
YJR059W	YOL130W	Ptacek 2005
YJR059W	YKR021W	Ptacek 2005
YJR059W	YDR169C	Ptacek 2005
YJR059W	YER010C	Ptacek 2005
YJR059W	YMR081C	Ptacek 2005
YJR059W	YJR130C	Ptacek 2005
YJR059W	YKR022C	Ptacek 2005
YJR059W	YBR059C	Ptacek 2005
YJR059W	YKL062W	Ptacek 2005
YJR059W	YLR437C	Ptacek 2005
YJR059W	YNR039C	Ptacek 2005
YJR059W	YNL101W	Ptacek 2005
YJR059W	YGL205W	Ptacek 2005
YJR059W	YHR158C	Ptacek 2005
YJR059W	YMR285C	Ptacek 2005
YJR059W	YNL167C	Ptacek 2005
YJR059W	YDR257C	Ptacek 2005
YJR059W	YPR091C	Ptacek 2005
YJR059W	YJL084C	Ptacek 2005
YJR059W	YGL067W	Ptacek 2005
YJR059W	YDR293C	Ptacek 2005
YJR059W	YPR040W	Ptacek 2005
YJR059W	YKL121W	Ptacek 2005
YJR059W	YIL156W	Ptacek 2005
YJR059W	YDR134C	Ptacek 2005
YJR059W	YOR083W	Ptacek 2005
YJR059W	YDR207C	Ptacek 2005
YJR059W	YIL135C	Ptacek 2005
YJR059W	YOR229W	Ptacek 2005
YJR059W	YJR044C	Ptacek 2005
YJR059W	YGR267C	Ptacek 2005
YJR059W	YJL070C	Ptacek 2005
YJR059W	YMR140W	Ptacek 2005
YJR059W	YDL102W	Ptacek 2005
YJR059W	YJL136C	Ptacek 2005
YJR059W	YLR350W	Ptacek 2005
YJR059W	YLR270W	Ptacek 2005
YJR059W	YOR113W	Ptacek 2005
YJR059W	YGR100W	Ptacek 2005
YJR059W	YDL117W	Ptacek 2005
YJR059W	YJL020C	Ptacek 2005
YJR059W	YMR068W	Ptacek 2005
YJR059W	YKL166C	Ptacek 2005
YJR059W	YMR184W	Ptacek 2005
YJR059W	YML037C	Ptacek 2005
YJR059W	YKL042W	Ptacek 2005
YJR059W	YNL125C	Ptacek 2005
YJR059W	YIL107C	Ptacek 2005
YJR059W	YIL070C	Ptacek 2005
YJR059W	YDR229W	Ptacek 2005
YJR059W	YGL105W	Ptacek 2005
YJR059W	YLR003C	Ptacek 2005
YJR059W	YOR070C	Ptacek 2005
YJR059W	YLL043W	Ptacek 2005
YJR059W	YLR133W	Ptacek 2005
YJR059W	YJR001W	Ptacek 2005
YJR059W	YKL064W	Ptacek 2005
YJR059W	YNL074C	Ptacek 2005
YJR059W	YOR209C	Ptacek 2005
YJR059W	YGR210C	Ptacek 2005
YJR059W	YKL116C	Ptacek 2005
YJR059W	YLL029W	Ptacek 2005
YJR059W	YHR022C	Ptacek 2005
YJR059W	YKL093W	Ptacek 2005
YJR059W	YFL054C	Ptacek 2005
YJR059W	YNR019W	Ptacek 2005
YJR059W	YOR230W	Ptacek 2005
YJR059W	YNL045W	Ptacek 2005
YJR059W	YLR257W	Ptacek 2005
YJR059W	YHL034C	Ptacek 2005
YJR059W	YER078C	Ptacek 2005
YJR059W	YDR251W	Ptacek 2005
YJR059W	YDR208W	Ptacek 2005
YJR059W	YLR301W	Ptacek 2005
YJR059W	YER122C	Ptacek 2005
YJR059W	YDR070C	Ptacek 2005
YJR059W	YJL123C	Ptacek 2005
YJR059W	YDL126C	Ptacek 2005
YJR059W	YLR410W	Ptacek 2005
YJR059W	YGR276C	Ptacek 2005
YJR059W	YKL008C	Ptacek 2005
YJR059W	YJR112W	Ptacek 2005
YJR059W	YCR079W	Ptacek 2005
YJR059W	YNR047W	Ptacek 2005
YJR059W	YPL077C	Ptacek 2005
YJR059W	YGR252W	Ptacek 2005
YJR059W	YDR113C	Ptacek 2005
YJR059W	YGR253C	Ptacek 2005
YJR059W	YBL058W	Ptacek 2005
YJR059W	YOR028C	Ptacek 2005
YJR059W	YKL094W	Ptacek 2005
YJR059W	YIL144W	Ptacek 2005
YJR059W	YBR055C	Ptacek 2005
YJR059W	YKL168C	Ptacek 2005
YJR059W	YML096W	Ptacek 2005
YJR059W	YIL109C	Ptacek 2005
YJR059W	YBR035C	Ptacek 2005
YJR059W	YKR092C	Ptacek 2005
YJR059W	YHR184W	Ptacek 2005
YJR059W	YNL077W	Ptacek 2005
YJR059W	YKL184W	Ptacek 2005
YJR059W	YPL079W	Ptacek 2005
YJR059W	YDL078C	Ptacek 2005
YJR059W	YCR023C	Ptacek 2005
YJR059W	YIL112W	Ptacek 2005
YJR059W	YGR266W	Ptacek 2005
YJR059W	YBR270C	Ptacek 2005
YJR059W	YKL013C	Ptacek 2005
YJR059W	YPR107C	Ptacek 2005
YJR059W	YFR048W	Ptacek 2005
YJR059W	YDR505C	Ptacek 2005
YJR059W	YGL221C	Ptacek 2005
YJR059W	YGR159C	Ptacek 2005
YJR059W	YGL141W	Ptacek 2005
YJR059W	YPR115W	Ptacek 2005
YJR059W	YHR153C	Ptacek 2005
YJR059W	YOL082W	Ptacek 2005
YJR059W	YLL008W	Ptacek 2005
YPL153C	YER064C	Ptacek 2005
YPL153C	YNL298W	Ptacek 2005
YPL153C	YDR023W	Ptacek 2005
YPL153C	YBL007C	Ptacek 2005
YPL153C	YER098W	Ptacek 2005
YPL153C	YML035C	Ptacek 2005
YPL153C	YPR013C	Ptacek 2005
YPL153C	YGL105W	Ptacek 2005
YPL153C	YAL028W	Ptacek 2005
YPL153C	YNL186W	Ptacek 2005
YPL153C	YBR108W	Ptacek 2005
YPL153C	YNL284C-A	Ptacek 2005
YPL153C	YGR210C	Ptacek 2005
YPL153C	YDR034C-C	Ptacek 2005
YPL153C	YBR130C	Ptacek 2005
YPL153C	YPR091C	Ptacek 2005
YPL153C	YGL245W	Ptacek 2005
YPL153C	YJL084C	Ptacek 2005
YPL153C	YDR266C	Ptacek 2005
YPL153C	YDR293C	Ptacek 2005
YPL153C	YLR257W	Ptacek 2005
YPL153C	YDR226W	Ptacek 2005
YPL153C	YPL150W	Ptacek 2005
YPL153C	YER122C	Ptacek 2005
YPL153C	YOR181W	Ptacek 2005
YPL153C	YPR050C	Ptacek 2005
YPL153C	YDL019C	Ptacek 2005
YPL153C	YIL135C	Ptacek 2005
YPL153C	YPR039W	Ptacek 2005
YPL153C	YBL024W	Ptacek 2005
YPL153C	YJL128C	Ptacek 2005
YPL153C	YDL153C	Ptacek 2005
YPL153C	YGR276C	Ptacek 2005
YGL158W	YHL020C	Ptacek 2005
YGL158W	YJR096W	Ptacek 2005
YGL158W	YOR362C	Ptacek 2005
YGL158W	YBR178W	Ptacek 2005
YGL158W	YNL272C	Ptacek 2005
YGL158W	YMR241W	Ptacek 2005
YGL158W	YHL021C	Ptacek 2005
YGL158W	YKR048C	Ptacek 2005
YGL158W	YGR223C	Ptacek 2005
YGL158W	YGL245W	Ptacek 2005
YGL158W	YJR105W	Ptacek 2005
YGL158W	YGR063C	Ptacek 2005
YGL158W	YJR141W	Ptacek 2005
YGL158W	YPR160W	Ptacek 2005
YGL158W	YBL031W	Ptacek 2005
YGL158W	YBL024W	Ptacek 2005
YGL158W	YOR335C	Ptacek 2005
YGL158W	YJR094W-A	Ptacek 2005
YGL158W	YNL117W	Ptacek 2005
YGL158W	YOR044W	Ptacek 2005
YGL158W	YJR142W	Ptacek 2005
YGL158W	YIL070C	Ptacek 2005
YGL158W	YNL186W	Ptacek 2005
YGL158W	YOR193W	Ptacek 2005
YGL158W	YGR210C	Ptacek 2005
YGL158W	YDL070W	Ptacek 2005
YGL158W	YDL220C	Ptacek 2005
YGL158W	YNL064C	Ptacek 2005
YGL158W	YGR276C	Ptacek 2005
YGL158W	YGR078C	Ptacek 2005
YGL158W	YGR220C	Ptacek 2005
YGL158W	YGR024C	Ptacek 2005
YGL158W	YML037C	Ptacek 2005
YGL158W	YAL042W	Ptacek 2005
YGL158W	YMR229C	Ptacek 2005
YGL158W	YHR185C	Ptacek 2005
YGL158W	YHL027W	Ptacek 2005
YGL158W	YJR089W	Ptacek 2005
YGL158W	YJR115W	Ptacek 2005
YGL158W	YML035C	Ptacek 2005
YGL158W	YHR001W	Ptacek 2005
YGL158W	YMR284W	Ptacek 2005
YGL158W	YPR072W	Ptacek 2005
YGL158W	YER036C	Ptacek 2005
YGL158W	YIL021W	Ptacek 2005
YGL158W	YML042W	Ptacek 2005
YGL158W	YNL284C-A	Ptacek 2005
YGL158W	YHL003C	Ptacek 2005
YGL158W	YOR210W	Ptacek 2005
YGL158W	YGL231C	Ptacek 2005
YGL158W	YKL012W	Ptacek 2005
YGL158W	YIL004C	Ptacek 2005
YGL158W	YLL057C	Ptacek 2005
YGL158W	YIL051C	Ptacek 2005
YGL158W	YGL246C	Ptacek 2005
YGL158W	YLR303W	Ptacek 2005
YGL158W	YMR239C	Ptacek 2005
YGL158W	YFL063W	Ptacek 2005
YGL158W	YDL153C	Ptacek 2005
YGL158W	YMR115W	Ptacek 2005
YGL158W	YPR063C	Ptacek 2005
YGL158W	YER098W	Ptacek 2005
YGL158W	YMR155W	Ptacek 2005
