P	Target	Ref
YGL158W	YOL125W	Ptacek 2005
YGL158W	YAL068C	Ptacek 2005
YGL158W	YJR095W	Ptacek 2005
YGL158W	YNL212W	Ptacek 2005
YGL158W	YGR228W	Ptacek 2005
YGL158W	YDL230W	Ptacek 2005
YGL158W	YOR089C	Ptacek 2005
YGL158W	YHR044C	Ptacek 2005
YGL158W	YLL008W	Ptacek 2005
YGL158W	YIL078W	Ptacek 2005
YLR248W	YBL007C	Ptacek 2005
YLR248W	YDL128W	Ptacek 2005
YLR248W	YNL284C-A	Ptacek 2005
YLR248W	YNL272C	Ptacek 2005
YLR248W	YJL051W	Ptacek 2005
YLR248W	YJR063W	Ptacek 2005
YLR248W	YPL150W	Ptacek 2005
YLR248W	YIL135C	Ptacek 2005
YLR248W	YDR169C	Ptacek 2005
YLR248W	YNR047W	Ptacek 2005
YLR248W	YMR184W	Ptacek 2005
YLR248W	YKL168C	Ptacek 2005
YLR248W	YNL074C	Ptacek 2005
YLR248W	YBR108W	Ptacek 2005
YLR248W	YHR031C	Ptacek 2005
YLR248W	YPR091C	Ptacek 2005
YLR248W	YHR131C	Ptacek 2005
YLR248W	YOR018W	Ptacek 2005
YLR248W	YLR257W	Ptacek 2005
YLR248W	YFR022W	Ptacek 2005
YLR248W	YDR171W	Ptacek 2005
YLR248W	YPR160W	Ptacek 2005
YLR248W	YER122C	Ptacek 2005
YLR248W	YNL267W	Ptacek 2005
YLR248W	YDR021W	Ptacek 2005
YMR139W	YMR205C	Ptacek 2005
YMR139W	YGR249W	Ptacek 2005
YMR139W	YDR207C	Ptacek 2005
YMR139W	YAL028W	Ptacek 2005
YMR139W	YNL272C	Ptacek 2005
YMR139W	YKL093W	Ptacek 2005
YMR139W	YJL084C	Ptacek 2005
YMR139W	YGL035C	Ptacek 2005
YMR139W	YLR258W	Ptacek 2005
YMR139W	YPL077C	Ptacek 2005
YMR139W	YOL053W	Ptacek 2005
YMR139W	YMR291W	Ptacek 2005
YMR139W	YKL159C	Ptacek 2005
YMR139W	YIL107C	Ptacek 2005
YMR139W	YMR165C	Ptacek 2005
YMR139W	YIL135C	Ptacek 2005
YMR139W	YBR273C	Ptacek 2005
YFL033C	YCR052W	Ptacek 2005
YFL033C	YOL147C	Ptacek 2005
YFL033C	YLR263W	Ptacek 2005
YFL033C	YDL002C	Ptacek 2005
YFL033C	YIL116W	Ptacek 2005
YFL033C	YBR035C	Ptacek 2005
YFL033C	YMR155W	Ptacek 2005
YFL033C	YBL011W	Ptacek 2005
YFL033C	YNL157W	Ptacek 2005
YFL033C	YGL185C	Ptacek 2005
YFL033C	YER151C	Ptacek 2005
YFL033C	YGR276C	Ptacek 2005
YFL033C	YOR380W	Ptacek 2005
YFL033C	YOR162C	Ptacek 2005
YCR008W	YJL051W	Ptacek 2005
YCR008W	YFL023W	Ptacek 2005
YCR008W	YMR165C	Ptacek 2005
YCR008W	YAR019C	Ptacek 2005
YCR008W	YJL164C	Ptacek 2005
YCR008W	YBR107C	Ptacek 2005
YCR008W	YDR044W	Ptacek 2005
YCR008W	YOR018W	Ptacek 2005
YCR008W	YLL011W	Ptacek 2005
YCR008W	YAL034W-A	Ptacek 2005
YCR008W	YNL253W	Ptacek 2005
YCR008W	YPR013C	Ptacek 2005
YCR008W	YPL257W-A	Ptacek 2005
YCR008W	YBR285W	Ptacek 2005
YCR008W	YHR056C	Ptacek 2005
YCR008W	YGL084C	Ptacek 2005
YCR008W	YDR404C	Ptacek 2005
YCR008W	YOR224C	Ptacek 2005
YCR008W	YKL073W	Ptacek 2005
YCR008W	YGL134W	Ptacek 2005
YOL113W	YER098W	Ptacek 2005
YOL113W	YPR032W	Ptacek 2005
YOL113W	YCR073W-A	Ptacek 2005
YOL113W	YGL105W	Ptacek 2005
YOL113W	YBR086C	Ptacek 2005
YOL113W	YNL284C-A	Ptacek 2005
YOL113W	YGL245W	Ptacek 2005
YOL113W	YNL022C	Ptacek 2005
YOL113W	YBL011W	Ptacek 2005
YOL113W	YBL024W	Ptacek 2005
YOL113W	YGR276C	Ptacek 2005
YOL113W	YMR215W	Ptacek 2005
YOL113W	YHR182W	Ptacek 2005
YOL113W	YML037C	Ptacek 2005
YOL113W	YML096W	Ptacek 2005
YOL113W	YNL186W	Ptacek 2005
YOL113W	YNL272C	Ptacek 2005
YOL113W	YIL069C	Ptacek 2005
YOL113W	YLR182W	Ptacek 2005
YOL113W	YER122C	Ptacek 2005
YOL113W	YDL153C	Ptacek 2005
YOL113W	YNR042W	Ptacek 2005
YOL113W	YAR018C	Ptacek 2005
YOL113W	YJR058C	Ptacek 2005
YOL113W	YKR040C	Ptacek 2005
YOL113W	YBL091C-A	Ptacek 2005
YOL113W	YPL088W	Ptacek 2005
YOL113W	YHL004W	Ptacek 2005
YOL113W	YNL227C	Ptacek 2005
YOL113W	YOL062C	Ptacek 2005
YOL113W	YKL184W	Ptacek 2005
YOL113W	YDL131W	Ptacek 2005
YOL113W	YDL045W-A	Ptacek 2005
YOL113W	YEL032W	Ptacek 2005
YOL113W	YKL178C	Ptacek 2005
YOL113W	YDR191W	Ptacek 2005
YOL113W	YGR282C	Ptacek 2005
YOL113W	YMR210W	Ptacek 2005
YOL113W	YIR039C	Ptacek 2005
YOL113W	YDL209C	Ptacek 2005
YOL113W	YGL134W	Ptacek 2005
YPL026C	YJL029C	Ptacek 2005
YPL026C	YAR019C	Ptacek 2005
YPL026C	YGL245W	Ptacek 2005
YPL026C	YAL034W-A	Ptacek 2005
YPL026C	YIL135C	Ptacek 2005
YPL026C	YDL019C	Ptacek 2005
YPL026C	YAL028W	Ptacek 2005
YPL026C	YDL153C	Ptacek 2005
YPL026C	YER064C	Ptacek 2005
YPL026C	YNL022C	Ptacek 2005
YPL026C	YOR020C	Ptacek 2005
YPL026C	YCR073W-A	Ptacek 2005
YPL026C	YNL065W	Ptacek 2005
YPL026C	YPR013C	Ptacek 2005
YPL026C	YIL107C	Ptacek 2005
YPL026C	YHR056C	Ptacek 2005
YPL026C	YBL066C	Ptacek 2005
YPL026C	YML096W	Ptacek 2005
YPL026C	YDR183W	Ptacek 2005
YPL026C	YPR050C	Ptacek 2005
YPL026C	YFR017C	Ptacek 2005
YPL026C	YKL146W	Ptacek 2005
YPL026C	YDR001C	Ptacek 2005
YPL026C	YGR249W	Ptacek 2005
YPL026C	YDR226W	Ptacek 2005
YPL026C	YAL023C	Ptacek 2005
YPL026C	YJR049C	Ptacek 2005
YPL026C	YHR139C	Ptacek 2005
YPL026C	YMR102C	Ptacek 2005
YPL026C	YOL065C	Ptacek 2005
YPL026C	YGL119W	Ptacek 2005
YPL026C	YNR042W	Ptacek 2005
YPL026C	YKL184W	Ptacek 2005
YPL026C	YPL088W	Ptacek 2005
YPL026C	YPL282C	Ptacek 2005
YPL026C	YKL178C	Ptacek 2005
YPL026C	YKR040C	Ptacek 2005
YPL026C	YKL080W	Ptacek 2005
YPL026C	YGR199W	Ptacek 2005
YPL026C	YNL227C	Ptacek 2005
YPL026C	YFL016C	Ptacek 2005
YMR216C	YDL013W	Ptacek 2005
YMR216C	YIL075C	Ptacek 2005
YMR216C	YFR010W	Ptacek 2005
YMR216C	YOR141C	Ptacek 2005
YMR216C	YOR054C	Ptacek 2005
YMR216C	YOR239W	Ptacek 2005
YMR216C	YKL146W	Ptacek 2005
YMR216C	YFL001W	Ptacek 2005
YMR216C	YJL084C	Ptacek 2005
YMR216C	YJL033W	Ptacek 2005
YMR216C	YKL023W	Ptacek 2005
YMR216C	YIL156W	Ptacek 2005
YMR216C	YLR150W	Ptacek 2005
YMR216C	YKR009C	Ptacek 2005
YMR216C	YMR304W	Ptacek 2005
YMR216C	YLL018C	Ptacek 2005
YMR216C	YMR173W	Ptacek 2005
YMR216C	YGL105W	Ptacek 2005
YMR216C	YNL277W	Ptacek 2005
YMR216C	YKR071C	Ptacek 2005
YMR216C	YBR155W	Ptacek 2005
YMR216C	YNL027W	Ptacek 2005
YMR216C	YHL009C	Ptacek 2005
YMR216C	YER125W	Ptacek 2005
YMR216C	YLL008W	Ptacek 2005
YMR216C	YLR276C	Ptacek 2005
YMR216C	YOR078W	Ptacek 2005
YMR216C	YNL173C	Ptacek 2005
YMR216C	YLR410W-A	Ptacek 2005
YMR216C	YPL139C	Ptacek 2005
YMR216C	YPR019W	Ptacek 2005
YMR216C	YER072W	Ptacek 2005
YMR216C	YIL091C	Ptacek 2005
YMR216C	YPR042C	Ptacek 2005
YMR216C	YNL186W	Ptacek 2005
YMR216C	YML045W-A	Ptacek 2005
YMR216C	YHR090C	Ptacek 2005
YMR216C	YLR133W	Ptacek 2005
YMR216C	YKL064W	Ptacek 2005
YMR216C	YOL021C	Ptacek 2005
YHR030C	YOL016C	Ptacek 2005
YHR030C	YOL077C	Ptacek 2005
YDR477W	YKR022C	Ptacek 2005
YDR477W	YKR009C	Ptacek 2005
YDR477W	YLR192C	Ptacek 2005
YDR477W	YBL055C	Ptacek 2005
YDR477W	YNL007C	Ptacek 2005
YDR477W	YPR156C	Ptacek 2005
YDR477W	YGL208W	Ptacek 2005
YDR477W	YKL023W	Ptacek 2005
YDR477W	YDL225W	Ptacek 2005
YDR477W	YHR133C	Ptacek 2005
YDR477W	YHR117W	Ptacek 2005
YDR477W	YHR214C-C	Ptacek 2005
YDR477W	YNL272C	Ptacek 2005
YDR477W	YDL070W	Ptacek 2005
YDR477W	YML062C	Ptacek 2005
YDR477W	YMR205C	Ptacek 2005
YDR477W	YNL186W	Ptacek 2005
YDR477W	YDR120C	Ptacek 2005
YDR477W	YOR054C	Ptacek 2005
YDR477W	YGL023C	Ptacek 2005
YDR477W	YIL156W	Ptacek 2005
YDR477W	YER125W	Ptacek 2005
YDR477W	YIL107C	Ptacek 2005
YDR477W	YJL033W	Ptacek 2005
YDR477W	YKL079W	Ptacek 2005
YDR477W	YFL054C	Ptacek 2005
YDR477W	YMR165C	Ptacek 2005
YDR477W	YER024W	Ptacek 2005
YDR477W	YBR118W	Ptacek 2005
YDR477W	YER122C	Ptacek 2005
YDR477W	YDL220C	Ptacek 2005
YDR477W	YJL084C	Ptacek 2005
YDR477W	YJL110C	Ptacek 2005
YDR477W	YPR115W	Ptacek 2005
YDR477W	YFR022W	Ptacek 2005
YDR477W	YGL035C	Ptacek 2005
YDR477W	YDR312W	Ptacek 2005
YDR477W	YDR113C	Ptacek 2005
YDR477W	YLR242C	Ptacek 2005
YDR477W	YHR073W	Ptacek 2005
YDR477W	YDL025C	Ptacek 2005
YDR477W	YNL227C	Ptacek 2005
YDR477W	YMR015C	Ptacek 2005
YDR477W	YPL133C	Ptacek 2005
YDR477W	YLR265C	Ptacek 2005
YDR477W	YDR293C	Ptacek 2005
YDR477W	YOR340C	Ptacek 2005
YDR477W	YPR171W	Ptacek 2005
YDR477W	YJR019C	Ptacek 2005
YDR477W	YJL080C	Ptacek 2005
YDR477W	YIL044C	Ptacek 2005
YDR477W	YBR130C	Ptacek 2005
YDR477W	YBL061C	Ptacek 2005
YDR477W	YJL103C	Ptacek 2005
YDR477W	YPL146C	Ptacek 2005
YDR477W	YKL121W	Ptacek 2005
YDR477W	YKL008C	Ptacek 2005
YDR477W	YOR216C	Ptacek 2005
YDR477W	YKR071C	Ptacek 2005
YDR477W	YHL033C	Ptacek 2005
YDR477W	YLR150W	Ptacek 2005
YDR477W	YPR143W	Ptacek 2005
YDR477W	YMR290C	Ptacek 2005
YDR477W	YGL207W	Ptacek 2005
YDR477W	YFR010W	Ptacek 2005
YDR477W	YOR123C	Ptacek 2005
YDR477W	YIL075C	Ptacek 2005
YDR477W	YNR013C	Ptacek 2005
YDR477W	YAR014C	Ptacek 2005
YDR477W	YMR102C	Ptacek 2005
YDR477W	YLL027W	Ptacek 2005
YDR477W	YJL148W	Ptacek 2005
YDR477W	YOR198C	Ptacek 2005
YDR477W	YHR205W	Ptacek 2005
YDR477W	YLR439W	Ptacek 2005
YDR477W	YML111W	Ptacek 2005
YDR477W	YDL051W	Ptacek 2005
YDR477W	YIL112W	Ptacek 2005
YDR477W	YBR155W	Ptacek 2005
YDR477W	YHR103W	Ptacek 2005
YDR523C	YBR224W	Ptacek 2005
YDR523C	YIL103W	Ptacek 2005
YDR523C	YJR078W	Ptacek 2005
YDR523C	YGL066W	Ptacek 2005
YDR523C	YOR252W	Ptacek 2005
YDR523C	YPL246C	Ptacek 2005
YDR523C	YGR051C	Ptacek 2005
YPL042C	YJL199C	Ptacek 2005
YPL042C	YLR228C	Ptacek 2005
YPL042C	YJR130C	Ptacek 2005
YPL042C	YGR051C	Ptacek 2005
YPL042C	YLR467W	Ptacek 2005
YPL042C	YGL066W	Ptacek 2005
YPL042C	YOR042W	Ptacek 2005
YPL042C	YOL092W	Ptacek 2005
YPL042C	YPL246C	Ptacek 2005
YPL042C	YNL186W	Ptacek 2005
YCR073C	YOR018W	Ptacek 2005
YCR073C	YPL251W	Ptacek 2005
YCR073C	YHL020C	Ptacek 2005
YCR073C	YDR023W	Ptacek 2005
YCR073C	YDR524C	Ptacek 2005
YCR073C	YDR007W	Ptacek 2005
YCR073C	YPL217C	Ptacek 2005
YCR073C	YAR019C	Ptacek 2005
YCR073C	YJL089W	Ptacek 2005
YCR073C	YCL043C	Ptacek 2005
YCR073C	YHR157W	Ptacek 2005
YCR073C	YDL056W	Ptacek 2005
YCR073C	YML096W	Ptacek 2005
YCR073C	YDL125C	Ptacek 2005
YCR073C	YMR165C	Ptacek 2005
YCR073C	YCR049C	Ptacek 2005
YCR073C	YJL108C	Ptacek 2005
YCR073C	YNL284C-A	Ptacek 2005
YCR073C	YGL134W	Ptacek 2005
YLR362W	YJR059W	Ptacek 2005
YLR362W	YOL016C	Ptacek 2005
YHL007C	YML080W	Ptacek 2005
YHL007C	YDR023W	Ptacek 2005
YHL007C	YOR177C	Ptacek 2005
YHL007C	YPR032W	Ptacek 2005
YHL007C	YOL098C	Ptacek 2005
YHL007C	YMR165C	Ptacek 2005
YHL007C	YKR040C	Ptacek 2005
YHL007C	YBR273C	Ptacek 2005
YHL007C	YNL101W	Ptacek 2005
YHL007C	YNL272C	Ptacek 2005
YHL007C	YGL245W	Ptacek 2005
YHL007C	YNL022C	Ptacek 2005
YHL007C	YBR063C	Ptacek 2005
YHL007C	YML083C	Ptacek 2005
YHL007C	YDL149W	Ptacek 2005
YHL007C	YDL153C	Ptacek 2005
YHL007C	YBR122C	Ptacek 2005
YHL007C	YPL217C	Ptacek 2005
YHL007C	YOR113W	Ptacek 2005
YHL007C	YER098W	Ptacek 2005
YHL007C	YCR073W-A	Ptacek 2005
YHL007C	YOR208W	Ptacek 2005
YHL007C	YDR026C	Ptacek 2005
YHL007C	YBR086C	Ptacek 2005
YHL007C	YAL028W	Ptacek 2005
YHL007C	YBR108W	Ptacek 2005
YHL007C	YBR071W	Ptacek 2005
YHL007C	YNR019W	Ptacek 2005
YHL007C	YHR131C	Ptacek 2005
YHL007C	YDL070W	Ptacek 2005
YHL007C	YDR037W	Ptacek 2005
YHL007C	YDR251W	Ptacek 2005
YHL007C	YBL011W	Ptacek 2005
YHL007C	YGR276C	Ptacek 2005
YHL007C	YBR102C	Ptacek 2005
YHL007C	YMR053C	Ptacek 2005
YHL007C	YER090W	Ptacek 2005
YHL007C	YGR159C	Ptacek 2005
YHL007C	YGL207W	Ptacek 2005
YHL007C	YER122C	Ptacek 2005
YHL007C	YEL058W	Ptacek 2005
YHL007C	YPR091C	Ptacek 2005
YHL007C	YLR314C	Ptacek 2005
YHL007C	YDR293C	Ptacek 2005
YHL007C	YBL085W	Ptacek 2005
YHL007C	YBR154C	Ptacek 2005
YHL007C	YAL020C	Ptacek 2005
YHL007C	YBL014C	Ptacek 2005
YHL007C	YBR042C	Ptacek 2005
YHL007C	YDR330W	Ptacek 2005
YHL007C	YML037C	Ptacek 2005
YHL007C	YDL027C	Ptacek 2005
YHL007C	YLR293C	Ptacek 2005
YHL007C	YNL027W	Ptacek 2005
YHL007C	YOR092W	Ptacek 2005
YHL007C	YOR028C	Ptacek 2005
YHL007C	YOL112W	Ptacek 2005
YHL007C	YML096W	Ptacek 2005
YHL007C	YHL024W	Ptacek 2005
YHL007C	YCR100C	Ptacek 2005
YHL007C	YOL139C	Ptacek 2005
YHL007C	YOR232W	Ptacek 2005
YHL007C	YIL156W	Ptacek 2005
YHL007C	YOL091W	Ptacek 2005
YHL007C	YAL042W	Ptacek 2005
YHL007C	YGR108W	Ptacek 2005
YHL007C	YBR130C	Ptacek 2005
YHL007C	YER063W	Ptacek 2005
YHL007C	YNL173C	Ptacek 2005
YHL007C	YBR200W	Ptacek 2005
YJL187C	YHR090C	Ptacek 2005
YJL187C	YMR039C	Ptacek 2005
YJL187C	YHR182W	Ptacek 2005
YJL187C	YNL277W	Ptacek 2005
YJL187C	YGL100W	Ptacek 2005
YJL187C	YLR309C	Ptacek 2005
YJL187C	YBL047C	Ptacek 2005
YJL187C	YGL209W	Ptacek 2005
YJL187C	YGR038W	Ptacek 2005
YJL187C	YGR100W	Ptacek 2005
YJL187C	YAR014C	Ptacek 2005
YJL187C	YGR153W	Ptacek 2005
YJL187C	YDL070W	Ptacek 2005
YJL187C	YKL160W	Ptacek 2005
YJL187C	YNL192W	Ptacek 2005
YJL187C	YDR316W	Ptacek 2005
YJL187C	YFR021W	Ptacek 2005
YJL187C	YGL079W	Ptacek 2005
YJL187C	YDL115C	Ptacek 2005
YJL187C	YNL145W	Ptacek 2005
YJL187C	YDR054C	Ptacek 2005
YJL187C	YNL272C	Ptacek 2005
YJL187C	YDR312W	Ptacek 2005
YJL187C	YMR165C	Ptacek 2005
YJL187C	YKR079C	Ptacek 2005
YJL187C	YLR132C	Ptacek 2005
YJL187C	YHR142W	Ptacek 2005
YJL187C	YHR133C	Ptacek 2005
YJL187C	YMR205C	Ptacek 2005
YJL187C	YDR330W	Ptacek 2005
YJL187C	YER122C	Ptacek 2005
YJL187C	YDL230W	Ptacek 2005
YJL187C	YLL043W	Ptacek 2005
YJL187C	YPR137CA	Ptacek 2005
YJL187C	YCR064C	Ptacek 2005
YJL187C	YGR240C	Ptacek 2005
YJL187C	YHR156C	Ptacek 2005
YJL187C	YBL011W	Ptacek 2005
YJL187C	YNL227C	Ptacek 2005
YJL187C	YIL148W	Ptacek 2005
YJL187C	YKR071C	Ptacek 2005
YJL187C	YML037C	Ptacek 2005
YJL187C	YFR038W	Ptacek 2005
YJL187C	YKL051W	Ptacek 2005
YJL187C	YER079W	Ptacek 2005
YJL187C	YPR152C	Ptacek 2005
YJL187C	YER024W	Ptacek 2005
YJL187C	YNL125C	Ptacek 2005
YJL187C	YFR029W	Ptacek 2005
YJL187C	YLR055C	Ptacek 2005
YJL187C	YPR024W	Ptacek 2005
YJL187C	YKL042W	Ptacek 2005
YJL187C	YPR082C	Ptacek 2005
YJL187C	YOR101W	Ptacek 2005
YJL187C	YIL077C	Ptacek 2005
YJL187C	YDR034CC	Ptacek 2005
YJL187C	YIL034C	Ptacek 2005
YJL187C	YLL028W	Ptacek 2005
YJL187C	YBL095W	Ptacek 2005
YJL187C	YDR328C	Ptacek 2005
YJL187C	YOR340C	Ptacek 2005
YJL187C	YBR231C	Ptacek 2005
YJL187C	YAL028W	Ptacek 2005
YJL187C	YGL207W	Ptacek 2005
YJL187C	YPL181W	Ptacek 2005
YJL187C	YDR443C	Ptacek 2005
YJL187C	YPR139C	Ptacek 2005
YJL187C	YLR350W	Ptacek 2005
YJL187C	YCL029C	Ptacek 2005
YJL187C	YPL257WA	Ptacek 2005
YJL187C	YLR231C	Ptacek 2005
YJL187C	YEL012W	Ptacek 2005
YJL187C	YJR092W	Ptacek 2005
YJL187C	YGR017W	Ptacek 2005
YJL187C	YLL008W	Ptacek 2005
YJL187C	YNL186W	Ptacek 2005
YJL187C	YNL206C	Ptacek 2005
YJL187C	YNL212W	Ptacek 2005
YJL187C	YMR173W	Ptacek 2005
YJL187C	YKL121W	Ptacek 2005
YJL187C	YBL057C	Ptacek 2005
YJL187C	YOR123C	Ptacek 2005
YJL187C	YLL022C	Ptacek 2005
YJL187C	YMR049C	Ptacek 2005
YJL187C	YDR145W	Ptacek 2005
YJL187C	YBR264C	Ptacek 2005
YJL187C	YOR141C	Ptacek 2005
YJL187C	YPL023C	Ptacek 2005
YJL187C	YNL066W	Ptacek 2005
YJL187C	YLR215C	Ptacek 2005
YJL187C	YBL061C	Ptacek 2005
YJL187C	YLR125W	Ptacek 2005
YJL187C	YPL236C	Ptacek 2005
YJL187C	YOR078W	Ptacek 2005
YJL187C	YIL107C	Ptacek 2005
YJL187C	YOR254C	Ptacek 2005
YJL187C	YGL105W	Ptacek 2005
YJL187C	YKR092C	Ptacek 2005
YJL187C	YOR239W	Ptacek 2005
YJL187C	YML045WA	Ptacek 2005
YJL187C	YIL091C	Ptacek 2005
YJL187C	YKR094C	Ptacek 2005
YJL187C	YKL181W	Ptacek 2005
YJL187C	YDR229W	Ptacek 2005
YJL187C	YDR346C	Ptacek 2005
YJL187C	YER027C	Ptacek 2005
YJL187C	YNL027W	Ptacek 2005
YJL187C	YHL024W	Ptacek 2005
YJL187C	YGR038CA	Ptacek 2005
YJL187C	YER116C	Ptacek 2005
YJL187C	YGR159C	Ptacek 2005
YJL187C	YGL056C	Ptacek 2005
YJL187C	YGR167W	Ptacek 2005
YJL187C	YIR003W	Ptacek 2005
YJL187C	YJL084C	Ptacek 2005
YGL179C	YDR169C	Ptacek 2005
YGL179C	YHR073W	Ptacek 2005
YGL179C	YPL139C	Ptacek 2005
YGL179C	YGR167W	Ptacek 2005
YGL179C	YGL056C	Ptacek 2005
YGL179C	YPL222W	Ptacek 2005
YGL179C	YOR141C	Ptacek 2005
YGL179C	YMR165C	Ptacek 2005
YGL179C	YPR083W	Ptacek 2005
YGL179C	YHR205W	Ptacek 2005
YGL179C	YJR076C	Ptacek 2005
YGL179C	YJL084C	Ptacek 2005
YGL179C	YKL121W	Ptacek 2005
YGL179C	YIL156W	Ptacek 2005
YGL179C	YNL192W	Ptacek 2005
YGL179C	YIR003W	Ptacek 2005
YGL179C	YKR009C	Ptacek 2005
YGL179C	YIL091C	Ptacek 2005
YGL179C	YMR304W	Ptacek 2005
YGL179C	YLR231C	Ptacek 2005
YGL179C	YER131W	Ptacek 2005
YGL179C	YNL186W	Ptacek 2005
YGL179C	YNL277W	Ptacek 2005
YGL179C	YKR071C	Ptacek 2005
YGL179C	YKL093W	Ptacek 2005
YGL179C	YPL236C	Ptacek 2005
YGL179C	YNL027W	Ptacek 2005
YGL179C	YLR257W	Ptacek 2005
YGL179C	YPR115W	Ptacek 2005
YGL179C	YPR035W	Ptacek 2005
YGL179C	YDL115C	Ptacek 2005
YGL179C	YJR092W	Ptacek 2005
YGL179C	YLR276C	Ptacek 2005
YGL179C	YGR276C	Ptacek 2005
YGL179C	YNL293W	Ptacek 2005
YGL179C	YDL070W	Ptacek 2005
YGL179C	YGR038W	Ptacek 2005
YGL179C	YGR126W	Ptacek 2005
YGL179C	YAR014C	Ptacek 2005
YGL179C	YMR304C-A	Ptacek 2005
YGL179C	YPL117C	Ptacek 2005
YGL179C	YGL153W	Ptacek 2005
YGL179C	YOL130W	Ptacek 2005
YGL179C	YMR205C	Ptacek 2005
YGL179C	YFR021W	Ptacek 2005
YGL179C	YLR055C	Ptacek 2005
YGL179C	YMR081C	Ptacek 2005
YGL179C	YOL072W	Ptacek 2005
YGL179C	YKL197C	Ptacek 2005
YGL179C	YKR090W	Ptacek 2005
YGL179C	YNL021W	Ptacek 2005
YGL179C	YHL024W	Ptacek 2005
YGL179C	YGR135W	Ptacek 2005
YGL179C	YGR153W	Ptacek 2005
YGL179C	YGL035C	Ptacek 2005
YGL179C	YLR030W	Ptacek 2005
YGL179C	YCL043C	Ptacek 2005
YGL179C	YHR028C	Ptacek 2005
YGL179C	YER072W	Ptacek 2005
YGL179C	YPR135W	Ptacek 2005
YGL179C	YNL094W	Ptacek 2005
YGL179C	YJL146W	Ptacek 2005
YGL179C	YLR150W	Ptacek 2005
YGL179C	YOR251C	Ptacek 2005
YGL179C	YPL133C	Ptacek 2005
YGL179C	YHR214C-C	Ptacek 2005
YGL179C	YKL206C	Ptacek 2005
YGL179C	YIL084C	Ptacek 2005
YGL179C	YLR350W	Ptacek 2005
YGL179C	YHR137W	Ptacek 2005
YGL179C	YKR092C	Ptacek 2005
YGL179C	YKL042W	Ptacek 2005
YGL179C	YNL066W	Ptacek 2005
YGL179C	YIL107C	Ptacek 2005
YGL179C	YHR090C	Ptacek 2005
YGL179C	YDR229W	Ptacek 2005
YGL179C	YML045W-A	Ptacek 2005
YGL179C	YKR079C	Ptacek 2005
YGL179C	YOL082W	Ptacek 2005
YGL179C	YLL008W	Ptacek 2005
YJL164C	YML048W	Ptacek 2005
YJL164C	YKL181W	Ptacek 2005
YJL164C	YPR152C	Ptacek 2005
YJL164C	YHR117W	Ptacek 2005
YJL164C	YHL013C	Ptacek 2005
YJL164C	YNR013C	Ptacek 2005
YJL164C	YGR058W	Ptacek 2005
YJL164C	YHR073W	Ptacek 2005
YJL164C	YEL032W	Ptacek 2005
YJL164C	YLR244C	Ptacek 2005
YJL164C	YPL077C	Ptacek 2005
YJL164C	YDL025C	Ptacek 2005
YJL164C	YBR164C	Ptacek 2005
YJL164C	YMR165C	Ptacek 2005
YJL164C	YJL218W	Ptacek 2005
YJL164C	YLR259C	Ptacek 2005
YJL164C	YOR239W	Ptacek 2005
YJL164C	YNL112W	Ptacek 2005
YJL164C	YKL146W	Ptacek 2005
YJL164C	YGR038C-A	Ptacek 2005
YJL164C	YNL149C	Ptacek 2005
YJL164C	YDR239C	Ptacek 2005
YJL164C	YKR048C	Ptacek 2005
YJL164C	YLR216C	Ptacek 2005
YJL164C	YKR084C	Ptacek 2005
YJL164C	YJL110C	Ptacek 2005
YJL164C	YJL146W	Ptacek 2005
YJL164C	YLR150W	Ptacek 2005
YJL164C	YOL070C	Ptacek 2005
YJL164C	YHR214C-C	Ptacek 2005
YJL164C	YAL038W	Ptacek 2005
YJL164C	YMR304W	Ptacek 2005
YJL164C	YPL100W	Ptacek 2005
YJL164C	YBR042C	Ptacek 2005
YJL164C	YLL018C	Ptacek 2005
YJL164C	YDR312W	Ptacek 2005
YJL164C	YBR028C	Ptacek 2005
YJL164C	YBL061C	Ptacek 2005
YJL164C	YAL039C	Ptacek 2005
YJL164C	YCR073W-A	Ptacek 2005
YJL164C	YGR249W	Ptacek 2005
YJL164C	YLR319C	Ptacek 2005
YJL164C	YDL223C	Ptacek 2005
YJL164C	YMR210W	Ptacek 2005
YJL164C	YDR153C	Ptacek 2005
YJL164C	YMR290C	Ptacek 2005
YJL164C	YPL123C	Ptacek 2005
YJL164C	YGL043W	Ptacek 2005
YJL164C	YFR038W	Ptacek 2005
YJL164C	YNL186W	Ptacek 2005
YJL164C	YNL245C	Ptacek 2005
YJL164C	YBR108W	Ptacek 2005
YJL164C	YFR017C	Ptacek 2005
YJL164C	YIL074C	Ptacek 2005
YJL164C	YBR130C	Ptacek 2005
YJL164C	YDR001C	Ptacek 2005
YJL164C	YGL254W	Ptacek 2005
YJL164C	YNL027W	Ptacek 2005
YJL164C	YDL070W	Ptacek 2005
YJL164C	YNL136W	Ptacek 2005
YJL164C	YER125W	Ptacek 2005
YJL164C	YBL055C	Ptacek 2005
YJL164C	YOR198C	Ptacek 2005
YJL164C	YLR363C	Ptacek 2005
YJL164C	YMR196W	Ptacek 2005
YJL164C	YMR182C	Ptacek 2005
YJL164C	YJL141C	Ptacek 2005
YJL164C	YLR022C	Ptacek 2005
YJL164C	YOR162C	Ptacek 2005
YJL164C	YPL181W	Ptacek 2005
YJL164C	YLR410W-A	Ptacek 2005
YJL164C	YIL075C	Ptacek 2005
