kinase	substrate	marker	q	gps	biogrid	fasolo	parca	fiedler	EMAP	yeastkid	netphorest	networkin	networkin STRING	networkin_biogrid	activation	binding	catalysis	expression	inhibition	ptmod	reaction	undirected	ptacek	n_datasets	goldstandard1	goldstandard2	goldstandard3	goldstandard4
YNL020C	YDL047W	0.00290731014344192	0.420941163154352	0.000158						0.179598	0.069222	0.447	0.294	0.1071										5				
YNL020C	YDL079C	0.0201430303276419	0.0611960002520837	0.000247							0.102972	0.494	0.1287	0.4255										4				
YNL020C	YDL101C	-0.018048878315404	0.0841530454985586	0.000191							0.208632	1.4505	0.2066	1.4505										4				
YNL020C	YDL108W	0.0272621754078192	0.0177332103673506	0.000192							0.139817	0.5389	0.1591	0.1052								309		5				
YNL020C	YDL127W	0	0.481425639536617	0.000236							0.116946	0.5241	0.1788											3				
YNL020C	YDL134C	-0.0265684473908481	0.0202597104415141	0.000191							0.158196	0.6161	0.1721	0.0964										4				
YNL020C	YDL159W	0.032075818488401	0.00662961020179783	0.000204							0.156428	0.6234	0.218	0.2609										4				
YNL020C	YDL188C	0.0242244335376583	0.0311165342217682	0.000173							0.096192	0.4733	0.1721	0.1125										4				
YNL020C	YDL214C	0.0238334242442496	0.0333316134855398	0.000236							0.136056	0.5364	0.141	0.4905								200		5				
YNL020C	YDL230W	0	0.481425639536617	0.000172							0.101726	0.4902	0.1421											3				
YNL020C	YDL236W	0.0291333021963778	0.01231536318964	0.000232							0.117996	0.5248	0.0891	0.1048										4				
YNL020C	YDR028C	0.0455570436049136	0.000181363602916892	0.000202							0.208885	1.4779	0.2153	1.4779										4				
YNL020C	YDR067C	0.0236813388706908	0.0342207129934278	0.000195							0.095827	0.7266	0.4233	0.5758										4				
YNL020C	YDR122W	0.0247463229038637	0.0284391814418953	0.000209							0.174984	0.6603	0.1871	0.6393										4				
YNL020C	YDR195W	0.0258638262287636	0.0231965235271935	0.000211							0.182633	0.7335	0.2605	0.2161										4				
YNL020C	YDR247W	-0.0392311070630034	0.00115661616172589	0.000201							0.120586	0.5265	0.1363	0.3264										4				
YNL020C	YDR283C	-0.0171510393150215	0.095589376203298	0.000267							0.169294	0.8723	0.3918	0.7222										4				
YNL020C	YDR422C	-0.0362376964389602	0.00249522437190028	0.000249							0.166143	0.6465	0.1171	0.6465								184		5				
YNL020C	YDR436W	-0.0268551024863899	0.0191644409854235	0.000222							0.205079	1.2862	0.2117	1.2862										4				
YNL020C	YDR466W	0.0538361497854495	1.1032465179906e-05	0.000188							0.172038	0.658	0.16	0.3962										4				
YNL020C	YDR477W	0.0255595335691709	0.0245287261685441	0.000232							0.121637	0.5271	0.1824	0.4586										4				
YNL020C	YDR481C	0.00962581649381973	0.251492697920494	0.000208							0.123342	0.5282	0.1282	0.2603										4				
YNL020C	YDR490C	-0.0373034267715511	0.00192702516315104	0.000238							0.170323	0.6568	0.1967	0.4501										4				
YNL020C	YDR507C	0.009801980767459	0.246930105831779	0.000216							0.155541	0.606	0.1978	0.5556										4				
YNL020C	YDR523C	0.0311665092189113	0.00802969658198544	0.000176							0.105692	0.5023	0.1267	0.2687								252		5				
YNL020C	YER027C	-0.0175812602991153	0.0900269950851558	0.000223							0.113961	0.5393	0.2245	0.5393										4				
YNL020C	YER054C	-0.0235189578567029	0.0351862607766526	0.000181							0.194728	1.1553	0.2673	1.1553										4				
YNL020C	YER075C	0.0157986577538956	0.115118615156037	0.000242							0.151364	0.6181	0.2741	0.6181								561		5				
YNL020C	YER089C	-0.0236696796103919	0.0342892459405896	0.000248							0.136421	0.5367	0.1838	0.4682								485		5				
YNL020C	YER123W	-0.0283356050185744	0.0144080024856744	0.000222							0.138089	0.6616	0.3545	0.64								235		5				
YNL020C	YER129W	-0.0232784545063294	0.0366675514736755	0.000221							0.179686	0.6638	0.1452	0.5339										4				
YNL020C	YER133W	-0.0328673771389794	0.00555055498548664	0.000222							0.078889	0.7966	0.4691	0.6081								211		5				
YNL020C	YER134C	0.0239066065047851	0.0329070947612184	0.000200							0.063392	0.3444	0.0912	0.0866										4				
YNL020C	YER139C	0.00773110340422666	0.301076723896653	0.000208							0.124775	0.5292	0.0978	0.0667										4				
YNL020C	YFL029C	0.0376901598717632	0.00174493559175311	0.000226						0.179598	0.101134	0.5747	0.29	0.1038								253		6				
YNL020C	YFL033C	-0.028942337289201	0.0127934224588413	0.000243							0.233454	2.1801	0.178	2.1801										4				
YNL020C	YFL034C-B	-0.0386073363707891	0.00136796765273754	0.000174							0.091252	0.4582	0.1431	0.4582										4				
YNL020C	YFR014C	-0.0364324829935408	0.00237771609980444	0.000206							0.095029	0.4697	0.1938	0.2988										4				
YNL020C	YFR028C	-0.0363446406660807	0.00242976828125452	0.000238							0.172237	0.6582	0.2015	0.6043										4				
YNL020C	YGL019W	0.0218217485732062	0.0468217505189684	0.000176							0.091359	0.4585	0.1819	0.4585										4				
YNL020C	YGL021W	-0.0205417682637982	0.0575486433093023	0.000193							0.250236	3.2035	0.1008	3.2035										4				1
YNL020C	YGL059W	-0.00903918737791457	0.266775350659139	0.000202							0.101515	0.4895	0.0891	0.1172										4				
YNL020C	YGL083W	-0.0251291092128985	0.0265484999033451	0.000203							0.206762	1.3762	0.1229	0.2618								323		5				
YNL020C	YGL115W	0.0274081883398994	0.0172517676593217	0.000202							0.100037	0.485	0.1415	0.3762										4				
YNL020C	YGL119W	0.0202362920306963	0.0603127767765351	0.000199							0.217414	1.7522	0.1028	0.2689										4				
YNL020C	YGL134W	-0.0369756350914596	0.00208810733199753	0.000200							0.152009	0.5571	0.1274	0.1227										4				
YNL020C	YGL158W	0.0281895191547865	0.0148223660250067	0.000204						0.179598	0.084473	0.4375	0.1549	0.4324										5				
YNL020C	YGL179C	0.0300516487462338	0.0101600818336141	0.000237							0.167423	0.6514	0.1513	0.5099										4				
YNL020C	YGL180W	-0.0180827890588811	0.0837387513243555	0.000206							0.148566	0.5445	0.1751	0.5269										4				
YNL020C	YGL190C	0.0346861534297159	0.00365020031319921	0.000224							0.133978	0.6999	0.3885	0.4131										4				
YNL020C	YGL208W	-0.0187864567478923	0.0753694778700248	0.000233							0.159875	0.6225	0.1646	0.4375										4				
YNL020C	YGR040W	0.0236972150624051	0.0341274767779418	0.000237							0.195927	1.2163	0.2731	0.118										4				
YNL020C	YGR052W	0.0293170897297267	0.011863491159875	0.000193							0.17532	0.6605	0.1008	0.2688										4				
YNL020C	YGR092W	0.0156472280098152	0.117477486452865	0.000202							0.173307	0.6802	0.2241	0.6799								230		5				
YNL020C	YGR109C	0	0.481425639536617	0.000221							0.140935	0.5396	0.1618											3				
YNL020C	YGR123C	0	0.481425639536617	0.000179							0.107989	0.5093	0.1796											3				
YNL020C	YGR188C	-0.0155731961768045	0.118638575551756	0.000231							0.121144	0.5304	0.2069	0.3649										4				
YNL020C	YGR262C	0.0344792536981707	0.00383056631411737	0.000166							0.139266	0.567	0.2382	0.4801										4				
YNL020C	YHL007C	-0.0312861587494609	0.00782486473434193	0.000209							0.211569	1.9204	0.3392	0.606										4				
YNL020C	YHR004C	0.0245777701532017	0.0292898923094375	0.000210							0.127492	0.5309	0.1303	0.5001										4				
YNL020C	YHR030C	0.0169832722621596	0.0978275026217261	0.000187							0.098228	0.6623	0.3996	0.6526										4				
YNL020C	YHR071W	0.0175904476688766	0.0899102226767729	0.000196							0.095272	0.4704	0.1271	0.1091										4				
YNL020C	YHR079C	-0.0333444873468942	0.0049756357356064	0.000189							0.148625	0.6022	0.2708	0.4028										4				
YNL020C	YHR082C	0.017624954288319	0.089472084652013	0.000156							0.187023	0.8271	0.1144	0.536										4				
YNL020C	YHR102W	-0.0395406857571836	0.00106144071537693	0.000185							0.181904	0.6655	0.2023	0.3099										4				
YNL020C	YHR135C	0.0255892167807449	0.0243967354177569	0.000255							0.161728	0.7771	0.3693	0.7771								326		5				
YNL020C	YHR205W	0.0367125703397753	0.00222128724584242	0.000201							0.142405	0.5405	0.1853	0.5405										4				
YNL020C	YIL035C	0	0.481425639536617	0.000233							0.118401	0.5251	0.1596											3				
YNL020C	YIL042C	0	0.481425639536617	0.000199							0.123165	0.5281	0.0613											3				
YNL020C	YIL095W	-0.0111896982786555	0.211666960010022	0.000227						1.851706	0.22319	64.9098	0.98	64.9098								617		6				
YNL020C	YIL106W	0.0241655136210572	0.0314427044217208	0.000205							0.068114	0.3746	0.1483	0.3148										4				
YNL020C	YIL113W	0.0193379853644888	0.0694181041952594	0.000156							0.140762	0.5395	0.1563	0.0664										4				
YNL020C	YIL147C	-0.0230821420493782	0.0379305549396152	0.000239							0.146752	0.6646	0.3282	0.6285										4				
YNL020C	YIR026C	-0.0343963830492382	0.00390389010714582	0.000165							0.136493	0.5367	0.1565	0.5367										4				
YNL020C	YJL006C	0	0.481425639536617	0.000171							0.130261	0.5327	0.1425											3				
YNL020C	YJL013C	0.0169538549909866	0.0982295887227467	0.000198							0.15817	0.616	0.1468	0.3886										4				
YNL020C	YJL057C	-0.0234766566059675	0.0354450602046817	0.000216							0.160662	0.6255	0.1092	0.6255								353		5				
YNL020C	YJL095W	0.0194890901772734	0.0678224823337013	0.000222							0.2237	2.0914	0.2562	0.5821										4				
YNL020C	YJL106W	-0.0283207405169465	0.0144494902107018	0.000199							0.161519	0.6288	0.1387	0.1152										4				
YNL020C	YJL128C	0.0238597938349744	0.0331783946385304	0.000214						1.60644	0.189334	1.0765	0.342	1.0765										5				
YNL020C	YJL141C	0.0415605688094597	0.000605761344189736	0.000221							0.180274	0.6642	0.1602	0.597								218		5				
YNL020C	YJL164C	-0.0259490165160539	0.0228297745190151	0.000205							0.164553	0.6528	0.2155	0.2741								265		5				
YNL020C	YJL165C	-0.00135533408223309	0.454605802599158	0.000212							0.216708	1.7614	0.2136	1.7614								610		5				
YNL020C	YJL187C	-0.0174894821259239	0.0911970578741218	0.000219							0.140669	0.6602	0.3314	0.659										4				
YNL020C	YJR059W	0.0290690128243803	0.012475301358964	0.000199							0.173292	0.6782	0.2221	0.6782										4				
YNL020C	YJR066W	-0.0217074588655439	0.0477197498046693	0.000209							0.211516	1.6832	0.2544	0.112								258		5				
YNL020C	YKL025C	-0.0230342828445468	0.0382463871772453	0.000213							0.111493	0.5459	0.2361	0.3532										4				
YNL020C	YKL048C	0.0141908889886548	0.142440352298194	0.000172							0.177058	0.6618	0.1607	0.6618										4				
YNL020C	YKL101W	0.0336554409755736	0.00462659719135152	0.000213							0.154627	0.7328	0.3032	0.651								189		5				
YNL020C	YKL116C	0.0284648850855179	0.0140491516116063	0.000229							0.183471	0.6965	0.1448	0.2237								220		5				
YNL020C	YKL126W	0.0292112315506751	0.0121227388008831	0.000244							0.138046	0.6566	0.3206	0.6566										4				
YNL020C	YKL139W	0.0200376140380178	0.0622199088024759	0.000205							0.190109	0.8865	0.1493	0.3743								183		5				
YNL020C	YKL161C	0.0167271280033808	0.101357186654465	0.000168							0.076092	0.3877	0.1561	0.235										4				
YNL020C	YKL166C	-0.0176197299060898	0.0895383744240323	0.000176							0.164553	0.6809	0.2452	0.5837								261		5				
YNL020C	YKL168C	-0.0108579982585746	0.219963855043532	0.000219							0.1734	0.6591	0.1551	0.6591										4				
YNL020C	YKL171W	0.0214273416746526	0.0499752362757846	0.000213							0.148369	0.5444	0.1374	0.5444								154		5	0			
YNL020C	YKL190W	0	0.481425639536617	0.000157							0.177823	0.6971	0.2378											3				
YNL020C	YKL198C	0.0108173695077533	0.220986595347379	0.000254							0.169923	0.6565	0.1792	0.3867										4				
YNL020C	YKL203C	0.0284995939099911	0.0139534274368029	0.000224							0.211516	1.9009	0.3024	0.608										4				
YNL020C	YLL010C	-0.0194639152787028	0.0680873241421724	0.000207							0.12593	0.5299	0.1287	0.269										4				
YNL020C	YLL019C	-0.0230715911649676	0.038000087644674	0.000215							0.129617	0.5323	0.1557	0.5323								278		5				
YNL020C	YLR019W	-0.0259346098788392	0.0228916201715957	0.000156							0.168274	0.6546	0.1008	0.115										4				
YNL020C	YLR096W	-0.0242117632198551	0.0311865577280267	0.000266							0.174823	0.7237	0.2676	0.6334								156		5				
YNL020C	YLR113W	-0.0100766910537341	0.239846696594863	0.000186							0.153384	0.7114	0.342	0.7114										4				
YNL020C	YLR210W	0.0280633647980706	0.0151910353149489	0.000202							0.187214	0.838	0.1618	0.0965										4				
YNL020C	YLR226W	-0.0326823669211008	0.00579431360851371	0.000180							0.105497	0.5017	0.1537	0.196										4				
YNL020C	YLR240W	0.0570727005494268	3.31599821033562e-06	0.000201							0.098385	0.5886	0.3397	0.1379										4				
YNL020C	YLR248W	0.0272191966724018	0.0178800573699578	0.000233							0.188259	0.8631	0.1572	0.474										4				
YNL020C	YLR362W	-0.0238563881001213	0.0331981675088945	0.000219							0.135816	0.6579	0.342	0.5303										4				
YNL020C	YLR433C	0.0255335346303551	0.0246445636457097	0.000228							0.099256	0.5083	0.2383	0.0928								234		5				
YNL020C	YML016C	0.0156056742779003	0.118128756841122	0.000191							0.175945	0.9553	0.4092	0.9421										4				
YNL020C	YML057W	-0.0267966398356928	0.0193770735976227	0.000207							0.207159	1.4624	0.2376	0.2827								234		5				
YNL020C	YML112W	0.033448739336692	0.00485635419637281	0.000204							0.10302	0.4941	0.1236	0.3933										4				
YNL020C	YMR001C	-0.0364644022233017	0.00235902576659885	0.000181							0.184689	0.7409	0.1648	0.5258										4				
YNL020C	YMR036C	-0.0324784695477424	0.00606897024723265	0.000174							0.168109	0.7954	0.3027	0.4563										4				
YNL020C	YMR104C	-0.0236522840327225	0.0343915931821338	0.000249							0.125038	0.5293	0.1695	0.4644								349		5				
YNL020C	YMR139W	-0.0172289716169049	0.0945698161278763	0.000208							0.085788	0.4415	0.1297	0.4415								274		5				
YNL020C	YMR216C	0.0307633980259875	0.00875043016547842	0.000203							0.171525	0.6577	0.1948	0.6363										4				
YNL020C	YMR277W	0.0429455773747537	0.000405147009460387	0.000214							0.194246	1.0488	0.165	0.0814										4				
YNL020C	YMR291W	0.0153520231429491	0.122179960074552	0.000219							0.185376	0.7535	0.1218	0.6652										4				
YNL020C	YNL025C	0	0.481425639536617	0.000170							0.056276	0.3476	0.2838											3				
YNL020C	YNL032W	-0.0414430852847208	0.00062726919092653	0.000157						1.1463	0.193668	8.8092	0.827	0.5243								497		6				
YNL020C	YNL053W	-0.0430600860061874	0.000392351858077621	0.000194						-0.217601	0.143743	0.6451	0.294	0.6451										5	0	0		
YNL020C	YNL056W	-0.0167307378534937	0.101306863517105	0.000130							0.067635	0.6545	0.4549	0.4661										4				
YNL020C	YNL099C	-0.0175658749589955	0.0902226549593136	0.000232							0.235636	4.0017	0.4549	0.2696										4				
YNL020C	YNL154C	-0.0284357209394361	0.0141297894621885	0.000241							0.170367	5.3109	0.825	3.031								646		5				
YNL020C	YNL161W	-0.0278363224007369	0.0158713691988544	0.000198							0.180387	0.686	0.2245	0.5205								175		5				
YNL020C	YNL183C	0.02544437060111	0.0250501258567349	0.000204							0.209584	1.8224	0.3753	1.8224										4				
YNL020C	YNL201C	0	0.481425639536617	0.000215							0.155617	0.6062	0.1385											3				
YNL020C	YNL207W	-0.0244644584706606	0.029866843969113	0.000223							0.20253	1.2103	0.1558	0.521										4				
YNL020C	YNL222W	0.0265316575058635	0.0204063435851265	0.000159							0.065353	0.3633	0.1835	0.2688										4				
YNL020C	YNL289W	-0.032096062323863	0.00660091147857539	0.000221							0.215739	1.7234	0.1974	0.0684										4				
YNL020C	YNL298W	-0.0267330865424389	0.0196126850676067	0.000207							0.123234	0.8061	0.4214	0.702								192		5				
YNL020C	YNL307C	-0.0363646239781951	0.0024178639330165	0.000217							0.127532	0.5309	0.1321	0.2637								204		5				
YNL020C	YNR031C	-0.0196428338547596	0.0662140182420519	0.000197							0.171019	0.8062	0.3406	0.6555								330		5				
YNL020C	YNR047W	-0.0171399057554464	0.0957352990184779	0.000200							0.212845	1.6611	0.2095	0.5944								228		5				
YNL020C	YOL001W	-0.0192873024366398	0.0699564589728123	0.000180							0.12276	0.5279	0.1214	0.3961										4				
YNL020C	YOL016C	-0.0280568713574273	0.0152101096436166	0.000216							0.079962	0.4237	0.1967	0.4237								160		5				
YNL020C	YOL045W	0.0206475402103518	0.0566035675803465	0.000231							0.137561	0.5374	0.1272	0.5274										4				
YNL020C	YOL100W	-0.0248073218789501	0.0281336350092206	0.000194							0.197813	1.1396	0.1967	1.1396										4				
YNL020C	YOL113W	-0.0416575749652126	0.000588418998825586	0.000208							0.202591	1.2112	0.1667	0.3543										4				
YNL020C	YOL128C	-0.0278986911698535	0.0156777028581953	0.000207							0.113907	0.5222	0.0891	0.1597										4				
YNL020C	YOR014W	0.0506469767218453	3.48047131891778e-05	0.000201							0.180453	0.8086	0.3064	0.5821										4				
YNL020C	YOR039W	-0.014407734818992	0.138392411736474	0.000150							0.125911	0.5299	0.1596	0.0877										4				
YNL020C	YOR043W	0.025278775386267	0.0258310257324762	0.000190							0.134262	0.5755	0.2532	0.5755										4				
YNL020C	YOR061W	0	0.481425639536617	0.000167							0.170855	0.6572	0.1596									173		4				
YNL020C	YOR090C	0	0.481425639536617	0.000224							0.187828	0.857	0.1008											3				
YNL020C	YOR119C	0.0191516531619132	0.0714048444408619	0.000192							0.098307	0.4797	0.0801	0.2757										4				
YNL020C	YOR208W	0.0334207950249177	0.00488818724638224	0.000189							0.165535	0.743	0.2837	0.295								361		5				
YNL020C	YOR231W	0.0424289675288828	0.000470337227033938	0.000193							0.184845	0.8096	0.2623	0.4096										4				
YNL020C	YOR233W	0.0213124076057919	0.0509265610934793	0.000212							0.185317	0.7524	0.1328	0.3811								195		5				
YNL020C	YOR267C	0.0223692883396691	0.0427700226547572	0.000211						0.179598	0.147993	0.6483	0.294	0.6217								168		6				
YNL020C	YOR351C	0	0.481425639536617	0.000272							0.154051	0.5983	0.1625											3				
YNL020C	YOR367W	0.0306915638693954	0.00888355388299048	0.000179						0.715087	0.152097	0.9925	0.4632	0.2114								617		6				
YNL020C	YPL026C	0	0.481425639536617	0.000194							0.114794	0.5227	0.1354									162		4				0
YNL020C	YPL031C	0	0.481425639536617	0.000222							0.089462	0.4527	0.1974									194		4				
YNL020C	YPL042C	0.000373209138814721	0.4742889018848	0.000246							0.162522	0.6326	0.148	0.3226								319		5				
YNL020C	YPL063W	0	0.481425639536617	0.000245							0.14514	0.5423	0.1415											3				
YNL020C	YPL109C	0	0.481425639536617	0.000217							0.132784	0.5343	0.096											3				
YNL020C	YPL140C	0.0247533987482618	0.0284036733856325	0.000167							0.17392	0.6595	0.1597	0.2566										4				
YNL020C	YPL141C	-0.014768536024204	0.132060678838271	0.000227							0.205931	1.323	0.1027	0.3105										4				
YNL020C	YPL150W	-0.0321034594046363	0.00659043772408216	0.000236							0.249222	3.1399	0.1291	0.5261										4				
YNL020C	YPL153C	-0.0210282849251192	0.0533082370179491	0.000227							0.18395	0.7385	0.2316	0.7385										4				
YNL020C	YPL179W	-0.0230076375718878	0.0384226986926241	0.000166							0.152084	0.5576	0.1015	0.5576										4				
YNL020C	YPL203W	0.00398177608567357	0.395949950997353	0.000243							0.119691	0.5361	0.2155	0.1141								261		5				
YNL020C	YPL204W	-0.028142630192616	0.0149589644942056	0.000205							0.117168	0.5243	0.1615	0.5243								260		5				
YNL020C	YPL209C	-0.010633920208435	0.22562099297217	0.000158							0.15947	0.876	0.404	0.8481										4				
YNL020C	YPL236C	0	0.481425639536617	0.000186							0.114793	0.5227	0.0395											3				
YNL020C	YPL256C	-0.0383062662941793	0.00148419755430848	0.000253							0.141946	0.5808	0.2532	0.5676										4				
YNL020C	YPR025C	0.0245137683163126	0.0296152899412624	0.000151							0.180155	0.6641	0.1511	0.269										4				
YNL020C	YPR073C	0.0253131283028303	0.0256675230760325	0.000197							0.057103	0.3029	0.0891	0.064										4				
YNL020C	YPR106W	0.0249278579151466	0.0275336687460964	0.000195							0.115523	0.5232	0.1499	0.0662								378		5				
YNL020C	YPR111W	-0.0299242873757737	0.0104399489837288	0.000185							0.173307	0.659	0.1183	0.376								165		5				
YNL020C	YPR119W	0.0308804741041411	0.00853643649208167	0.000203							0.152897	0.5774	0.1624	0.2675										4				
YNL020C	YPR120C	-0.0239783173892605	0.0324932698295539	0.000196							0.14773	0.6015	0.2708	0.5278										4				
YNL020C	YPR161C	-0.0326218627046831	0.00587517238119189	0.000207							0.148317	0.6672	0.3377	0.4429										4				
YNL020C	YAL051W	-0.00390344713949065	0.720652191857364	0.000192							0.169802	0.6564	0.1986	0.376										4				
YNL020C	YBL005W	0.0206721539962463	0.159897214053439	0.000234							0.174605	0.7143	0.2581	0.4056										4				
YNL020C	YBL008W	0.0157504556708199	0.335659922693711	0.000193							0.194916	1.0563	0.1392	0.2679										4				
YNL020C	YBL054W	0.02900298494186	0.0340801795971831	0.000167							0.173463	0.6591	0.1727	0.6591										4				
YNL020C	YBL103C	-0.00970223328625179	0.567373144888511	0.000187							0.149624	0.5452	0.1569	0.5342										4				
YNL020C	YBR033W	0.0367436297447872	0.00480813249223633	0.000197							0.191977	0.9598	0.1008	0.5346										4				
YNL020C	YBR049C	-0.0297594024279617	0.0288224874006499	0.000192							0.093443	0.4649	0.1536	0.1779										4				
YNL020C	YBR083W	0.0112488050620022	0.513048506786012	0.000238							0.106248	0.504	0.1457	0.1155										4				
YNL020C	YBR112C	0.0289969032776423	0.034124483690584	0.000178							0.111053	0.5186	0.1789	0.2691										4				
YNL020C	YBR150C	-0.0486499372525765	9.44297520582884e-05	0.000209							0.133143	0.552	0.2245	0.4478										4				
YNL020C	YBR182C	-0.00321852552354283	0.733662278976861	0.000208							0.197692	1.1388	0.2002	0.5259										4				
YNL020C	YBR239C	0	0.783105134357029	0.000198							0.225719	1.9676	0.1681											3				
YNL020C	YBR240C	0	0.783105134357029	0.000194							0.203771	1.2216	0.0728											3				
YNL020C	YBR267W	-0.000905833758554073	0.770971951187937	0.000193							0.074183	0.3814	0.1492	0.1086										4				
YNL020C	YBR297W	0	0.783105134357029	0.000179							0.129074	0.5319	0.1043											3				
YNL020C	YCL055W	0.00580978182961837	0.679100862297012	0.000182							0.211216	1.5455	0.1487	0.377										4				
YNL020C	YCR018C	0.0173546355165207	0.272750385247473	0.000164							0.146874	0.5434	0.0891	0.1144										4				
YNL020C	YCR065W	-0.0141359354357283	0.400804319146987	0.000194							0.171294	0.6575	0.1393	0.5329										4				
YNL020C	YCR084C	-0.011541809226218	0.502207005184789	0.000226							0.138565	0.5381	0.1579	0.3063										4				
YNL020C	YCR106W	0	0.783105134357029	0.000201							0.096225	0.4734	0.1725											3				
YNL020C	YDL020C	0.0425590396017773	0.000806480839857731	0.000193						1.14167	0.130626	0.5329	0.1588	0.2881										5				
YNL020C	YDL048C	-0.0456797216992486	0.000278896422866907	0.000184							0.152169	0.5582	0.1528	0.4589										4				
YNL020C	YDL056W	-0.00860605050144947	0.602585534117444	0.000180							0.173747	0.6593	0.1607	0.6593										4				
YNL020C	YDL106C	-0.0120743564204336	0.482113007808199	0.000221							0.150389	0.5463	0.1563	0.2688										4				
YNL020C	YDL166C	0.00524259454653014	0.69232075418888	0.000211							0.081571	0.4286	0.1204	0.067										4				
YNL020C	YDL233W	0.011388140044726	0.507912854194116	0.000218							0.241467	2.6538	0.1008	2.6538										4				1
YNL020C	YDR009W	0	0.783105134357029	0.000201							0.191171	0.9274	0.1352											3				
YNL020C	YDR026C	-0.00624476645326388	0.668449540416791	0.000218							0.13545	0.536	0.1093	0.0896										4				
YNL020C	YDR034C	0.0230319685534294	0.10859040688686	0.000201							0.208335	1.431	0.0891	0.2689										4				
YNL020C	YDR043C	-0.0748357394334898	3.45807845299706e-10	0.000189							0.143675	0.5413	0.1362	0.381										4				
YNL020C	YDR049W	0.04485887901332	0.000371993479132718	0.000194							0.100058	0.4851	0.1805	0.312										4				
YNL020C	YDR081C	-0.00944165727337764	0.576002821468619	0.000202							0.143587	0.5413	0.1155	0.3103										4				
YNL020C	YDR146C	0.00264624574893627	0.743812206063812	0.000223							0.165193	0.6428	0.1634	0.544										4				
YNL020C	YDR174W	-0.0119711910458872	0.486042659729947	0.000236							0.144566	0.5419	0.1882	0.2565										4				
YNL020C	YDR207C	-0.0378734640756579	0.00347086486529893	0.000206							0.213357	1.6906	0.151	0.5392										4				
YNL020C	YDR213W	0.0174135809093301	0.270510880441482	0.000192							0.201716	1.2022	0.2045	0.3919										4				
YNL020C	YDR216W	0.0443241118646166	0.00044523098057666	0.000198							0.184035	0.7103	0.1871	0.7103										4				
YNL020C	YDR259C	0.00920333382334766	0.58375546868299	0.000216							0.141538	0.6758	0.38	0.3188										4				
YNL020C	YDR266C	-0.00137531082130282	0.764165760753428	0.000215							0.201591	1.2893	0.2548	0.6247										4				
YNL020C	YDR277C	0.0363463058976145	0.00537412180350913	0.000160							0.13533	0.5801	0.2581	0.317										4				
YNL020C	YDR310C	-0.0201778135477815	0.174715935559412	0.000247							0.149022	0.5448	0.1501	0.5243										4				
YNL020C	YDR421W	-0.00976338648942575	0.565324999001235	0.000221							0.158452	0.6171	0.1008	0.4392										4				
YNL020C	YDR423C	0	0.783105134357029	0.000197							0.125252	0.5468	0.2245											3				
YNL020C	YDR451C	0.0260725320565712	0.062109287113998	0.000192							0.196623	1.1312	0.1022	0.5284										4				
YNL020C	YDR463W	-0.00121659411067423	0.766507856702513	0.000224							0.208203	1.4264	0.1105	0.1352										4				
YNL020C	YDR501W	-0.0174963514484808	0.267377103122005	0.000193							0.155974	0.6076	0.1187	0.5442										4				
YNL020C	YDR520C	0	0.783105134357029	0.000176							0.154142	0.6203	0.2245											3				
YNL020C	YEL009C	0.0190658462509645	0.210809243424945	0.000203							0.116356	0.5237	0.1871	0.4657										4				
YNL020C	YER028C	0	0.783105134357029	0.000190							0.205049	1.2673	0.0833											3				
YNL020C	YER040W	-0.0249787568453442	0.0766198435054361	0.000222							0.18707	1.1674	0.4032	0.9249										4				
YNL020C	YER045C	0.0112366307998142	0.513495480399314	0.000189							0.207158	1.39	0.1008	0.4803										4				
YNL020C	YER068W	0.027900432421352	0.043111812891949	0.000197							0.168607	0.6555	0.1739	0.6555										4				
YNL020C	YER088C	0.0214171860268883	0.141028277199224	0.000222							0.164652	0.6408	0.09	0.5798										4				
YNL020C	YER111C	-0.0279532372097288	0.0426460683146469	0.000220							0.197456	1.1371	0.1726	0.5389										4				
YNL020C	YER130C	0	0.783105134357029	0.000234							0.207541	1.4239	0.2123											3				
YNL020C	YER161C	0.014582505451713	0.382772534040603	0.000168							0.134496	0.5354	0.1281	0.1158										4				
YNL020C	YER169W	0.0252916283613227	0.0722177593839432	0.000195							0.154806	0.6031	0.1008	0.5217										4				
YNL020C	YER184C	0	0.783105134357029	0.000208							0.171873	0.6579	0.0891									161		4				0
YNL020C	YFL021W	-0.0175717983859782	0.264531985829023	0.000183							0.171306	0.6575	0.1785	0.6575										4				
YNL020C	YFL031W	0	0.783105134357029	0.000233							0.128499	0.5957	0.2748											3				
YNL020C	YFL044C	-0.00513616304934322	0.694718604098969	0.000190							0.115686	0.5233	0.1304	0.5233										4				
YNL020C	YFL052W	0	0.783105134357029	0.000228							0.166255	0.6469	0.0586											3				
YNL020C	YFR034C	0.0157848069568828	0.334283294769506	0.000226							0.224923	2.0751	0.2401	2.0751										4				
YNL020C	YGL013C	-0.0116865642689642	0.496793175356323	0.000208							0.202217	1.2057	0.1651	0.4892										4				
YNL020C	YGL035C	0.0172665618911446	0.276108283259671	0.000199						1.60644	0.240949	2.7183	0.2274	2.7183										5				
YNL020C	YGL071W	-0.0102706666751132	0.548006963688029	0.000229							0.200805	1.1851	0.167	0.5418										4				
YNL020C	YGL073W	-0.00136737506775092	0.764283876466633	0.000230							0.212401	1.6159	0.2006	1.6159										4				
