TF	p.value	estimate	sign	KP
YGL197W	0.998811703177049	-3.3347125497796e-05	-1	YGR188C
YGL209W	0.891260120142343	-2.25949782976798e-05	-1	YGR188C
YGL237C	0.322444191446467	4.39483993958112e-05	-1	YGR188C
YGL252C	0.00583431872406264	0.0180778030338982	-1	YGR188C
YGL254W	0.469065831264074	5.1164079826719e-05	1	YGR188C
YGR044C	0.132259598447125	4.41559384620748e-05	1	YGR188C
YGR067C	0.645576357032795	-4.62247161807756e-05	-1	YGR188C
YGR089W	0.898840913476226	-3.56899463713453e-05	-1	YGR188C
YGR097W	0.99278110105966	-2.75905688452733e-05	-1	YGR188C
YGR249W	0.354471932927275	2.07230360060434e-05	1	YGR188C
YGR288W	0.441447272580158	1.21700771391793e-05	-1	YGR188C
YHL009C	0.652912636829339	-3.91031109631653e-05	1	YGR188C
YHL020C	0.695092770205289	-5.06807782648205e-05	-1	YGR188C
YHL027W	0.999934481743631	-7.69086269323168e-05	-1	YGR188C
YHR006W	0.128487551506646	2.10838731485067e-05	1	YGR188C
YHR084W	1.56372229004067e-08	3.97889278791686e-06	-1	YGR188C
YHR124W	0.000342295680929332	5.72394934086139e-06	-1	YGR188C
YHR178W	0.130144558616132	8.91639664240776e-06	1	YGR188C
YHR206W	1.64318021479465e-06	5.13300903870618e-05	-1	YGR188C
YIL036W	0.896107724391344	-4.56634236987134e-05	-1	YGR188C
YIL101C	0.322737670732237	2.2736280675263e-05	1	YGR188C
YIL119C	0.859932421193677	-4.99978211742454e-05	-1	YGR188C
YIL122W	0.58254751982496	-2.28660790631778e-05	-1	YGR188C
YIL128W	0.999574542051753	-1.39833229902975e-05	-1	YGR188C
YIL131C	2.71982905507232e-10	5.79309941008154e-06	-1	YGR188C
YIR017C	0.666989010092319	-3.51029064576096e-05	-1	YGR188C
YIR018W	0.0724620394037638	1.51933677573163e-05	-1	YGR188C
YIR023W	0.00163048635423941	2.27936670409557e-05	-1	YGR188C
YIR033W	0.287136521217301	4.5949562471725e-05	-1	YGR188C
YJL056C	0.0748951260654414	2.61312968335055e-05	1	YGR188C
YJL089W	0.980266179458314	-1.22023738947101e-05	1	YGR188C
YJL103C	0.000518136642895266	1.00395018735609e-05	-1	YGR188C
YJL110C	0.999840860230352	-2.48932144890453e-05	-1	YGR188C
YJL127C	0.97194543621987	-2.49572970786642e-05	-1	YGR188C
YJL206C	0.96593823105539	-8.40730072059853e-07	1	YGR188C
YJR060W	4.04763049058934e-05	4.3320472194837e-05	-1	YGR188C
YJR094C	0.917096530322436	-5.24402976241869e-05	1	YGR188C
YJR127C	0.462522688940684	5.70067979852025e-05	-1	YGR188C
YJR140C	0.505768281401872	-3.13061352106232e-05	-1	YGR188C
YJR147W	0.992714750258646	-5.83178708219465e-05	1	YGR188C
YKL005C	0.776351468002207	-1.3656662022239e-05	1	YGR188C
YKL015W	0.0514248005419078	3.03957611181197e-05	-1	YGR188C
YKL020C	1.06756240783198e-08	1.79217030201212e-05	-1	YGR188C
YKL032C	0.106218325455573	4.62129481490996e-05	-1	YGR188C
YKL038W	0.550720536223447	-2.54293023044859e-06	1	YGR188C
YKL043W	0.0032596116922189	4.31419888130087e-06	-1	YGR188C
YKL062W	1.9543468951492e-12	8.46484758883773e-06	-1	YGR188C
YKL072W	0.998253746143177	-1.92339833741018e-05	1	YGR188C
YKL109W	0.779558262103685	-4.2412272981192e-05	-1	YGR188C
YKL112W	2.82732848564027e-19	4.61143201850388e-05	1	YGR188C
YKL185W	0.281476136733938	2.66900207563034e-05	-1	YGR188C
YKL222C	0.799412822113864	-1.41608092214195e-05	-1	YGR188C
YKR034W	0.996192706384475	-1.5380375766463e-05	-1	YGR188C
YKR064W	0.915888245819876	-1.43979226496333e-05	-1	YGR188C
YKR099W	0.0825303412443241	4.22525056205797e-05	-1	YGR188C
YLR013W	0.0765158402642599	3.93022539811946e-06	-1	YGR188C
YLR014C	0.768413655805233	-5.212900488049e-06	-1	YGR188C
YLR098C	0.997862455138466	-6.78159122349444e-05	-1	YGR188C
YLR131C	0.0428957782640835	4.20522603132233e-05	-1	YGR188C
YLR176C	0.566506499679023	-5.17219065827325e-05	1	YGR188C
YLR182W	0.000176005934608983	2.83133316546151e-05	-1	YGR188C
YLR183C	0.169345834576461	1.06863423523835e-05	1	YGR188C
YLR228C	0.446021500393254	1.29056114864563e-05	-1	YGR188C
YLR256W	0.00381365849955271	3.49972224117079e-05	-1	YGR188C
YLR266C	0.642296660420843	0	1	YGR188C
YLR278C	0.608931284510417	-5.39618238159409e-05	-1	YGR188C
YLR403W	2.77936724937461e-05	7.38637818140722e-05	1	YGR188C
YLR451W	1.16230698710836e-07	6.58711251455756e-05	-1	YGR188C
YML007W	7.23475840027367e-05	1.56953148188202e-05	-1	YGR188C
YML027W	0.838198240845049	-2.93254574796016e-05	-1	YGR188C
YML051W	0.967754777143902	-1.78841411666117e-06	1	YGR188C
YML076C	0.949026010983775	-3.11236220103246e-05	-1	YGR188C
YML081W	0.746051100597329	-2.20267549996361e-05	1	YGR188C
YML099C	0.824984019743866	-2.45260812014327e-05	-1	YGR188C
YML113W	0.995447700026641	-2.13666582245412e-05	-1	YGR188C
YMR016C	0.010039372022249	1.7722548243935e-05	-1	YGR188C
YMR019W	0.750112694796228	-1.11707472937197e-05	1	YGR188C
YMR021C	0.0873341678685451	5.0852431045809e-06	-1	YGR188C
YMR037C	6.36083578109028e-22	2.67551391064853e-05	-1	YGR188C
YMR042W	0.00927062780511576	1.86110173806183e-05	1	YGR188C
YMR043W	0.940468982438835	-2.47353918321424e-05	-1	YGR188C
YMR053C	0.988728728401905	-2.69571838634527e-05	1	YGR188C
YMR070W	0.0296077749302326	2.96647620546529e-05	1	YGR188C
YMR075W	0.9959486476858	-2.32581547309715e-05	-1	YGR188C
YMR164C	0.521136055716777	-9.52676741698702e-06	-1	YGR188C
YMR172W	8.94095330033929e-09	2.28213807317965e-05	-1	YGR188C
YMR182C	0.813970154320639	-1.52772353998703e-05	-1	YGR188C
YMR280C	0.078969899346569	5.77336957421419e-05	1	YGR188C
YNL027W	0.0350471442377845	5.79655589133566e-05	-1	YGR188C
YNL068C	2.95534902800395e-28	2.3370940930863e-06	-1	YGR188C
YNL139C	0.269383343071748	1.80565045079684e-05	-1	YGR188C
YNL167C	0.000310131635686446	4.01723761680368e-05	-1	YGR188C
YNL199C	6.04633097997891e-05	2.67792367739966e-05	1	YGR188C
YNL216W	1.18459681066414e-06	1.17711169191092e-05	-1	YGR188C
YNL257C	0.985925268670761	-6.14060540399949e-05	1	YGR188C
YNL309W	0.953048376050616	-2.03122536143919e-05	1	YGR188C
YNL314W	0.846156168880498	-2.65158928526642e-08	-1	YGR188C
YNR063W	0.788590440293241	-3.65408854399851e-05	-1	YGR188C
YOL028C	0.0500325555269935	5.73797392393507e-06	-1	YGR188C
YOL067C	0.987432771677608	-3.6858413467401e-05	1	YGR188C
YOL089C	0.364505632198255	7.10757257952177e-06	-1	YGR188C
YOL108C	5.64496118773736e-06	4.55251260977487e-05	-1	YGR188C
YOL116W	0.00247034854048295	4.44123456940106e-05	-1	YGR188C
YOR028C	0.00067681990411097	4.808198753915e-05	-1	YGR188C
YOR032C	0.203981829799011	4.744354624903e-05	1	YGR188C
YOR038C	0.103216730497741	1.42203708380717e-05	1	YGR188C
YOR113W	0.0779355518974221	3.21140576502061e-06	-1	YGR188C
YOR140W	0.727208675579838	-8.07471396374411e-06	1	YGR188C
YOR162C	5.04374738929551e-11	3.62050892088655e-05	1	YGR188C
YOR229W	0.804746865025875	-5.61344457798574e-05	-1	YGR188C
YOR230W	0.99904257939904	-3.68092573717688e-05	1	YGR188C
YOR337W	0.118207272314051	3.79171872852511e-05	1	YGR188C
YOR344C	0.0645401717741009	3.07541955455424e-05	1	YGR188C
YOR358W	0.00129209878049797	1.5229458035162e-06	-1	YGR188C
YOR363C	0.305288771490082	3.09004780985186e-05	-1	YGR188C
YOR380W	0.957160883687643	-4.71859427181409e-05	1	YGR188C
YPL038W	4.08326395205254e-05	2.4250977218045e-05	-1	YGR188C
YPL049C	0.723037786329461	-2.53472818346498e-05	-1	YGR188C
YPL075W	8.20596808875093e-05	6.54295075850286e-05	1	YGR188C
YPL089C	0.963656686301785	-3.65846665487717e-05	-1	YGR188C
YPL133C	0.0576658575868273	6.46398733493882e-06	-1	YGR188C
YPL139C	0.999947542715923	-3.26749616309011e-06	-1	YGR188C
YPL177C	0.0399266708999064	5.51996667154837e-05	1	YGR188C
YPL202C	0.761275111862159	-5.58597334089443e-05	1	YGR188C
YPL230W	0.864337486254328	-1.6696627069972e-05	1	YGR188C
YPL248C	0.998825959957175	-4.07496147991799e-05	-1	YGR188C
YPR008W	0.981491987512997	-4.62559518227308e-06	-1	YGR188C
YPR009W	0.973800223070813	-5.92349339554693e-05	-1	YGR188C
YPR022C	0.852931657288498	-2.47644152357165e-05	-1	YGR188C
YPR065W	0.0601195332579674	9.81034371100493e-06	-1	YGR188C
YPR196W	0.998991642049796	-1.63255504409633e-05	1	YGR188C
YPR199C	0.969447380233996	-2.43731452380489e-06	-1	YGR188C
YAL051W	6.23623793541825e-06	0.00595655673440372	-1	YGR203W
YBL005W	0.407645727490864	0.000343464184175304	-1	YGR203W
YBL008W	0.873653373301047	-0.00209526066164176	1	YGR203W
YBL021C	0.8228068881644	-0.0015060754976362	1	YGR203W
YBL054W	0.428044027306071	0.000327186057927482	1	YGR203W
YBL103C	0.635849930965918	-0.000420062314267356	1	YGR203W
YBR033W	0.769024590184157	-0.00119657633604453	1	YGR203W
YBR049C	0.0987139695472745	0.0014353915448432	-1	YGR203W
YBR083W	0.283411457127462	0.000644728852606208	-1	YGR203W
YBR112C	0.0461558114088763	0.0164261339457339	1	YGR203W
YBR150C	0.205546011766927	0.00194458628535598	-1	YGR203W
YBR182C	0.5800275940913	-0.000134706650889342	1	YGR203W
YBR239C	0.208668336178843	0.00139604704731403	1	YGR203W
YBR240C	0.990558313129869	-0.00433354155787844	-1	YGR203W
YBR297W	0.652061297471466	-0.000453794064167206	1	YGR203W
YCL055W	0.347734885274142	0.00792808147733805	1	YGR203W
YCR065W	0.155766108929403	0.00130611503766283	1	YGR203W
YCR084C	0.344039103054131	0.000735964740573375	-1	YGR203W
YCR106W	0.965403308053804	-0.00281975914124875	1	YGR203W
YDL020C	0.514999879690774	-5.07421149214956e-05	1	YGR203W
YDL048C	0.953551726232775	-0.00366309203684339	-1	YGR203W
YDL056W	0.000876069721312317	0.00408536500803005	-1	YGR203W
YDL106C	7.11177467556501e-05	0.00513374859812232	-1	YGR203W
YDL170W	0.5467733820852	-0.00014494783665861	1	YGR203W
YDR009W	0.951052422429109	-0.0029448120993466	1	YGR203W
YDR026C	0.0497511995516356	0.00300028782437013	1	YGR203W
YDR034C	0.773413192312028	-0.0113039823025027	1	YGR203W
YDR043C	0.00366774544271263	0.0037515710905982	-1	YGR203W
YDR049W	0.529589804920527	-5.49105404564046e-05	1	YGR203W
YDR123C	9.12789263911025e-15	0.00995147640473616	-1	YGR203W
YDR146C	0.793200074106688	-0.00112245516552593	-1	YGR203W
YDR174W	0.728650435016156	-0.0093613050467489	1	YGR203W
YDR207C	3.62474243534121e-05	0.00495787887237123	-1	YGR203W
YDR213W	0.71890303544993	-0.000927856636361542	1	YGR203W
YDR216W	0.000114302764881407	0.0046291757208789	-1	YGR203W
YDR253C	0.000137666876136188	0.00492876961394944	-1	YGR203W
YDR259C	1.32893054449424e-08	0.00653710668812794	-1	YGR203W
YDR266C	0.910546553011646	-0.00234137843834572	1	YGR203W
YDR277C	0.0314502086264438	0.00232224167719187	-1	YGR203W
YDR310C	0.999308873422433	-0.00548439949286439	1	YGR203W
YDR421W	0.454116201199994	9.10060347611654e-05	-1	YGR203W
YDR423C	0.000934812064445542	0.00511630945646005	-1	YGR203W
YDR451C	0.43892726353826	0.000134039856718588	1	YGR203W
YDR463W	0.833179402324164	-0.00140563307315117	-1	YGR203W
YDR501W	0.12857908200414	0.00151608232569252	-1	YGR203W
YDR520C	0.875189564992243	-0.00275634743628668	1	YGR203W
YEL009C	0.00024748684679661	0.00412532357060863	-1	YGR203W
YER028C	0.999999210740816	-0.0129554240788629	1	YGR203W
YER040W	0.651090282065773	-0.000498206773537672	-1	YGR203W
YER045C	0.818309937496245	-0.00236768071171278	1	YGR203W
YER051W	0.743106745719135	-0.00104422439584468	1	YGR203W
YER068W	0.549853669697547	-0.000179179035086994	1	YGR203W
YER088C	0.000761065328014968	0.00769062196018368	-1	YGR203W
YER109C	0.000618968005079743	0.00649414821379508	-1	YGR203W
YER111C	0.000863264267087055	0.00433112653133577	-1	YGR203W
YER130C	0.820530215158835	-0.00134020849921678	1	YGR203W
YER161C	0.975627489720822	-0.00408562990022812	1	YGR203W
YER169W	0.176119048433189	0.00158628949385316	-1	YGR203W
YER184C	0.995283810419505	-0.00598853976549345	1	YGR203W
YFL021W	0.110996972413974	0.00221516645999662	-1	YGR203W
YFL031W	0.999468594434954	-0.00668593339929383	1	YGR203W
YFL044C	0.968844633182297	-0.00336984637547764	1	YGR203W
YFL052W	0.995298675971704	-0.00398311955167648	1	YGR203W
YFR034C	0.0177205489566057	0.00289858425804234	1	YGR203W
YGL013C	0.171987445213817	0.00137323683733791	1	YGR203W
YGL035C	0.258792821559081	0.000987903102741324	1	YGR203W
YGL071W	0.151433709460801	0.00128012577557726	-1	YGR203W
YGL073W	8.33118205362393e-05	0.00526972056516323	-1	YGR203W
YGL096W	0.32206386018535	0.000454608510383216	-1	YGR203W
YGL131C	0.537115024221945	-1.98169044912755e-05	1	YGR203W
YGL162W	0.00242839794817179	0.00503731669219332	-1	YGR203W
YGL166W	0.972283424306226	-0.0103582751051508	1	YGR203W
YGL181W	0.952797988390331	-0.0027440718371009	1	YGR203W
YGL192W	0.981167232045498	-0.00349608097786312	-1	YGR203W
YGL197W	0.620593480238821	-0.000541994002487101	1	YGR203W
YGL209W	0.997459336424547	-0.00473715342964025	1	YGR203W
YGL237C	0.378058056680578	0.000440206030432779	1	YGR203W
YGL252C	0.203640836767289	0.0283822851252441	-1	YGR203W
YGL254W	0.986847704336457	-0.00360474783361571	-1	YGR203W
YGR044C	0.735082732425817	-0.00105539861385852	1	YGR203W
YGR067C	0.908390325891114	-0.00206417021543146	-1	YGR203W
YGR089W	0.669522292207721	-0.000720162803001705	1	YGR203W
YGR097W	0.949087315660475	-0.00324614971329117	1	YGR203W
YGR249W	0.28008230727868	0.000708601860043859	-1	YGR203W
YGR288W	0.571135914069891	-0.000205075451738435	-1	YGR203W
YHL009C	0.954391376019479	-0.00311750548355987	1	YGR203W
YHL020C	0.893053123110793	-0.00368918130869361	-1	YGR203W
YHL027W	0.29253504293322	0.000793133401256141	1	YGR203W
YHR006W	0.933665753995093	-0.00274564391386115	-1	YGR203W
YHR084W	1.0894374177604e-12	0.00622608966450336	-1	YGR203W
YHR124W	1.88474327246098e-12	0.00612977781058851	-1	YGR203W
YHR178W	0.155203679422616	0.00157953353509069	-1	YGR203W
YHR206W	1.44143016248679e-11	0.00849052216570675	-1	YGR203W
YIL036W	0.92255450888183	-0.00245055121124471	-1	YGR203W
YIL101C	0.000580456364600646	0.00426687467534289	-1	YGR203W
YIL119C	0.966799312234424	-0.00296031596764208	1	YGR203W
YIL122W	0.300519582938921	0.000801200243464956	-1	YGR203W
YIL128W	0.987916676322826	-0.00519103528082968	1	YGR203W
YIL131C	3.95408135652444e-07	0.00417412580605451	-1	YGR203W
YIR017C	0.856453135179831	-0.00205499205366792	-1	YGR203W
YIR018W	0.00100770852876568	0.00432974469448605	-1	YGR203W
YIR023W	0.0964151061308775	0.00171032757995592	-1	YGR203W
YIR033W	0.00924701532479478	0.0182883913133976	-1	YGR203W
YJL056C	0.957816781803919	-0.00319352710499913	-1	YGR203W
YJL089W	0.945957448273842	-0.00271048402244704	1	YGR203W
YJL103C	0.0211174201647758	0.0229511959425219	-1	YGR203W
YJL110C	0.99979984556437	-0.00588769726546225	1	YGR203W
YJL127C	0.936931692848818	-0.00343550869491668	1	YGR203W
YJL206C	0.971231305255832	-0.00255175537922376	1	YGR203W
YJR060W	0.00421168987974443	0.00319172080691768	-1	YGR203W
YJR094C	0.730489293831186	-0.00127406291591999	1	YGR203W
YJR127C	0.812935246789243	-0.00168176037940939	-1	YGR203W
YJR140C	0.985197659966527	-0.00392679856689142	1	YGR203W
YJR147W	0.790851201922751	-0.0013041166823115	1	YGR203W
YKL005C	0.718929503730347	-0.00110701698469361	1	YGR203W
YKL015W	0.00185037923871468	0.00526667107309819	-1	YGR203W
YKL020C	2.05881523194112e-14	0.00705371150777139	-1	YGR203W
YKL032C	0.0108191619927037	0.00294295178618877	-1	YGR203W
YKL038W	0.814184662646654	-0.00165527364015682	-1	YGR203W
YKL043W	5.08036098459501e-06	0.00653973185346873	-1	YGR203W
YKL062W	1.76378997490677e-05	0.00415350480194364	-1	YGR203W
YKL072W	0.691144994188231	-0.0010823484389733	1	YGR203W
YKL109W	0.583154834141685	-0.000190582162221076	1	YGR203W
YKL112W	0.139671443690632	0.00126758079194716	1	YGR203W
YKL185W	2.94798280474718e-07	0.00869396554125333	-1	YGR203W
YKL222C	0.913193692915141	-0.00207823183639892	1	YGR203W
YKR034W	0.995854272591411	-0.0043684445501798	1	YGR203W
YKR064W	0.859428268899898	-0.00151078119130319	1	YGR203W
YKR099W	0.768682849478691	-0.0011713842522892	1	YGR203W
YLR013W	0.766293708508103	-0.00118822517016436	1	YGR203W
YLR014C	0.86922860830746	-0.00190980204920899	1	YGR203W
YLR098C	0.907675271306459	-0.00188170183291766	-1	YGR203W
YLR131C	0.000542051446315272	0.00541979126490305	1	YGR203W
YLR176C	0.414584023687914	0.000290532054699754	1	YGR203W
YLR182W	0.000266578308772305	0.00538340146002349	-1	YGR203W
YLR183C	0.138567034415053	0.00136798529030891	1	YGR203W
YLR228C	0.334692454625715	0.000712308125116982	-1	YGR203W
YLR256W	3.35810779184959e-07	0.00793241284822406	-1	YGR203W
YLR266C	0.175659472478945	0.0338759366252441	1	YGR203W
YLR278C	0.35069964649518	0.000586098166757061	1	YGR203W
YLR403W	0.278035261819474	0.00071206125444453	1	YGR203W
YLR451W	0.806845164005854	-0.00122450267449924	1	YGR203W
YML007W	0.000679345972467505	0.00417080564036456	-1	YGR203W
YML027W	0.0419774078420481	0.00206411565799737	-1	YGR203W
YML051W	0.71970940969234	-0.000975925390235996	1	YGR203W
YML076C	0.638542329984009	-0.000512828304374322	1	YGR203W
YML081W	0.99195876430656	-0.00537056027104016	1	YGR203W
YML099C	0.810040748033659	-0.0016107043050698	1	YGR203W
YML113W	0.994812534694989	-0.00555625712586095	1	YGR203W
YMR016C	1.37289306662781e-07	0.00620793067966304	-1	YGR203W
YMR019W	0.801658135723641	-0.00132342504705443	-1	YGR203W
YMR021C	0.468935620357447	5.76443721264559e-05	1	YGR203W
YMR037C	1.08158531007618e-21	0.00882954383519317	-1	YGR203W
YMR042W	0.0748049825341996	0.00264649448970356	1	YGR203W
YMR043W	0.0046111246390341	0.00374626446576162	-1	YGR203W
YMR053C	0.949036110975619	-0.00253505982974694	1	YGR203W
YMR070W	0.431781579480872	0.000170611845839649	1	YGR203W
YMR075W	0.995094343068702	-0.00559861587197272	1	YGR203W
YMR164C	0.880824546939725	-0.00190763748361711	1	YGR203W
YMR172W	4.02788939775473e-13	0.0570389334573468	-1	YGR203W
YMR182C	0.56415445598651	-5.7095739502893e-05	-1	YGR203W
YMR280C	0.368405482249434	0.00151908197688093	-1	YGR203W
YNL027W	4.31183760342893e-08	0.01233550739923	-1	YGR203W
YNL068C	1.44581536191857e-07	0.0046563608673918	-1	YGR203W
YNL139C	0.951616853787514	-0.00357067294663119	1	YGR203W
YNL167C	1.45431300173018e-09	0.00887142754629065	-1	YGR203W
YNL199C	0.762836384503962	-0.00114524845266362	1	YGR203W
YNL216W	5.01446246584229e-07	0.00466456678536556	-1	YGR203W
YNL257C	0.996686594517652	-0.00553515790611075	1	YGR203W
YNL309W	0.294309425852137	0.000961903198578023	-1	YGR203W
YNL314W	0.182858682341269	0.00128876170649653	-1	YGR203W
YNR063W	0.649126963198937	-0.000529360629825159	-1	YGR203W
YOL028C	0.0117314258490794	0.00328493602598941	-1	YGR203W
YOL067C	0.993631471257443	-0.00353920466951787	1	YGR203W
YOL089C	0.745151935849939	-0.00112366312290417	1	YGR203W
YOL108C	2.76589223671851e-10	0.0067262530604954	-1	YGR203W
YOL116W	0.154331850000165	0.00212765147684121	1	YGR203W
YOR028C	1.95485756036952e-06	0.00508071706783862	-1	YGR203W
YOR032C	0.880226666918379	-0.0023332280514908	1	YGR203W
YOR038C	0.994376458107772	-0.0052732695981071	-1	YGR203W
YOR113W	0.104910272192121	0.00220409898952672	-1	YGR203W
YOR140W	0.774233140382513	-0.00114398053858643	1	YGR203W
YOR162C	0.0125379444124081	0.00255466768474279	-1	YGR203W
YOR229W	0.973226830470474	-0.00476219097728436	1	YGR203W
YOR230W	0.974125840589402	-0.00493786149148995	1	YGR203W
YOR337W	0.000905965139915002	0.0215928424887679	-1	YGR203W
YOR344C	0.725468389011682	-0.000855210264455059	-1	YGR203W
YOR358W	0.0771591962822609	0.00233833163953316	-1	YGR203W
YOR363C	0.0794263812547552	0.00200775804511683	-1	YGR203W
YOR380W	0.811477375431725	-0.00135334913645238	1	YGR203W
YPL038W	0.413938099601721	0.000267383767609163	1	YGR203W
YPL049C	0.623342252890084	-0.000322847552219302	-1	YGR203W
YPL075W	0.935322219925444	-0.00276700626198587	1	YGR203W
YPL089C	0.499172559828802	1.35537824783432e-05	1	YGR203W
YPL133C	2.35828037162114e-10	0.0188325982625103	-1	YGR203W
YPL139C	0.999817423316275	-0.00509575760861228	-1	YGR203W
YPL177C	0.202387011985752	0.00164616989820132	-1	YGR203W
YPL202C	0.18003057421141	0.001334420105058	-1	YGR203W
YPL230W	0.808458472133812	-0.00151746476461269	1	YGR203W
YPL248C	0.999856678482865	-0.00544697871899372	-1	YGR203W
YPR008W	0.884082780551005	-0.00344507310182087	-1	YGR203W
YPR009W	0.275000175713879	0.00189291042067074	1	YGR203W
YPR022C	0.486736689952004	6.1956383502343e-05	1	YGR203W
YPR065W	0.0107426987612637	0.00357899048104192	-1	YGR203W
YPR196W	0.979631200336602	-0.00431055424009222	1	YGR203W
YPR199C	0.990505309593472	-0.00473141580992	-1	YGR203W
YAL051W	0.960619998151404	0	-1	YGR262C
YBL005W	0.0458347393235808	6.54362301847788e-05	-1	YGR262C
YBL008W	0.187666605615462	3.91736565093551e-06	-1	YGR262C
YBL021C	0.0626967903108451	5.44580840117079e-05	-1	YGR262C
YBL054W	0.845718452014485	0	-1	YGR262C
YBL103C	0.488665623709914	6.53677288139794e-05	1	YGR262C
YBR033W	0.613962563161302	-4.22154116567889e-05	-1	YGR262C
YBR049C	0.333348098813219	9.12413467708233e-05	1	YGR262C
YBR083W	0.438596869927594	8.17756724768951e-05	-1	YGR262C
YBR112C	0.583074478992165	0	-1	YGR262C
YBR150C	0.312481433033071	6.39979297740409e-05	-1	YGR262C
YBR182C	0.409347955009875	4.06661645284271e-05	-1	YGR262C
YBR239C	0.239872859196742	5.60399098620237e-05	-1	YGR262C
YBR240C	0.846180405694535	0	-1	YGR262C
YBR297W	0.421450413338234	3.21843729785629e-05	-1	YGR262C
YCL055W	0.542186320127019	0	-1	YGR262C
YCR065W	0.803583302235915	-4.81536407701557e-06	-1	YGR262C
YCR084C	0.455729682909181	6.11866394389918e-06	-1	YGR262C
YCR106W	0.656115725150772	-1.00683493602841e-05	1	YGR262C
YDL020C	0.371645484996263	6.69814529063107e-05	1	YGR262C
YDL048C	0.802510993950861	0	-1	YGR262C
YDL056W	0.44957568504154	5.7172665717165e-05	1	YGR262C
YDL106C	0.635112589743638	-2.37089631090892e-05	-1	YGR262C
YDL170W	0.0939360031134147	5.46930886631482e-05	-1	YGR262C
YDR009W	0.852479120341187	0	-1	YGR262C
YDR026C	0.00441959200188851	8.06586953982749e-05	-1	YGR262C
YDR034C	0.542186320127019	0	-1	YGR262C
YDR043C	0.946105041491051	0	-1	YGR262C
YDR049W	0.693715965898077	-2.78708477455975e-05	-1	YGR262C
YDR123C	0.770977058024768	-3.68774532070214e-05	-1	YGR262C
YDR146C	0.910278414768533	0	-1	YGR262C
YDR174W	0.542186320127019	0	-1	YGR262C
YDR207C	0.706972589749422	-4.89426868506698e-05	1	YGR262C
YDR213W	0.579062924400856	-5.35203985739333e-05	-1	YGR262C
YDR216W	0.247856473851422	8.11518982323246e-05	1	YGR262C
YDR253C	0.639935555330438	-2.32832709211052e-05	-1	YGR262C
YDR259C	0.49194285619094	1.05528124813549e-05	-1	YGR262C
YDR266C	0.201491366893753	4.20712923925306e-05	-1	YGR262C
YDR277C	0.8615172147591	-5.97163022120915e-06	-1	YGR262C
YDR310C	0.216073676816464	1.18867837383684e-05	1	YGR262C
YDR421W	0.143318942314422	3.39096412991237e-05	-1	YGR262C
YDR423C	0.909767251965373	0	-1	YGR262C
YDR451C	0.172181798272629	5.44884203549339e-05	1	YGR262C
YDR463W	0.691463558978757	-3.52485676588196e-05	1	YGR262C
YDR501W	0.0615857874999147	3.40276927986043e-05	-1	YGR262C
YDR520C	0.771801484506107	0	-1	YGR262C
YEL009C	0.335687508900839	8.18569010217148e-05	-1	YGR262C
YER028C	0.734376654172804	0	-1	YGR262C
YER040W	0.358020287819839	3.52103800134142e-05	-1	YGR262C
YER045C	0.763052265365631	0	-1	YGR262C
YER051W	0.0764447891849675	4.79340391241889e-06	-1	YGR262C
YER068W	0.880886799313023	0	-1	YGR262C
YER088C	0.0869294378007964	7.11730568866332e-05	-1	YGR262C
YER109C	0.865782602240351	0	-1	YGR262C
YER111C	0.395590330161928	1.99083363643628e-06	1	YGR262C
YER130C	0.406835135130721	6.65984743731243e-05	-1	YGR262C
YER161C	0.820312191177069	0	-1	YGR262C
YER169W	0.280499405700342	5.99245088100236e-05	-1	YGR262C
YER184C	0.301684343720148	8.85562471337584e-05	1	YGR262C
YFL021W	0.577783261947831	-4.1911206553547e-05	1	YGR262C
YFL031W	0.400648971946419	5.71476810816207e-05	1	YGR262C
YFL044C	0.172233070360696	3.73291175857207e-07	-1	YGR262C
YFL052W	0.0996097310753318	1.53514618442385e-05	-1	YGR262C
YFR034C	0.00516133286307402	4.9612483769063e-05	-1	YGR262C
YGL013C	0.926000199203577	0	-1	YGR262C
YGL035C	0.0280191359348054	6.39156548141055e-05	-1	YGR262C
YGL071W	0.384505380840533	8.32842875060856e-05	1	YGR262C
YGL073W	0.599756345959061	-5.39198019105969e-05	-1	YGR262C
YGL096W	0.18192938368296	8.21941235617595e-05	-1	YGR262C
YGL131C	0.364104205439438	6.91227030679763e-05	-1	YGR262C
YGL162W	0.652297341347871	-3.41240738347528e-05	1	YGR262C
YGL166W	0.625578248634505	0	-1	YGR262C
YGL181W	0.878799433293502	0	-1	YGR262C
YGL192W	0.581422370257383	-4.82746877997162e-05	1	YGR262C
YGL197W	0.476112015029611	1.64732614817066e-05	-1	YGR262C
YGL209W	0.568057459909512	-8.75485714029438e-05	1	YGR262C
YGL237C	0.245599416451573	1.17905635713409e-05	-1	YGR262C
YGL252C	0.525078557634497	0	-1	YGR262C
YGL254W	0.0619402922740813	4.14916544360989e-05	-1	YGR262C
YGR044C	0.0271568042023249	5.9550680262882e-05	-1	YGR262C
YGR067C	0.313557460236691	7.07256578607952e-05	-1	YGR262C
YGR089W	0.215928369070091	9.22397386224436e-06	-1	YGR262C
YGR097W	0.111144801542397	2.57622387351848e-05	-1	YGR262C
YGR249W	0.127829792448227	8.75875655840719e-06	1	YGR262C
YGR288W	0.80060521954087	0	-1	YGR262C
YHL009C	0.0177407718511259	5.50910896363306e-05	1	YGR262C
