systematicName,geneSymbol,"ctk1-del vs. wt","ctk1-del vs. wt","cak1-del vs. wt","cak1-del vs. wt",
YJL107C,YJL107C,0.3367861,0.544,1.1972615,0,
YJL108C,PRM10,0.57775993,0,1.3086113,0,
YJL109C,UTP10,-0.19946409,1,-0.77074434,0,
YJL110C,GZF3,-0.23693182,1,-0.059153698,1,
YJL111W,CCT7,-0.10200686,1,-0.42106322,0,
YJL112W,MDV1,-0.12749743,1,0.11006919,1,
YHL009W-B,YHL009W-B,1.7963818,0,0.62067086,0,
YJL113W,YJL113W,-0.10035412,1,0.6346769,0,
YJL115W,ASF1,0.42047701,0.004,-0.41249099,0,
YJL116C,NCA3,1.6434499,0,1.2011759,0,
YJL117W,PHO86,-0.065574083,1,-0.092212519,1,
YJL118W,YJL118W,-0.15680242,1,-0.24981372,1,
YJL119C,YJL119C,-0.29354636,0.96,-0.77816498,0,
YJL120W,YJL120W,-0.19071563,1,-0.092795508,1,
YJL121C,RPE1,-0.84049223,0,-0.0089246478,1,
YJL122W,ALB1,-0.081870267,1,-0.41532607,0,
YJL123C,YJL123C,-0.031226503,1,-0.23958657,0.605,
YJL124C,LSM1,-0.55726347,0,-0.54018651,0,
YJL125C,GCD14,-0.13342114,1,-0.28173878,0.15,
YJL126W,NIT2,0.23823657,1,-0.13149813,1,
YJL127C,SPT10,-0.38837623,0.035,-0.12591128,1,
YJL127W-A,YJL127W-A,-0.030807874,1,-0.20315144,0.708,
YJL128C,PBS2,-0.045635416,1,0.070760259,1,
YJL129C,TRK1,0.48204283,0.002,0.036932298,1,
YJL130C,URA2,-0.28642911,1,-0.61099716,0.008,
YJL131C,YJL131C,-0.34244596,0.121,0.32228584,0.11,
YJL132W,YJL132W,0.72163514,0,0.43986778,0,
YJL133W,MRS3,0.1952972,1,-0.24817469,0.891,
YJL134W,LCB3,-0.44516757,0.003,-0.37496335,0,
YJL135W,YJL135W,-0.0011315165,1,-0.1272516,1,
YJL136C,RPS21B,-1.8261102,0,-1.7077695,0,
YJL137C,GLG2,-0.5155566,0,0.029290319,1,
YJL138C,TIF2,-0.5160661,0.001,-0.2794606,0.855,
YJL139C,YUR1,0.068959665,1,-0.050329115,1,
YJL140W,RPB4,0.33387021,0.77,0.17872101,1,
YJL141C,YAK1,0.22024327,1,0.66723817,0,
YJL142C,IRC9,0.4961453,0,0.74137638,0,
YJL143W,TIM17,0.1752627,1,0.013140632,1,
YJL144W,YJL144W,0.99863601,0,0.42328772,0,
YJL145W,SFH5,-0.49391808,0.003,-0.24687473,0.257,
YJL146W,IDS2,-0.038428528,1,-0.20637708,1,
YJL147C,YJL147C,-0.13192015,1,0.1383951,1,
YJL148W,RPA34,-0.27818115,0.87,-0.53457086,0,
YJL149W,YJL149W,-0.05362546,1,0.26233693,0.088,
YJL150W,YJL150W,0.038070896,1,-0.1273036,1,
YJL151C,SNA3,-0.07074983,1,-0.34223745,0.022,
YJL152W,YJL152W,0.56228883,0,-0.098765068,1,
YJL153C,INO1,0.53416123,0.063,-0.23240452,0.432,
YJL154C,VPS35,-0.30427516,0.432,-0.14697845,1,
YJL155C,FBP26,0.30843078,0.384,0.15384424,1,
YJL156C,SSY5,-0.63467028,0,-0.46595035,0,
YJL156W-A,YJL156W-A,-0.36183161,0.018,-0.19053287,1,
YJL157C,FAR1,0.23722105,1,0.25529527,0.96,
YJL158C,CIS3,0.065930701,1,0.27499512,0.87,
YJL159W,HSP150,-0.29809436,0.962,0.11478012,1,
YJL160C,YJL160C,-0.075355833,1,-0.077712319,1,
YJL161W,FMP33,0.20417829,1,0.46555661,0,
YJL162C,JJJ2,0.22387969,1,0.12765969,1,
YJL163C,YJL163C,-0.61373203,0,0.56250376,0,
YJL164C,TPK1,-0.44177744,0.003,0.078022254,1,
YJL165C,HAL5,0.52896132,0.001,-0.045595212,1,
YJL166W,QCR8,0.083792032,1,0.57017145,0,
YJL167W,ERG20,-0.43780887,0.001,-0.29875615,0.006,
YJL168C,SET2,-0.64606701,0,-1.0414765,0,
YJL169W,YJL169W,-0.15543759,1,-0.15991469,1,
YJL170C,ASG7,0.71503233,0,0.12428843,1,
YJL171C,YJL171C,0.18233635,1,0.58389451,0,
YJL172W,CPS1,0.23549425,1,0.41150218,0,
YJL173C,RFA3,0.0054862235,1,-0.52777844,0,
YJL174W,KRE9,0.27470894,0.852,0.26839846,0.034,
YJL175W,YJL175W,0.00028851016,1,-0.052474473,1,
YJL176C,SWI3,0.088602968,1,-0.52953081,0,
YJL177W,RPL17B,-0.89326576,0,-0.53678771,0,
YJL178C,ATG27,0.07551894,1,-0.20943479,0.893,
YJL179W,PFD1,0.08829088,1,0.073614609,1,
YJL180C,ATP12,-0.59895503,0,-0.42101879,0,
YJL181W,YJL181W,-0.21726603,1,-0.40973046,0,
YJL182C,YJL182C,0.078104256,1,-0.094633695,1,
YJL183W,MNN11,-0.46579294,0.003,-0.29086644,0.006,
YJL184W,GON7,-0.62394749,0,-0.25704524,1,
YJL185C,YJL185C,-0.43978201,0.007,-0.20915791,0.984,
YJL186W,MNN5,0.070045788,1,-0.035703404,1,
YJL187C,SWE1,0.089240504,1,0.19919804,0.949,
YJL188C,YJL188C,-0.26363758,1,-0.29785846,0.105,
YJL189W,RPL39,-0.5373592,0,0.67577078,0,
YJL190C,RPS22A,-0.89498979,0,-0.72141093,0,
YJL191W,RPS14B,-0.95812624,0,-1.1545156,0,
YJL192C,SOP4,-0.081946616,1,0.30431244,0,
YJL193W,YJL193W,-0.24527494,1,-0.39696931,0,
YJL194W,CDC6,-0.38678144,0.007,0.019374558,1,
YJL195C,YJL195C,0.073120991,1,0.016068369,1,
YJL196C,ELO1,-0.57306545,0,-0.010961294,1,
YJL197W,UBP12,0.0040914468,1,-0.49220637,0,
YJL198W,PHO90,-0.23769201,1,-0.22871951,0.559,
YJL199C,MBB1,0.35552377,0.208,0.051497397,1,
YJL200C,ACO2,0.49274537,0.001,2.1608782,0,
YJL201W,ECM25,0.46757164,0.002,-0.25808178,0.934,
YJL202C,YJL202C,0.65178419,0,0.0023928882,1,
YJL203W,PRP21,-0.56664097,0,-0.061733783,1,
YJL204C,RCY1,0.22633589,1,-0.096568321,1,
YJL205C,NCE101,0.33661474,0.203,-0.36354938,0.011,
YJL206C,YJL206C,0.4530276,0.032,0.19991415,1,
YJL207C,LAA1,0.35471168,0.166,-0.61535776,0,
YJL208C,NUC1,-0.1829089,1,-0.13601082,1,
YJL209W,CBP1,0.30448768,0.386,-0.39037173,0.007,
YJL210W,PEX2,-1.2487248,0,-0.30269589,0.985,
YJL211C,YJL211C,-0.18432293,1,-0.2877793,0.014,
YJL212C,OPT1,0.25793992,1,-0.23452636,0.692,
YJL213W,YJL213W,0.2055927,1,0.69333752,0,
YJL214W,HXT8,-1.5573781,0,-1.2134438,0,
YJL215C,YJL215C,-0.29633049,0.916,0.089240504,1,
YJL216C,YJL216C,0.65617599,0.003,0.33390455,0,
YJL217W,YJL217W,0.22948948,1,0.94788306,0,
YJL218W,YJL218W,-1.2080676,0,0.32577784,0.001,
YIL170W,YIL170W,-0.51523697,0,-0.21972182,1,
YIL171W-A,YIL171W-A,-0.1169642,1,0.019687683,1,
YIL172C,YIL172C,0.44477307,0.003,1.6950584,0,
YIL173W,VTH1,0.92315679,0,1.1315961,0,
YIL176C,PAU14,0.085968454,1,0.82511805,0,
YEL077C,YEL077C,1.5623133,0,1.2034392,0,
YJR001W,AVT1,0.14455547,1,-0.12509604,1,
YJR002W,MPP10,-0.3658826,0.098,-0.34868603,0,
YJR003C,YJR003C,0.24409549,1,-0.52200361,0,
YJR004C,SAG1,0.42924637,0.003,1.4947586,0,
YJR005W,APL1,-0.10838173,1,0.089904868,1,
YJR006W,HYS2,-0.51083731,0,-0.49749626,0,
YJR007W,SUI2,-0.21498017,1,-0.27340765,0.058,
YJR008W,YJR008W,-0.032403444,1,-0.053276625,1,
YJR009C,TDH2,-0.0022971557,1,-0.18192825,1,
YJR010C-A,SPC1,-0.31927418,0.186,-0.3330126,0.003,
YJR010W,MET3,0.77013554,0,0.2192026,1,
YJR011C,YJR011C,-0.72724579,0,-0.59022349,0,
YJR012C,YJR012C,-0.2641382,0.969,0.19629229,0.979,
YJR013W,GPI14,-0.648184,0,-0.10021029,1,
YJR014W,TMA22,-0.83557412,0,-0.39382691,0.037,
YJR015W,YJR015W,-0.36943983,0.018,0.29194533,1,
YJR016C,ILV3,-0.24598821,1,-0.42218981,0,
YJR017C,ESS1,-0.68967384,0,-0.45481841,0,
YJR018W,YJR018W,0.79188074,0,-0.27665813,1,
YJR019C,TES1,-0.069229363,1,0.22592887,0.687,
YJR020W,YJR020W,-0.13580474,1,-0.030940525,1,
YJR021C,REC107,-0.60936753,0,0.018591448,1,
YJR022W,LSM8,0.070595412,1,-0.20600759,0.991,
YJR023C,YJR023C,-0.10033865,1,-0.15302135,1,
YJR024C,YJR024C,-0.36589561,1,-0.44032024,0,
YJR025C,BNA1,-1.1867544,0,0.70489852,0,
YAR010C,YAR010C,0.98431227,0,1.5128943,0,
YAR009C,YAR009C,0.9736627,0,0.15479057,1,
YAR010C,YAR010C,0.93149396,0,1.6473467,0,
YAR009C,YAR009C,1.9110127,0,0.9666298,0,
YJR030C,YJR030C,0.16170713,1,-0.29314149,0.025,
YJR031C,GEA1,-1.1296013,0,-0.54579252,0,
YJR032W,CPR7,-0.073649821,1,-0.038342596,1,
YJR033C,RAV1,0.19785281,1,0.028003278,1,
YJR034W,PET191,0.1723851,1,0.044715848,1,
YJR035W,RAD26,0.74328229,0,0.048361753,1,
YJR036C,HUL4,0.65540679,0,-0.19521784,1,
YJR037W,YJR037W,-0.12251487,1,-0.054509155,1,
YJR038C,YJR038C,-0.10968562,1,-0.17402067,1,
YJR039W,YJR039W,0.76312258,0,-0.13735739,1,
YJR040W,GEF1,0.21577798,1,-0.1206126,1,
YJR041C,URB2,0.21569102,1,-0.38187789,0,
YJR042W,NUP85,0.097664728,1,-0.10991135,1,
YJR043C,POL32,-0.015988208,1,-0.46056422,0,
YJR044C,VPS55,-0.030849141,1,0.21932653,0.71,
YJR045C,SSC1,0.18495308,1,0.1723595,1,
YJR046W,TAH11,0.29365299,0.537,-0.007053237,1,
YJR047C,ANB1,-0.034000781,1,-0.020770687,1,
YJR048W,CYC1,-0.8030984,0.008,0.53453976,0,
YJR049C,UTR1,-0.34662808,0.571,-0.19036824,1,
YJR050W,ISY1,-0.16361531,1,-0.29628265,0.259,
YJR051W,OSM1,0.14232194,1,0.26338302,0.909,
YJR052W,RAD7,0.1828194,1,-0.071959474,1,
YJR053W,BFA1,-0.43566671,0.399,-0.24317994,0.268,
YJR054W,YJR054W,0.30400864,1,0.63616288,0,
YJR055W,HIT1,-0.12060005,1,-0.35794542,0.015,
YJR056C,YJR056C,-0.45851291,0.001,-0.26339339,0.475,
YJR057W,CDC8,-0.0064618539,1,-0.01835774,1,
YJR058C,APS2,-0.089523669,1,0.17764995,1,
YJR059W,PTK2,-0.16466929,1,0.10107181,1,
YJR060W,CBF1,-0.60984522,0,-0.27232346,0.769,
YJR061W,YJR061W,0.83619077,0,0.69668828,0,
YJR062C,NTA1,-0.2689593,1,0.5433573,0,
YJR063W,RPA12,-0.20607583,1,-0.3089626,0.005,
YJR064W,CCT5,-0.16599109,1,-0.45567882,0,
YJR065C,ARP3,-0.22653698,1,0.25204016,0.836,
YJR066W,TOR1,0.27787766,0.935,-0.5955437,0,
YJR067C,YAE1,-0.10412352,1,-0.26866554,0.035,
YJR068W,RFC2,0.051580921,1,-0.0060402067,1,
YJR069C,HAM1,-0.10978369,1,-0.037199291,1,
YJR070C,LIA1,-0.60323988,0,-0.77170955,0,
YJR071W,YJR071W,-0.16632618,1,-0.53228439,0,
YJR072C,NPA3,-0.39831489,1,-0.081309992,1,
YJR073C,OPI3,-0.96621829,0,-0.19279348,1,
YJR074W,MOG1,-0.051756507,1,-0.16433297,1,
YJR075W,HOC1,-0.08056533,1,-0.14661748,1,
YJR076C,CDC11,0.07251745,1,-0.17955387,1,
YJR077C,MIR1,-0.15377068,1,0.49379078,0,
YJR078W,BNA2,-0.04734587,1,2.1307003,0,
YJR079W,YJR079W,-0.26130479,0.987,1.3463272,0,
YJR080C,FMP26,-0.03763903,1,0.18121707,1,
YJR082C,EAF6,-0.20141026,1,0.069372213,1,
YJR083C,ACF4,-0.1763566,1,-0.1128803,1,
YJR084W,CSN12,-0.45490146,0.002,-0.038650791,1,
YJR085C,YJR085C,0.32743444,0.204,0.54574108,0,
YJR086W,STE18,0.21490813,1,0.19393571,0.996,
YJR087W,YJR087W,-0.39879603,1,-0.44792203,0,
YJR088C,YJR088C,-0.16348281,1,-0.11623531,1,
YJR089W,BIR1,0.27573417,0.759,0.073929888,1,
YJR090C,GRR1,-0.088708786,1,-0.28475851,0.202,
YJR091C,JSN1,-0.086643713,1,-0.11671077,1,
YJR092W,BUD4,-0.10597776,1,-0.033441069,1,
YJR093C,FIP1,0.15530885,1,-0.021269867,1,
YJR094C,IME1,-0.18861611,1,-0.092240202,1,
YJR094W-A,RPL43B,-0.64266646,0,-0.62034134,0,
YJR095W,SFC1,-0.023871028,1,1.5763238,0,
YJR096W,YJR096W,-0.007127177,1,1.0138696,0,
YJR097W,JJJ3,-0.15922177,1,-0.14624063,1,
YJR098C,YJR098C,0.50608395,0,-0.22983739,0.266,
YJR099W,YUH1,-0.63724847,0,0.23838334,0.845,
YJR100C,YJR100C,0.06732206,1,0.26019431,0.11,
YJR101W,RSM26,-0.048419665,1,-0.33995857,0,
YJR102C,VPS25,-0.24853456,1,0.32433827,0,
YJR103W,URA8,1.1345364,0,0.35243086,0,
YJR104C,SOD1,0.014698071,1,0.18017333,0.999,
YJR105W,ADO1,-0.39133645,0.011,-0.20821093,1,
YJR106W,ECM27,0.080343852,1,0.48563291,0,
YJR107W,YJR107W,0.78125059,0,0.053681349,1,
YJR108W,ABM1,0.24077836,1,-0.63565393,0,
YJR109C,CPA2,0.86731927,0,0.92640939,0,
YJR110W,YMR1,0.3901834,0.007,-0.0013784321,1,
YJR111C,YJR111C,0.24036318,1,0.26960772,0.798,
YJR112W,NNF1,-0.4428811,0.002,0.025454096,1,
YJR113C,RSM7,-0.17882044,1,-0.078941531,1,
YJR114W,YJR114W,0.040457628,1,-0.19803681,0.998,
YJR115W,YJR115W,-0.30503425,0.726,-0.26903231,0.041,
YJR116W,YJR116W,-0.06406509,1,-0.13507261,1,
YJR117W,STE24,-0.047535218,1,-0.18036124,1,
YJR118C,ILM1,0.07948393,1,-0.32483987,0.653,
YJR119C,JHD2,0.76672236,0,0.52686007,0,
YJR120W,YJR120W,0.032820248,1,-0.22120101,1,
YJR121W,ATP2,0.085886897,1,0.30161106,0.005,
YJR122W,CAF17,-0.20239429,1,-0.1807929,1,
YJR123W,RPS5,-0.16731734,1,-0.71058336,0,
YJR124C,YJR124C,-0.13922626,1,-0.63090321,0,
YJR125C,ENT3,-0.094245541,1,0.0025369114,1,
YJR126C,VPS70,-0.18691208,1,-0.092855512,1,
YJR127C,RSF2,0.20481682,1,0.57882281,0,
YJR128W,YJR128W,0.090704412,1,-0.076181458,1,
YJR129C,YJR129C,-1.4352414,0,-0.45657737,0,
YJR130C,STR2,0.042840419,1,0.56983131,0,
YJR131W,MNS1,-0.92390888,0,0.62462499,0,
YJR132W,NMD5,-0.33737702,0.476,-0.42206996,0,
YJR133W,XPT1,-0.35672747,0.024,-0.0983063,1,
YJR134C,SGM1,0.24553217,1,-0.057430697,1,
YJR135C,MCM22,-0.67770262,0,-0.77738336,0,
YJR135W-A,TIM8,0.1137405,1,-0.10167244,1,
YJR136C,YJR136C,0.49321692,0,-0.029623397,1,
YJR137C,ECM17,0.85973902,0,0.1007355,1,
YJR138W,IML1,0.51113402,0,-0.098768158,1,
YJR139C,HOM6,-0.32361884,0.16,0.10165008,1,
YJR140C,HIR3,0.23342181,1,-0.64179731,0,
YJR141W,YJR141W,-0.31786003,0.165,-0.42911161,0.011,
YJR142W,YJR142W,-0.012519046,1,0.34811908,0,
YJR143C,PMT4,0.082334717,1,-0.091485267,1,
YJR144W,MGM101,-0.096148804,1,-0.0036517508,1,
YJR145C,RPS4B,-0.11045948,1,-0.33190811,0,
YJR146W,YJR146W,-0.21946816,1,-0.2191037,0.576,
YJR147W,HMS2,-1.3232235,0,-1.8213198,0,
YJR148W,BAT2,0.92780545,0.003,1.4170775,0,
YJR149W,YJR149W,1.2807604,0,1.2492087,0,
YJR150C,DAN1,-0.20868434,1,0.095654417,1,
YJR151C,DAN4,0.10398769,1,0.28568629,0.02,
YJR152W,DAL5,0.35370721,0.032,0.15371456,1,
YJR153W,PGU1,1.8385444,0,0.07475203,1,
YJR154W,YJR154W,0.536033,0,0.6980851,0,
YJR155W,AAD10,0.76188095,0,0.84367839,0,
YDL244W,THI13,0.029714367,1,1.5954225,0,
YJR157W,YJR157W,0.036974484,1,0.14202126,1,
YDL245C,HXT15,0.44536651,0.002,-0.29826466,0.103,
YDL246C,SOR2,-0.53295429,0,0.40973307,0,
YDL247W,MPH2,0.90934302,0,0.04866865,1,
YJR161C,COS5,-0.71513767,0,0.55729735,0,
YJR162C,YJR162C,1.8743681,0,0.18438187,1,
YKL001C,MET14,0.49261207,0,-0.57376745,0,
YKL002W,DID4,-0.33672097,0.222,-0.21826261,0.396,
YKL003C,MRP17,0.10261782,1,-0.038713031,1,
YKL004W,AUR1,-0.03483115,1,-0.51655721,0,
YKL005C,BYE1,0.36308134,1,-0.32153862,0,
YKL006C-A,SFT1,1.2089854,0,0.079729675,1,
YHL001W,RPL14B,-0.25542037,1,-0.52066181,0,
YKL007W,CAP1,0.031451661,1,0.25577867,0.727,
YKL008C,LAC1,-0.41808191,0.035,-0.23907225,0.088,
YKL009W,MRT4,-0.31355057,1,-0.68504135,0,
YKL010C,UFD4,0.20896667,1,-0.23728381,0.303,
YKL011C,CCE1,0.26566492,1,0.2727757,1,
YKL012W,PRP40,-0.12548472,1,-0.15684424,1,
YKL013C,ARC19,0.091178508,1,0.20127001,0.96,
YKL014C,URB1,-0.16493129,1,-0.74144248,0,
YKL015W,PUT3,0.10618749,1,-0.18394266,1,
YKL016C,ATP7,0.12134702,1,0.78835997,0,
YKL017C,HCS1,0.14314522,1,-0.17316478,1,
YKL018C-A,YKL018C-A,-0.0527034,1,-0.045019077,1,
YKL018W,SWD2,-0.020091729,1,-0.067506387,1,
YKL019W,RAM2,-0.066783925,1,-0.022847589,1,
YKL020C,SPT23,-0.022780167,1,-0.17314038,1,
YKL021C,MAK11,-0.085821267,1,-0.25940396,0.513,
YKL022C,CDC16,-0.053438306,1,0.017907659,1,
YKL023W,YKL023W,-0.29457408,1,0.34412402,0,
YKL024C,URA6,0.092437493,1,-0.27716155,1,
YKL025C,PAN3,-0.54529557,0,-0.3386736,0.001,
YKL026C,GPX1,0.68655879,0,0.29840025,0,
YKL027W,YKL027W,-0.060055827,1,-0.30697835,0.142,
YKL028W,TFA1,-0.10625726,1,0.0097054723,1,
YKL029C,MAE1,-0.067642456,1,-0.375448,0,
YKL030W,YKL030W,-0.2376801,1,-0.25914323,0.095,
YKL031W,YKL031W,0.80403703,0,-0.2458599,0.073,
YKL032C,IXR1,-0.32601128,0.147,-0.52256098,0,
YKL033W,YKL033W,-0.16677957,1,-0.13886246,1,
YKL033W-A,YKL033W-A,-0.23227572,1,-0.031463879,1,
YKL034W,TUL1,-0.51518748,0,0.12035194,1,
YKL035W,UGP1,0.53392211,0,0.83370782,0,
YKL036C,YKL036C,0.0034151419,1,-0.076239254,1,
YKL037W,YKL037W,0.31927109,0.19,-0.093546511,1,
YKL038W,RGT1,1.6316677,0,0.33026008,0,
YKL039W,PTM1,-0.014445652,1,0.32327783,0.005,
YKL040C,NFU1,-0.27469161,0.946,-0.11020875,1,
YKL041W,VPS24,-0.15591007,1,0.010837116,1,
YKL042W,SPC42,0.1490382,1,0.075299864,1,
YKL043W,PHD1,-0.027564665,1,-0.345317,0,
YKL044W,YKL044W,-0.20280934,1,-0.61060059,0,
YKL045W,PRI2,0.29736752,0.587,0.032143171,1,
YKL046C,DCW1,0.24644457,1,0.12061736,1,
YKL047W,YKL047W,-0.35899786,0.297,-0.50828849,0,
YKL048C,ELM1,-0.26750502,0.988,-0.29659803,0.034,
YKL049C,CSE4,-0.15766153,1,0.1921184,1,
YKL050C,YKL050C,1.1246987,0,0.21031405,0.618,
YKL051W,SFK1,-0.016217253,1,-0.23569461,0.879,
YKL052C,ASK1,-0.13014912,1,-0.0031976679,1,
YKL053C-A,MDM35,-0.2413881,1,0.058926005,1,
YKL053W,YKL053W,0.24481401,1,-0.41031896,0,
YKL054C,DEF1,0.45087604,0.21,0.0037317496,1,
YKL055C,OAR1,-0.18595825,1,-0.38143995,0.123,
YKL056C,TMA19,-0.58906848,0,-0.34245145,0.001,
YKL057C,NUP120,-0.097105235,1,-0.69394779,0,
YKL058W,TOA2,-0.14547925,1,-0.75105476,0,
YKL059C,MPE1,-0.52827979,0,-0.24295968,0.996,
YKL060C,FBA1,-0.90534504,0,-0.54063973,0,
YKL061W,YKL061W,-0.10404133,1,-0.080839956,1,
YKL062W,MSN4,0.12190396,1,0.84404814,0,
YKL063C,YKL063C,-0.26105927,0.994,0.017537138,1,
YKL064W,MNR2,0.93444856,0,0.43249981,0,
YKL065C,YET1,0.40343135,0.735,0.63765661,0,
YKL066W,YKL066W,0.46054338,0,0.32325476,0,
YKL067W,YNK1,0.045820371,1,0.42948207,0,
YKL068W,NUP100,-0.58413319,0,-0.48057283,0,
YKL069W,YKL069W,-1.3987637,0,-1.1803384,0,
YKL070W,YKL070W,1.1469093,0,0.12378537,1,
YKL071W,YKL071W,0.21703214,1,0.43602321,0,
YKL072W,STB6,0.09050118,1,-0.42468186,0,
YKL073W,LHS1,0.29294662,1,-0.55687928,0,
YKL074C,MUD2,0.23062113,1,-0.25634372,0.073,
YKL075C,YKL075C,0.47406737,0,-0.17497153,1,
YKL076C,PSY1,0.5065207,0.001,-0.010443871,1,
YKL077W,YKL077W,0.030208932,1,0.021607645,1,
YKL078W,DHR2,-0.11351697,1,-0.61511909,0,
YKL079W,SMY1,-0.057130471,1,-0.22098408,1,
YKL080W,VMA5,-0.10847349,1,-0.10871926,1,
YKL081W,TEF4,-0.27190534,1,-0.41827276,0.022,
YKL082C,RRP14,-0.30422172,0.215,-0.27757769,1,
YKL083W,YKL083W,-0.039458636,1,0.075190314,1,
YKL084W,HOT13,-0.052090017,1,-0.44452346,0,
YKL085W,MDH1,0.22291582,1,0.4350418,0,
YKL086W,SRX1,0.5889964,0,0.64453006,0,
YKL087C,CYT2,0.36986287,0.114,0.20032857,1,
YKL088W,YKL088W,0.094641454,1,-0.33344699,0.079,
YKL089W,MIF2,0.30261736,0.649,-0.1461161,1,
YKL090W,CUE2,0.046002047,1,-0.0047542918,1,
YKL091C,YKL091C,0.14523398,1,-0.096903097,1,
YKL092C,BUD2,-0.022545681,1,-0.48016023,0,
YKL093W,MBR1,0.8681415,0,0.21674663,0.927,
YKL094W,YJU3,0.19875815,1,-0.17871266,1,
YKL095W,YJU2,-0.074960673,1,-0.15411097,1,
YKL096W,CWP1,0.10980183,1,1.4543233,0,
YKL096W-A,CWP2,0.06835438,1,0.2556095,0.512,
YKL097C,YKL097C,-0.028370738,1,-0.13082504,1,
YKL098W,YKL098W,0.23779619,1,0.38942364,0,
YKL099C,UTP11,-1.1554376,0,-0.33944737,0.054,
YKL100C,YKL100C,-0.17067161,1,-0.43567647,0,
YKL101W,HSL1,0.80549883,0,1.5508219,0,
YKL102C,YKL102C,0.34507839,0.583,0.012110943,1,
YKL103C,LAP4,-0.28324434,0.75,1.0807191,0,
YKL104C,GFA1,0.54728201,0,0.69561082,0,
YKL105C,YKL105C,0.1193429,1,0.13464153,1,
YKL106C-A,YKL106C-A,0.0042928381,1,-0.095488927,1,
YKL106W,AAT1,-0.27577234,0.979,-0.40569606,0,
YKL107W,YKL107W,0.090053969,1,0.67004265,0,
YKL108W,SLD2,0.14377217,1,-0.41538379,0,
YKL109W,HAP4,0.22381792,1,1.069441,0,
YKL110C,KTI12,0.38632537,0.91,-0.20648695,1,
YKL111C,YKL111C,-0.096642366,1,-0.14123757,1,
YKL112W,ABF1,-0.35475211,0.079,-0.79776911,0,
YKL113C,RAD27,0.15686255,1,-0.4379789,0,
YKL114C,APN1,-0.069627498,1,0.12203653,1,
YKL115C,YKL115C,0.022872002,1,-0.31478822,0.008,
YKL116C,PRR1,-0.02390183,1,-0.091082592,1,
YKL117W,SBA1,-0.19142549,1,-0.31220113,0.045,
YKL118W,YKL118W,-0.31056664,1,-0.16368318,1,
YKL119C,VPH2,-0.2723618,0.779,0.071803849,1,
YKL120W,OAC1,0.3786226,1,-1.6037177,0,
YKL121W,YKL121W,0.26862602,0.992,0.18317523,0.98,
YKL122C,SRP21,-0.10457949,1,-0.11054982,1,
YKL123W,YKL123W,0.88380065,0,0.50049615,0,
YKL124W,SSH4,0.48296184,0,0.33451107,0,
YKL125W,RRN3,0.78618649,0,-0.23299445,0.998,
YKL126W,YPK1,0.010479097,1,0.14486867,1,
YKL127W,PGM1,-0.6661481,0,-0.39462894,0.003,
YKL128C,PMU1,-0.60967129,0,-0.24563068,0.59,
YKL129C,MYO3,0.45971488,0.003,0.088195884,1,
YKL130C,SHE2,-1.0095475,0,-0.29501298,0.549,
YKL131W,YKL131W,0.0017157864,1,0.0011392791,1,
YKL132C,RMA1,0.36628584,0.235,0.15262476,1,
YKL133C,YKL133C,0.11508653,1,0.69752475,0,
YKL134C,1-Oct,-0.7669734,0,-0.15954885,1,
YKL135C,APL2,0.30734692,0.766,0.18278127,1,
YKL136W,YKL136W,0.77133628,0.801,0.10123321,1,
YKL137W,YKL137W,-0.28199486,1,-0.17419972,1,
YKL138C,MRPL31,-0.081024595,1,-0.077642284,1,
YKL139W,CTK1,-3.8777827,0,-0.14432438,1,
YKL140W,TGL1,-0.19780347,1,0.14996168,1,
YKL141W,SDH3,-0.18368374,1,0.66824623,0,
YKL142W,MRP8,0.65960494,0,0.56880069,0,
YKL143W,LTV1,-0.53659726,0,-0.40475034,0,
YKL144C,RPC25,-0.086055548,1,-0.19220821,1,
YKL145W,RPT1,0.06459318,1,0.0025945167,1,
YKL146W,AVT3,0.11882482,1,0.07231164,1,
YKL147C,YKL147C,-0.058336255,1,-0.24935405,0.271,
YKL148C,SDH1,-0.068643713,1,0.76784121,0,
YKL149C,DBR1,0.08024833,1,-0.13430127,1,
YKL150W,MCR1,0.16765337,1,0.90166436,0,
YKL151C,YKL151C,0.2695,0.986,0.58908272,0,
YKL152C,GPM1,-1.6519852,0,-1.5161858,0.003,
YKL153W,YKL153W,-0.17422251,1,-0.20909454,1,
YKL154W,SRP102,-0.19135135,1,-0.49783237,0,
YKL155C,RSM22,0.268087,0.91,-0.032055276,1,
YKL156W,RPS27A,-0.50808535,0.005,-0.69427924,0,
YKL157W,APE2,-0.38984802,0.013,0.40916823,0,
YKL159C,RCN1,-0.43251686,0.003,-0.27674901,0.028,
YKL160W,ELF1,-0.18229162,1,-0.21977894,0.663,
YKL161C,YKL161C,0.99149917,0,1.7366005,0,
YKL162C,YKL162C,-0.032282461,1,0.67969402,0,
YKL162C-A,YKL162C-A,-0.31882783,0.605,0.69377463,0,
YKL163W,PIR3,0.58854555,0.002,1.1065694,0,
YKL164C,PIR1,-0.4715547,0.07,-0.62923309,0,
YKL165C,MCD4,0.13362928,1,-0.57310194,0,
YKL165C-A,YKL165C-A,-0.12964712,1,-0.69098684,0,
YKL166C,TPK3,-0.024485733,1,-0.30254108,0.013,
YKL167C,MRP49,-0.44581393,1,-0.47293167,0,
YKL168C,KKQ8,-0.21562668,1,-0.044292909,1,
