systematicName,geneSymbol,"ctk1-del vs. wt","ctk1-del vs. wt","cak1-del vs. wt","cak1-del vs. wt",
YNR028W,CPR8,-0.52475529,0.039,-0.018832698,1,
YNR029C,YNR029C,0.058177935,1,0.0099633932,1,
YNR030W,ALG12,0.38182601,1,0.22613856,1,
YNR031C,SSK2,-0.038871607,1,-0.50472441,0,
YNR032C-A,HUB1,-0.073510148,1,-0.15262198,1,
YNR032W,PPG1,-0.00066234904,1,0.13767401,1,
YNR033W,ABZ1,0.38357436,0.024,0.026686764,1,
YNR034W,SOL1,-0.48091709,0.349,-0.32260813,0.072,
YNR035C,ARC35,0.01191064,1,0.16482489,1,
YNR036C,YNR036C,-0.093431065,1,-0.11880213,1,
YNR037C,RSM19,-0.018667541,1,-0.059329569,1,
YNR038W,DBP6,-0.060299499,1,-0.52276202,0,
YNR039C,ZRG17,-0.053806649,1,-0.31601436,1,
YNR040W,YNR040W,-0.096654708,1,-0.27531306,0.011,
YNR041C,COQ2,-0.2973921,1,0.20830499,1,
YNR042W,YNR042W,-0.26126156,1,-0.50367878,0,
YNR043W,MVD1,-0.48741103,0,0.069069689,1,
YNR044W,AGA1,0.84279383,0,2.6155976,0,
YNR045W,PET494,-0.33821939,0.516,-0.35082788,0.006,
YNR046W,TRM112,-0.36077525,1,-0.49098526,0,
YNR047W,YNR047W,0.29527634,1,-0.0079610759,1,
YNR048W,YNR048W,-0.042415198,1,-0.48371046,0,
YNR049C,MSO1,0.50419324,0,0.094127948,1,
YNR050C,LYS9,-0.20502609,1,3.0922463,0,
YNR051C,BRE5,0.066633436,1,-0.41631918,0.007,
YNR052C,POP2,-0.28761024,0.996,-0.25817667,0.178,
YNR053C,NOG2,0.042196052,1,-0.50735101,0.409,
YNR054C,ESF2,-0.34644097,0.114,-0.26004651,1,
YNR055C,HOL1,-0.34974829,0.936,-0.12773701,1,
YNR056C,BIO5,0.26571293,0.898,0.14071323,1,
YNR057C,BIO4,0.28483391,1,1.4487371,0,
YNR058W,BIO3,0.25356577,0.993,0.89734887,0,
YNR059W,MNT4,0.22491699,1,0.22463304,1,
YNR060W,FRE4,0.021209641,1,0.11468685,1,
YNR061C,YNR061C,-0.087488089,1,-0.19775549,1,
YNR062C,YNR062C,2.7804361,0,1.0944928,0,
YNR063W,YNR063W,-0.39520751,0.008,-0.12350152,1,
YNR064C,YNR064C,1.2335936,0,0.37787892,0,
YNR065C,YSN1,0.86834699,0,1.027699,0,
YNR066C,YNR066C,-0.26011216,1,0.53512729,0,
YNR067C,DSE4,-0.44152271,0.001,-0.44493778,0,
YNR068C,YNR068C,0.79717073,0,0.84655349,0,
YNR069C,BSC5,0.31259548,0.559,0.39505183,0,
YNR070W,YNR070W,1.5226634,0,0.47062536,0,
YNR071C,YNR071C,0.063640993,1,0.12977098,1,
YNR072W,HXT17,0.6671564,0,0.046421211,1,
YEL070W,YEL070W,-0.13332778,1,1.0941415,0,
YNR074C,AIF1,-3.2561214,0,0.54583002,0,
YNR075W,COS10,-2.0885247,0,0.30005342,0.012,
YDR542W,PAU10,0.12493685,1,0.89305927,0,
YLL065W,YLL065W,2.161475,0,0.36029685,0,
YOL001W,PHO80,0.15678491,1,0.18743838,1,
YOL002C,IZH2,-0.35421351,0.994,-0.15402107,1,
YOL003C,PFA4,-0.1887197,1,-0.3926408,0.292,
YOL004W,SIN3,-0.047096924,1,-0.045861771,1,
YOL005C,RPB11,0.017594147,1,-0.29284808,0.057,
YOL006C,TOP1,0.25953162,1,-0.085023774,1,
YOL007C,CSI2,-0.16647352,1,0.78255115,0,
YOL008W,COQ10,-0.78721404,0,-0.10390644,1,
YOL009C,MDM12,0.38092889,0.013,0.33763118,0.165,
YOL010W,RCL1,-0.0082410839,1,-0.44973958,0,
YOL011W,PLB3,0.41561807,0.986,0.78745754,0,
YOL012C,HTZ1,-0.20102878,1,-0.74899478,0,
YOL013C,HRD1,-0.24460818,1,-0.19097746,1,
YOL013W-B,YOL013W-B,-0.15494598,1,-0.2608086,0.188,
YOL014W,YOL014W,-1.8034987,0,-1.5742228,0,
YOL015W,IRC10,0.12963911,1,0.29134423,0.059,
YOL016C,CMK2,0.62406345,0,0.69544156,0,
YOL017W,ESC8,0.8661167,0,-0.32557912,0.003,
YOL018C,TLG2,0.14368075,1,-0.11885069,1,
YOL019W,YOL019W,0.55123545,0,0.43606587,0,
YOL020W,TAT2,0.072270474,1,-0.28459332,0.02,
YOL021C,DIS3,-0.3149928,0.993,-0.62606787,0,
YOL022C,YOL022C,-0.53995366,0,-0.16796553,1,
YOL023W,IFM1,0.36650966,0.989,-0.31806325,0.005,
YOL024W,YOL024W,0.9160562,0,0.01894746,1,
YOL025W,LAG2,-0.14488416,1,0.072805535,1,
YOL026C,MIM1,-0.17535433,1,-0.29949636,0.325,
YOL027C,MDM38,-0.30925752,0.778,-0.18641457,1,
YOL028C,YAP7,-0.14853038,1,-0.37442464,0,
YOL029C,YOL029C,0.30775492,0.432,0.048905753,1,
YOL030W,GAS5,-0.17430228,1,0.7219763,0,
YOL031C,SIL1,0.7642867,0,-0.30471702,0.769,
YOL032W,OPI10,0.26121787,1,0.47172853,0,
YOL033W,MSE1,0.37911077,0.008,-0.08566204,1,
YOL034W,SMC5,1.9969961,0,-0.17554984,1,
YOL035C,YOL035C,-0.29719177,0.953,-0.090701537,1,
YOL036W,YOL036W,-0.07365134,1,0.097920875,1,
YOL037C,YOL037C,0.55921769,0,-0.3248995,0.004,
YOL038W,PRE6,0.1798677,1,-0.22268003,0.867,
YOL039W,RPP2A,-0.28387301,0.998,-0.29607362,1,
YOL040C,RPS15,0.47643354,0.963,-0.14521438,1,
YOL041C,NOP12,-0.15120182,1,-0.4215752,0,
YOL042W,NGL1,-0.26044911,1,-0.56921161,0,
YOL043C,NTG2,0.24059521,1,0.31016559,0,
YOL044W,PEX15,-0.23143538,1,-0.20336404,1,
YOL045W,PSK2,0.57058922,0,0.041523362,1,
YOL046C,YOL046C,0.63197034,0,-0.19209778,0.945,
YOL047C,YOL047C,0.089552386,1,0.91419711,0,
YOL048C,YOL048C,-0.10561914,1,0.26008589,0.817,
YOL049W,GSH2,-0.26670467,1,0.11671075,1,
YOL050C,YOL050C,-0.05112559,1,-0.39485844,0,
YOL051W,GAL11,-0.15310958,1,-0.2593677,0.489,
YOL052C,SPE2,-0.39539725,0.013,-0.35308162,0,
YOL052C-A,DDR2,1.6570363,0,1.2127499,0,
YOL053W,YOL053W,-0.070507417,1,-0.21015392,0.996,
YOL054W,PSH1,0.092017954,1,-0.044943169,1,
YOL055C,THI20,0.24007004,1,0.42082191,0,
YOL056W,GPM3,-0.26334144,1,-0.58454851,0,
YOL057W,YOL057W,-0.013800251,1,-0.42594501,0,
YOL058W,ARG1,-0.11011999,1,2.5262241,0,
YOL059W,GPD2,-0.61121532,0.962,-0.77975178,0,
YOL060C,MAM3,-0.018692387,1,0.18434378,1,
YOL061W,PRS5,-0.085495175,1,-0.28848747,0.027,
YOL062C,APM4,-0.14025303,1,-0.15100157,1,
YOL063C,CRT10,0.0016869665,1,0.027394717,1,
YOL064C,MET22,-0.14045816,1,-0.075179517,1,
YOL065C,INP54,-0.27210045,0.998,-0.23934982,0.927,
YOL066C,RIB2,-0.4607429,0.028,-0.26655021,0.063,
YOL067C,RTG1,-0.14399755,1,-0.32271097,0,
YOL068C,HST1,0.065723949,1,-0.33393425,0.005,
YOL069W,NUF2,-0.37738258,0.643,-0.17047676,1,
YOL070C,NBA1,-0.048725544,1,-0.035422451,1,
YOL071W,EMI5,0.20751808,1,0.23703745,1,
YOL072W,THP1,-0.2281178,1,-0.16804982,1,
YOL073C,YOL073C,-0.73772561,0,-0.0074795311,1,
YOL075C,YOL075C,0.002796117,1,-0.34400345,0.007,
YOL076W,MDM20,-0.30215858,1,-0.34956996,0.028,
YOL077C,BRX1,-0.15468258,1,-0.50414318,0,
YOL077W-A,ATP19,-0.18596317,1,0.4363964,0,
YOL078W,AVO1,-0.21608578,1,-0.28110578,0.137,
YOL079W,YOL079W,0.35255516,0.029,-0.33422523,0,
YOL080C,REX4,-0.32846386,0.345,-0.59468723,0,
YOL081W,IRA2,-0.10703862,1,-0.15737832,1,
YOL082W,ATG19,-0.32289502,0.968,0.8178688,0,
YOL083W,YOL083W,-0.020615552,1,0.58704809,0,
YOL084W,PHM7,0.22968635,1,0.89249206,0,
YOL085C,YOL085C,-0.10257523,1,-0.20788763,0.956,
YOL086C,ADH1,-0.20953655,1,-0.17337952,1,
YOL086W-A,YOL086W-A,0.23691503,1,-0.37385808,0,
YOL087C,YOL087C,0.051010077,1,0.1042964,1,
YOL088C,MPD2,0.66819176,0.033,0.21556678,0.938,
YOL089C,HAL9,0.21792552,1,-0.53201317,0,
YOL090W,MSH2,0.48641576,0.009,-0.21597518,0.998,
YOL091W,SPO21,0.20842986,1,0.4400592,0,
YOL092W,YOL092W,-0.18537411,1,-0.33437984,0,
YOL093W,TRM10,-0.64263042,0,-0.22956164,0.29,
YOL094C,RFC4,-0.19911294,1,-0.37077676,0.002,
YOL095C,HMI1,0.17153992,1,-0.13118683,1,
YOL096C,COQ3,-0.037868577,1,0.17728,1,
YOL097C,WRS1,-0.80905903,0,-0.63492789,0,
YOL098C,YOL098C,0.14309296,1,-0.11296923,1,
YOL099C,YOL099C,-0.093451075,1,-0.36534354,0,
YOL100W,PKH2,0.44868955,1,0.14549487,1,
YOL101C,IZH4,-0.56255278,0,-0.86124843,0,
YOL102C,TPT1,-0.42056687,0.007,-0.40932805,0,
YOL103W,ITR2,0.27405288,0.99,-0.10742401,1,
YAR010C,YAR010C,0.7518493,0,1.512955,0,
YAR009C,YAR009C,1.5262742,0,0.64205458,0,
YOL104C,NDJ1,0.92901832,0,1.23352,0,
YOL105C,WSC3,0.3243037,1,-0.31850216,0.015,
YOL106W,YOL106W,0.33930845,0.888,0.19296424,1,
YOL107W,YOL107W,-0.45779545,0.063,-0.094145439,1,
YOL108C,INO4,-0.0051089624,1,-0.19027606,0.979,
YOL109W,ZEO1,-0.026378439,1,-0.25830953,0.076,
YOL110W,SHR5,-0.1738514,1,-0.32540557,0.01,
YOL111C,MDY2,-0.57031013,0.002,-0.19864596,1,
YOL112W,MSB4,0.47126031,0,0.44015491,0,
YOL113W,SKM1,0.42511551,0.004,0.65688073,0,
YOL114C,YOL114C,0.4202075,0.004,-0.74844207,0,
YOL115W,PAP2,-0.056090673,1,-0.59325219,0,
YOL116W,MSN1,-0.77567566,0,-0.9690566,0,
YOL117W,RRI2,-0.35599424,0.42,0.35192227,0,
YOL118C,YOL118C,0.10783514,1,-0.13727011,1,
YOL119C,MCH4,0.3122237,0.726,0.8807247,0,
YOL120C,RPL18B,-0.72667748,0,-0.62324287,0,
YOL121C,RPS19A,-0.63215706,0,-0.77872919,0,
YOL122C,SMF1,-0.34219539,0.416,0.21580283,1,
YOL123W,HRP1,0.060075061,1,-0.45842371,0,
YOL124C,TRM11,-0.018693848,1,-0.43017841,0.022,
YOL125W,TRM13,-0.19569858,1,-0.3360124,0,
YOL126C,MDH2,-1.2387998,0,0.15152115,1,
YOL127W,RPL25,0.14028131,1,-0.30314795,0,
YOL128C,YGK3,-0.15599526,1,-0.18500176,0.998,
YOL129W,VPS68,-0.14258266,1,-0.037200771,1,
YOL130W,ALR1,0.3158792,0.414,-0.15609492,1,
YOL131W,YOL131W,0.022886202,1,-0.0067589647,1,
YOL132W,GAS4,-0.20868434,1,-0.04264402,1,
YOL133W,HRT1,0.11057706,1,0.099645314,1,
YOL134C,YOL134C,-0.058557099,1,-0.072930347,1,
YOL135C,MED7,-0.52477189,0,-0.085801363,1,
YOL136C,PFK27,-0.34975748,0.123,-0.107309,1,
YOL137W,BSC6,-0.10146347,1,-0.51375519,0,
YOL138C,YOL138C,0.94105371,0,0.067845195,1,
YOL139C,CDC33,-0.27763016,0.854,-0.41356094,0,
YOL140W,ARG8,-0.15433573,1,1.3162732,0,
YOL141W,PPM2,-0.11387599,1,-0.42868628,0,
YOL142W,RRP40,-0.071333303,1,-0.050108032,1,
YOL143C,RIB4,-1.5466752,0,-0.082232196,1,
YOL144W,NOP8,-0.57498979,0,-0.46414412,0,
YOL145C,CTR9,-0.16386742,1,-0.46158302,0,
YOL146W,PSF3,0.13855238,1,-0.26787844,0.028,
YOL147C,PEX11,-0.41015983,0.008,0.11161896,1,
YOL148C,SPT20,0.0057592693,1,-0.24196807,0.063,
YOL149W,DCP1,-0.083754205,1,-0.29602402,0.008,
YOL150C,YOL150C,0.03936303,1,0.085315872,1,
YOL151W,GRE2,-1.2849395,0,-0.95442004,0,
YOL152W,FRE7,2.0739299,0,1.4104714,0,
YOL153C,YOL153C,0.048640753,1,0.096896014,1,
YOL154W,ZPS1,0.23225552,1,-0.61691674,0,
YOL155C,HPF1,2.4980313,0,1.2358251,0,
YOL156W,HXT11,-0.50495778,0,-0.15415592,1,
YOL157C,YOL157C,0.29007047,0.736,1.6746911,0,
YOL158C,ENB1,-2.791278,0.003,-0.57573144,0,
YOL159C,YOL159C,-2.0841686,0.003,0.18080985,1,
YOL159C-A,YOL159C-A,-1.3499781,0.485,0.14144587,1,
YOL160W,YOL160W,-0.42433333,0.041,1.1174557,0,
YOL161C,PAU20,-0.21067138,1,0.72525254,0,
YOL162W,YOL162W,0.090365676,1,1.009641,0,
YOL163W,YOL163W,-0.2608933,1,0.51417782,0,
YOL164W,BDS1,-1.5249151,0.008,0.32277038,0,
YOL165C,AAD15,-2.8041686,0,0.5505461,0,
YOL166C,YOL166C,-0.2586219,1,-0.068046203,1,
YOR001W,RRP6,-0.24184182,1,-0.66512972,0,
YOR002W,ALG6,-0.0056215793,1,-0.16390782,1,
YOR003W,YSP3,0.33669471,0.453,0.70444706,0,
YOR004W,UTP23,-0.26714906,1,-0.40017949,0,
YOR005C,DNL4,0.72314786,0,0.20016533,1,
YOR006C,YOR006C,-0.12740288,1,-0.25298046,0.077,
YOR007C,SGT2,-0.082691991,1,0.21325395,0.787,
YOR008C,SLG1,-0.15342726,1,-0.42043557,1,
YOR008C-A,YOR008C-A,-0.09562612,1,-0.15886417,1,
YOR008W-B,YOR008W-B,0.022218653,1,-0.2851417,0.022,
YOR009W,TIR4,1.3235718,0,0.15754824,1,
YOR010C,TIR2,0.080493944,1,0.23121119,0.761,
YOR011W,AUS1,0.45059103,0,0.26434426,0.122,
YOR012W,YOR012W,-1.4283562,0,-0.30297708,0,
YOR013W,YOR013W,-0.66160183,0,-0.11707529,1,
YOR014W,RTS1,-0.061385992,1,0.24007004,1,
YOR015W,YOR015W,0.068092929,1,0.50706899,0,
YOR016C,ERP4,-0.25049834,1,0.092829855,1,
YOR017W,PET127,-0.053361954,1,-0.38780983,0.006,
YOR018W,ROD1,0.55951139,0,0.30258227,0.711,
YOR019W,YOR019W,-0.10538476,1,0.022460143,1,
YOR020C,HSP10,0.18553675,1,0.17878474,1,
YOR021C,YOR021C,-0.26500474,0.916,-0.19086054,0.885,
YOR022C,YOR022C,-0.057843609,1,0.39577574,0,
YOR023C,AHC1,0.14324973,1,0.34578241,0,
YOR024W,YOR024W,-0.14617517,1,-0.27454501,0.11,
YOR025W,HST3,-0.74978057,0,-0.52310406,0,
YOR026W,BUB3,0.29546443,0.771,-0.54286383,0,
YOR027W,STI1,-0.36882679,0.962,-0.13000545,1,
YOR028C,CIN5,-0.38269587,0.019,0.75931778,0,
YOR029W,YOR029W,-0.078546911,1,-0.085354351,1,
YOR030W,DFG16,-0.16990859,1,0.30015888,0.479,
YOR031W,CRS5,0.94844386,0,0.44204642,0,
YOR032C,HMS1,0.93152422,0,0.11605862,1,
YOR033C,EXO1,0.29661598,0.736,0.2021105,1,
YOR034C,AKR2,-0.56878999,0,-0.14314176,1,
YOR035C,SHE4,-0.9643958,0,0.22721121,0.402,
YOR036W,PEP12,-0.2551724,1,0.25868776,0.233,
YOR037W,CYC2,0.21954957,1,-0.070271104,1,
YOR038C,HIR2,-0.17910135,1,-0.48720475,0,
YOR039W,CKB2,-0.37730387,0.019,-0.032894858,1,
YOR040W,GLO4,-0.896015,0,-0.36747305,0,
YOR041C,YOR041C,0.81345081,0,-0.32105733,0.1,
YOR042W,CUE5,-0.47649625,0,0.28997607,0.588,
YOR043W,WHI2,-0.28056945,0.679,-0.085348229,1,
YOR044W,IRC23,0.31081706,0.726,0.87522175,0,
YOR045W,TOM6,0.13054874,1,-0.43257527,0,
YOR046C,DBP5,-0.1200653,1,-0.11392439,1,
YOR047C,STD1,-0.21383693,1,-0.2298357,0.137,
YOR048C,RAT1,0.015497569,1,-0.0040509991,1,
YOR049C,RSB1,0.19917291,1,0.43837803,0,
YOR050C,YOR050C,-0.10228405,1,-0.33458722,0,
YOR051C,YOR051C,-0.80253968,0,-0.30374617,0,
YOR052C,YOR052C,0.90765214,0,1.2219946,0,
YOR053W,YOR053W,-0.028840173,1,-0.16902432,1,
YOR054C,VHS3,0.09369538,1,0.037002608,1,
YOR055W,YOR055W,0.50162767,1,-0.017955974,1,
YOR056C,NOB1,-0.59734767,0,-0.31033764,0.005,
YOR057W,SGT1,0.23928805,1,0.084567759,1,
YOR058C,ASE1,-0.20646697,1,-0.34039141,0.064,
YOR059C,YOR059C,0.30921112,0.619,0.20940346,0.989,
YOR060C,YOR060C,-0.21040762,1,0.16245498,1,
YOR061W,CKA2,-0.025479498,1,0.029445818,1,
YOR062C,YOR062C,0.51234827,0.018,0.58383676,0,
YOR063W,RPL3,-0.57406167,0.008,0.063861846,1,
YOR064C,YNG1,0.042938449,1,0.070458026,1,
YOR065W,CYT1,-0.13125635,1,0.74666533,0,
YOR066W,YOR066W,-0.093317167,1,-0.061515463,1,
YOR067C,ALG8,0.05691642,1,-0.11203809,1,
YOR068C,VAM10,0.16778181,1,-0.24501333,0.996,
YOR069W,VPS5,0.21876877,1,-0.051562119,1,
YOR070C,GYP1,-0.073517739,1,-0.18226542,1,
YOR071C,THI71,-0.53685678,0,0.024886999,1,
YOR072W,YOR072W,0.47840238,0.007,0.35454243,0.02,
YOR073W,SGO1,0.47827811,0,0.0029688949,1,
YOR074C,CDC21,0.32796323,0.204,-0.26309731,0.11,
YOR075W,UFE1,0.38009772,0.009,-0.055483345,1,
YOR076C,SKI7,0.051859299,1,-0.08517681,1,
YOR077W,RTS2,-0.02812063,1,0.026658438,1,
YOR078W,BUD21,0.0013843229,1,-0.31505921,0.006,
YOR079C,ATX2,-0.23475891,1,-0.2836605,0.016,
YOR080W,DIA2,-0.1659571,1,0.383696,0,
YOR081C,TGL5,-0.28175281,0.999,0.52886133,0,
YOR082C,YOR082C,0.60784397,0,0.24334005,0.063,
YOR083W,WHI5,-0.029415772,1,-0.40703833,0,
YOR084W,YOR084W,0.17143744,1,-0.33108575,0.007,
YOR085W,OST3,-0.22410327,1,-0.2388407,0.232,
YOR086C,TCB1,0.31207264,0.355,-0.14124871,1,
YOR087W,YVC1,-0.41546652,1,-0.43498197,0,
YOR087W,YVC1,-0.088265473,1,-0.23365418,1,
YOR089C,VPS21,0.29314679,0.553,0.25931467,1,
YOR090C,PTC5,-0.7740884,0,0.0012401845,1,
YOR091W,TMA46,-1.0780915,0,-0.40288745,0,
YOR092W,ECM3,-0.083443866,1,-0.19765621,0.971,
YOR093C,YOR093C,0.38293281,0.589,-0.56264867,0,
YOR094W,ARF3,-0.42204096,0.013,-0.43769163,0,
YOR095C,RKI1,-0.66501762,0,-0.66217475,0,
YOR096W,RPS7A,0.22358318,1,-0.52592224,0,
YOR097C,YOR097C,-0.016951319,1,0.22296526,0.844,
YOR098C,NUP1,-0.20795762,1,-0.18052637,1,
YOR099W,KTR1,0.61020869,0,-0.065447266,1,
YOR100C,CRC1,0.021849237,1,0.56965635,0,
YOR101W,RAS1,-0.34557729,0.322,-0.61431938,0,
YOR102W,YOR102W,-0.11784843,1,-0.20902617,0.996,
YOR103C,OST2,0.40093134,0.005,0.020669316,1,
YOR104W,PIN2,-0.2516401,0.99,0.30395021,0.958,
YOR105W,YOR105W,-0.13025175,1,0.33494578,0.005,
YOR106W,VAM3,-0.11741329,1,-0.41515869,0,
YOR107W,RGS2,-0.67399887,0,-0.79568397,0,
YOR108W,LEU9,0.31280456,0.477,-0.57714268,0,
YOR109W,INP53,-0.013254144,1,-0.1363295,1,
YOR110W,TFC7,-0.23352357,1,-0.32630791,0.007,
YOR111W,YOR111W,0.12116132,1,0.19036201,0.996,
YOR112W,CEX1,-0.2843561,0.841,0.037030731,1,
YOR113W,AZF1,0.28736591,0.736,-0.17812328,1,
YOR114W,YOR114W,0.18317523,1,0.15053368,1,
YOR115C,TRS33,0.074875311,1,-0.0011459549,1,
YOR116C,RPO31,-0.09391754,1,-0.64269123,0,
YOR117W,RPT5,0.23647425,1,-0.050468055,1,
YOR118W,YOR118W,0.0058885887,1,-0.14595806,1,
YOR119C,RIO1,-0.63766141,0,-0.31053801,0.007,
YOR120W,GCY1,0.83331112,0,1.4954138,0,
YOR121C,YOR121C,0.20750558,1,0.20322622,0.7,
YOR122C,PFY1,0.35145872,0.448,0.32485668,0.341,
YOR123C,LEO1,-0.33778903,0.073,-0.53372893,0,
YOR124C,UBP2,-0.21511749,1,0.064965604,1,
YOR125C,CAT5,-0.50702499,0.018,0.045526846,1,
YOR126C,IAH1,0.17504549,1,-0.52811335,0,
YOR127W,RGA1,0.37639041,0.16,-0.25403129,1,
YOR128C,ADE2,-0.11505048,1,0.20606803,0.989,
YOR129C,YOR129C,0.33084519,0.21,-0.27565707,0.019,
YOR130C,ORT1,0.24488706,1,0.33409912,0.773,
YOR131C,YOR131C,-0.23618903,1,-0.27012795,0.011,
YOR132W,VPS17,-0.60341522,0,0.019531129,1,
YDR385W,EFT2,-0.64950954,0.003,-0.25147694,0.1,
YOR134W,BAG7,0.79675555,0,0.45321729,0,
YOR135C,YOR135C,0.027536266,1,-0.19506919,0.998,
YOR136W,IDH2,-0.71380015,0,0.24579987,0.998,
YOR137C,SIA1,0.56704889,0,0.34432858,0.051,
YOR138C,RUP1,0.34519196,0.056,0.096963461,1,
YOR139C,YOR139C,0.56265029,0,0.018306575,1,
YOR140W,SFL1,-0.066857968,1,-0.22376123,0.729,
YOR141C,ARP8,-0.32559178,0.089,-0.044251255,1,
YOR142W,LSC1,-0.072974355,1,0.34293016,0,
YAR010C,YAR010C,0.44272591,0.117,0.96110468,0,
YBL005W-B,YBL005W-B,1.2162127,0,0.63107634,0.067,
YOR143C,THI80,-0.16826704,1,-0.31642211,0.02,
YOR144C,ELG1,-0.066880636,1,-0.4480283,0.109,
YOR145C,PNO1,0.024220375,1,-0.2863253,0.007,
YOR146W,YOR146W,-0.44283011,0.584,-0.32647433,0.012,
YOR147W,MDM32,-0.10807382,1,-0.1505419,1,
YOR148C,SPP2,0.32066952,0.559,0.1690912,1,
YOR149C,SMP3,-1.3538226,0,-0.082530053,1,
YOR150W,MRPL23,-0.12239394,1,-0.051406628,1,
YOR151C,RPB2,-0.1216215,1,-0.21611259,1,
YOR152C,YOR152C,-0.1888792,1,0.045373071,1,
YOR153W,PDR5,-1.3508941,0,-0.48047017,0,
YOR154W,SLP1,0.22400322,1,-0.25820428,0.028,
YOR155C,ISN1,-0.22592606,1,-0.27534624,0.095,
YOR156C,NFI1,-0.057396168,1,-0.43371089,0.004,
YOR157C,PUP1,0.23671915,1,0.28407581,0.202,
YOR158W,PET123,-0.46339997,0.002,-0.19737993,0.999,
YOR159C,SME1,-0.6388268,0,-0.69746686,0,
YOR160W,MTR10,-0.32415336,0.253,-0.33882139,0,
YOR161C,PNS1,-0.70875009,0,-1.2885086,0,
YOR162C,YRR1,-0.19628195,1,-0.10767271,1,
YOR163W,DDP1,-0.16373328,1,-0.13402577,1,
YOR164C,YOR164C,-0.74295316,0,-0.28995777,0.082,
YOR165W,SEY1,-0.14985668,1,-0.3797214,0,
YOR166C,SWT1,-0.26502901,0.935,-0.34631992,0.012,
YOR167C,RPS28A,-0.26237207,1,0.032270147,1,
YOR168W,GLN4,-0.50976055,0,-0.35273155,0,
YOR169C,YOR169C,-0.13304456,1,-0.23668362,0.33,
YOR170W,YOR170W,0.40807052,0.008,-0.10524819,1,
YOR171C,LCB4,-0.12850012,1,-0.11736008,1,
YOR172W,YRM1,-0.086295993,1,0.030802186,1,
YOR173W,DCS2,0.48502488,0,0.90696754,0,
YOR174W,MED4,-0.081969522,1,-0.23076313,0.281,
YOR175C,YOR175C,-0.29837643,1,-0.53980055,0,
YOR176W,HEM15,-0.35290105,0.245,-0.33087524,0.181,
YOR177C,MPC54,-0.24543741,1,0.90368618,0,
YOR178C,GAC1,0.29676867,0.536,0.64890716,0,
YOR179C,SYC1,-1.2030966,0,-0.60656183,0,
YOR180C,DCI1,-0.0086285422,1,0.11189934,1,
YOR181W,LAS17,-0.24721031,1,0.010264243,1,
YOR182C,RPS30B,0.12569077,1,0.47839202,0,
YOR183W,FYV12,0.023468281,1,-0.14180093,1,
YOR184W,SER1,-0.29960112,0.775,0.14475122,1,
YOR185C,GSP2,0.080384787,1,0.26329888,1,
YOR186W,YOR186W,-0.032512633,1,-0.094662965,1,
YOR187W,TUF1,-0.023400273,1,-0.038295187,1,
YOR188W,MSB1,-0.3296491,1,-0.37208878,0.309,
YOR189W,IES4,-0.4482015,0.004,-0.45241395,0,
YOR190W,SPR1,0.37808985,0.018,0.020228375,1,
YOR191W,RIS1,0.1661884,1,0.092829855,1,
YOR192C,THI72,0.45083382,0.022,0.3143833,0.016,
YDR210W-A,YDR210W-A,2.300197,0,2.0132085,0,
YBL100W-B,YBL100W-B,0.89114695,0,0.63754533,1,
YOR193W,PEX27,0.70815191,0,0.89110806,0,
YOR194C,TOA1,0.076011739,1,-0.18696135,1,
YOR195W,SLK19,0.13299791,1,-0.35769398,0,
YOR196C,LIP5,-0.14413943,1,-0.4600799,0,
YOR197W,MCA1,-0.35121614,1,-0.22490562,1,
YOR198C,BFR1,0.11032315,1,0.061472077,1,
YOR199W,YOR199W,0.14507743,1,-0.038959053,1,
YOR200W,YOR200W,-0.031440287,1,-0.027491141,1,
YOR201C,MRM1,-0.20177359,1,-0.021130782,1,
YOR202W,HIS3,-0.29491386,0.969,0.25271841,0.126,
YOR203W,YOR203W,0.053584046,1,-0.061026245,1,
YOR204W,DED1,-0.27068652,1,-0.84672645,0,
YOR205C,FMP38,-0.061044306,1,0.1667283,1,
YOR206W,NOC2,-0.24394343,1,-0.79535092,0,
YOR207C,RET1,-0.38382677,0.019,-0.11979095,1,
YOR208W,PTP2,0.25512604,0.998,0.33928564,0.126,
YOR209C,NPT1,-0.40837802,0.008,-0.17797312,1,
YOR210W,RPB10,0.06253622,1,-0.31131115,0.716,
YOR211C,MGM1,0.64134256,0,0.05924451,1,
YOR212W,STE4,-0.44517935,0.001,-0.049583845,1,
YOR213C,SAS5,-0.6075265,0,-0.29379394,0.005,
YOR214C,YOR214C,0.16524951,1,-0.095720158,1,
YOR215C,YOR215C,0.26029068,1,0.51717489,0,
YOR216C,RUD3,-0.14938618,1,-0.10236613,1,
YOR217W,RFC1,-0.052208186,1,-0.28260016,0.056,
YOR218C,YOR218C,-0.13732882,1,-0.13330562,1,
YOR219C,STE13,0.1917395,1,0.14160282,1,
YOR220W,YOR220W,0.1209756,1,0.0086159642,1,
YOR221C,MCT1,-0.041715584,1,0.48654963,0,
YOR222W,ODC2,-0.4606337,0.002,0.18546063,1,
YOR223W,YOR223W,-0.019863531,1,0.039798162,1,
YOR224C,RPB8,-0.31587069,0.916,-0.47134467,0,
YOR225W,YOR225W,0.10068168,1,-0.065201214,1,
YOR226C,ISU2,0.029855689,1,-0.38657585,0,
YOR227W,YOR227W,0.86946874,0.004,0.52240734,0,
YOR228C,YOR228C,0.096491262,1,0.026219324,1,
