P	Target	Mode
YJL057C	YDR383C	
YPL209C	YNL246W	
YPR106W	YNL121C	
YCL024W	YNL113W	
YKL101W	YPL201C	
YJL057C	YLR315W	
YPL209C	YBL095W	
YPR106W	YKR079C	
YCL024W	YDR382W	
YKL101W	YPL233W	
YJL057C	YDR135C	
YPL209C	YNL064C	
YPR106W	YNL206C	
YKL101W	YGL172W	
YJL057C	YCR064C	
YPL209C	YGR210C	
YPR106W	YBL011W	
YKL101W	YPR168W	
YJL057C	YDL183C	
YPL209C	YJR154W	
YPR106W	YNL272C	
YKL101W	YDL065C	
YJL057C	YGR130C	
YPL209C	YKR018C	
YPR106W	YMR140W	
YKL101W	YDL103C	
YJL057C	YGR168C	
YPL209C	YPL077C	
YPR106W	YLR055C	
YKL101W	YGR180C	
YJL057C	YKL091C	
YPL209C	YML001W	
YPR106W	YFL010C	
YKL101W	YNL113W	
YJL057C	YPL150W	
YPR106W	YGR021W	
YKL101W	YIL075C	
YPR106W	YJR097W	
YKL101W	YDR382W	
YPR106W	YKL091C	
YKL101W	YER139C	
YKL101W	YKL130C	
YKL101W	YDR308C	
YKL101W	YOR027W	
YKL101W	YDR161W	
YKL101W	YNL121C	
YKL101W	YAL016W	
YKL101W	YLR181C	
YKL101W	YGR043C	
YKL101W	YGR234W	
YKL101W	YHR214C-C	
YKL101W	YJL019W	
YKL101W	YJR070C	
YKL101W	YLR287C	
YKL101W	YML045W-A	
YKL101W	YOR162C	
YLR096W	YAR015W	
YDL108W	YOR141C	
YAR018C	YIL153W	
YCR091W	YDR173C	
YKL168C	YNR033W	
YHR082C	YOR141C	
YLR096W	YMR120C	
YDL108W	YNR007C	
YCR091W	YGR223C	
YKL168C	YOR335C	
YHR082C	YLR258W	
YLR096W	YGR001C	
YDL108W	YJR092W	
YCR091W	YMR216C	
YKL168C	YJR076C	
YHR082C	YFR024C-A	
YLR096W	YDR173C	
YDL108W	YDR188W	
YCR091W	YEL028W	
YKL168C	YDR179C	
YHR082C	YML062C	
YLR096W	YJR092W	
YDL108W	YKR071C	
YKL168C	YFL023W	
YHR082C	YMR205C	
YLR096W	YLR438W	
YDL108W	YLL008W	
YKL168C	YPR035W	
YHR082C	YGR180C	
YLR096W	YNL027W	
YDL108W	YLR060W	
YKL168C	YDL006W	
YHR082C	YNL272C	
YLR096W	YOL082W	
YDL108W	YBR088C	
YKL168C	YDL103C	
YHR082C	YLR055C	
YLR096W	YHR049W	
YDL108W	YEL037C	
YKL168C	YGR180C	
YHR082C	YHR033W	
YLR096W	YML048W	
YDL108W	YNL113W	
YKL168C	YJL189W	
YLR096W	YGR238C	
YDL108W	YDR382W	
YKL168C	YKL130C	
YLR096W	YDR071C	
YDL108W	YDR087C	
YKL168C	YMR140W	
YLR096W	YBR088C	
YDL108W	YNL206C	
YKL168C	YJL138C	
YLR096W	YOR224C	
YDL108W	YBL011W	
YKL168C	YGR205W	
YLR096W	YOR184W	
YDL108W	YNL272C	
YKL168C	YHR182W	
YLR096W	YFR010W	
YDL108W	YBL058W	
YKL168C	YKL091C	
YLR096W	YGR287C	
YDL108W	YBL039C	
YKL168C	YMR196W	
YLR096W	YMR196W	
YDL108W	YGR021W	
YLR096W	YNR064C	
YDL108W	YJR097W	
YLR096W	YGL210W	
YDL108W	YLR287C	
YGR040W	YNR033W	
YNL307C	YNR033W	
YOR351C	YNR033W	
YOR231W	YJR092W	
YDL028C	YDL203C	
YDL079C	YBR252W	
YGR040W	YMR041C	
YNL307C	YGR001C	
YOR351C	YOR335C	
YOR231W	YGR167W	
YDL028C	YML087C	
YDL079C	YGR200C	
YGR040W	YFL028C	
YNL307C	YJR076C	
YOR351C	YGR001C	
YOR231W	YNL052W	
YDL028C	YBL078C	
YDL079C	YBR019C	
YGR040W	YDR256C	
YNL307C	YGL019W	
YOR351C	YMR041C	
YOR231W	YOL082W	
YDL028C	YIL072W	
YDL079C	YKL210W	
YGR040W	YPR035W	
YNL307C	YNL104C	
YOR351C	YKL052C	
YOR231W	YLL008W	
YDL028C	YFR038W	
YDL079C	YCR016W	
YGR040W	YML048W	
YNL307C	YJR129C	
YOR351C	YGL017W	
YOR231W	YLR060W	
YDL028C	YOR056C	
YGR040W	YNL117W	
YNL307C	YPR089W	
YOR351C	YDR256C	
YOR231W	YFL023W	
YDL028C	YLR016C	
YGR040W	YOL070C	
YOR351C	YOL082W	
YOR231W	YJR062C	
YDL028C	YMR139W	
YOR351C	YFL023W	
YOR231W	YKL181W	
YDL028C	YNL007C	
YGR040W	YPL233W	
YOR351C	YPR035W	
YOR231W	YDR087C	
YDL028C	YJR019C	
YOR351C	YML048W	
YOR231W	YER139C	
YDL028C	YBL055C	
YGR040W	YDL006W	
YOR351C	YLR258W	
YOR231W	YFL010C	
YDL028C	YJL084C	
YGR040W	YDL230W	
YOR351C	YNL104C	
YOR231W	YDR203W	
YDL028C	YKL023W	
YGR040W	YGR180C	
YOR351C	YNL117W	
YOR231W	YDR374C	
YDL028C	YML045W-A	
YGR040W	YGR013W	
YOR351C	YGR078C	
YOR231W	YGR021W	
YDL028C	YMR114C	
YGR040W	YBL055C	
YOR351C	YGR240C	
YOR231W	YPL201C	
YDL028C	YPR115W	
YGR040W	YCL047C	
YOR351C	YDL103C	
YOR231W	YLR287C	
YGR040W	YJR070C	
YOR351C	YHL024W	
YGR040W	YBL050W	
YGR040W	YMR140W	
YGR040W	YJL138C	
YGR040W	YFL010C	
YGR040W	YGR287C	
YGR040W	YHR033W	
YGR040W	YJR154W	
YGR040W	YNR064C	
YGR040W	YPL077C	
YNL183C	YER087W	
YJL128C	YDR510W	
YOL100W	YMR041C	
YDR466W	YOR141C	
YKL116C	YPR135W	
YDL214C	YEL037C	
YNL183C	YNL148C	
YJL128C	YCR016W	
YOL100W	YJR092W	
YDR466W	YDR188W	
YKL116C	YBR031W	
YNL183C	YDL126C	
YOL100W	YDL099W	
YDR466W	YMR048W	
YKL116C	YCR016W	
YNL183C	YGR167W	
YOL100W	YDR188W	
YDR466W	YOL082W	
YKL116C	YGR293C	
YNL183C	YPR135W	
YOL100W	YGR167W	
YDR466W	YLL008W	
YNL183C	YLL018C	
YOL100W	YNL027W	
YDR466W	YLR060W	
YNL183C	YER027C	
YOL100W	YMR048W	
YDR466W	YFL023W	
YNL183C	YEL053C	
YOL100W	YOL082W	
YDR466W	YML062C	
YNL183C	YGL023C	
YOL100W	YKL002W	
YDR466W	YNL099C	
YNL183C	YKL181W	
YOL100W	YLL008W	
YDR466W	YGR078C	
YNL183C	YOL066C	
YOL100W	YLR060W	
YDR466W	YKL181W	
YNL183C	YHL034C	
YOL100W	YFL023W	
YDR466W	YHL024W	
YNL183C	YPL239W	
YOL100W	YOR260W	
YDR466W	YGR180C	
YNL183C	YDL173W	
YOL100W	YLR258W	
YDR466W	YER139C	
YNL183C	YLR257W	
YOL100W	YJR006W	
YDR466W	YBL058W	
YNL183C	YPL077C	
YOL100W	YPL004C	
YDR466W	YDR161W	
YNL183C	YPR083W	
YJL128C	YGR017W	
YNL183C	YJR112W	
YJL128C	YGR021W	
YNL183C	YGR078C	
YJL128C	YJR097W	
YJL128C	YJR154W	
YNL183C	YPL133C	
YNL183C	YHL024W	
YNL183C	YDR382W	
YNL183C	YOR117W	
YNL183C	YCR052W	
YNL183C	YER139C	
YNL183C	YHR205W	
YNL183C	YBL058W	
YNL183C	YIL104C	
YNL183C	YML034W	
YNL183C	YJL138C	
YNL183C	YHL009C	
YNL183C	YGR021W	
YNL183C	YJR070C	
YNL183C	YJR097W	
YNL183C	YML001W	
YOL061W	YEL029C	
YOL045W	YNR033W	
YJR059W	YNL166C	
YGL158W	YDR147W	
YLR248W	YDL203C	
YMR139W	YKL193C	
YOL061W	YBR252W	
YOL045W	YOR335C	
YJR059W	YGR170W	
YGL158W	YOR271C	
YLR248W	YKL114C	
YMR139W	YMR291W	
YOL061W	YJR082C	
YOL045W	YMR041C	
YJR059W	YMR140W	
YGL158W	YHR104W	
YLR248W	YMR068W	
YMR139W	YIL082W-A	
YOL061W	YGR200C	
YOL045W	YDR256C	
YJR059W	YBR074W	
YGL158W	YML048W	
YLR248W	YMR178W	
YOL061W	YBR031W	
YOL045W	YBR177C	
YJR059W	YKR041W	
YGL158W	YOL070C	
YOL061W	YMR146C	
YOL045W	YPR035W	
YGL158W	YCR012W	
YOL061W	YNR046W	
YOL045W	YHR104W	
YGL158W	YDL006W	
YOL061W	YKL211C	
YOL045W	YNL117W	
YGL158W	YDL103C	
YOL061W	YKL023W	
YOL045W	YMR205C	
YGL158W	YMR235C	
YOL061W	YKR047W	
YOL045W	YNL317W	
YGL158W	YNL186W	
YOL061W	YKL127W	
YJR059W	YJR119C	
YOL061W	YDL103C	
YOL061W	YGR180C	
YOL061W	YOR184W	
YOL061W	YJL138C	
YOL061W	YNL121C	
YOL061W	YHR214C-C	
YOL061W	YJR070C	
YOL061W	YNR064C	
YOL061W	YPL077C	
YOR119C	YKR021W	
YDL025C	YOR094W	
YCR008W	YJR076C	
YHR205W	YOR094W	
YGL083W	YDR188W	
YOL113W	YJR025C	
YOR119C	YOR198C	
YDL025C	YPR019W	
YCR008W	YDR364C	
YHR205W	YGL019W	
YGL083W	YPL281C	
YOL113W	YEL029C	
YOR119C	YPR082C	
YDL025C	YML048W	
YCR008W	YHR068W	
YHR205W	YER174C	
YGL083W	YOR056C	
YOL113W	YBR252W	
YOR119C	YBR176W	
YDL025C	YJL033W	
YCR008W	YER174C	
YHR205W	YFR034C	
YGL083W	YGR173W	
YOL113W	YJR082C	
YOR119C	YIL070C	
YDL025C	YGL077C	
YCR008W	YJL033W	
YHR205W	YHL024W	
YGL083W	YNL272C	
YOL113W	YBR177C	
YOR119C	YPL146C	
YDL025C	YOR177C	
YCR008W	YLR054C	
YHR205W	YHL033C	
YGL083W	YPR137C-B	
YOL113W	YGR200C	
YDL025C	YGR240C	
YCR008W	YDL006W	
YHR205W	YIL153W	
YOL113W	YNR046W	
YOR119C	YMR165C	
YDL025C	YMR205C	
YCR008W	YGR258C	
YHR205W	YMR216C	
YOL113W	YKL211C	
YOR119C	YFR034C	
YDL025C	YPL220W	
YCR008W	YJL189W	
YHR205W	YEL012W	
YOL113W	YKR047W	
YOR119C	YDR257C	
YDL025C	YJL105W	
YCR008W	YMR140W	
YHR205W	YFL010C	
YDL025C	YMR216C	
YCR008W	YIL016W	
YHR205W	YEL028W	
YOR119C	YGL137W	
YDL025C	YBL055C	
YCR008W	YJL004C	
YHR205W	YJR097W	
YDL025C	YDL183C	
YCR008W	YDL177C	
YHR205W	YMR196W	
YOR119C	YMR260C	
YDL025C	YDR132C	
YOR119C	YPR036W	
YDL025C	YDR203W	
YOR119C	YEL028W	
YOR119C	YGL034C	
YOR119C	YJR129C	
YOR119C	YMR196W	
YPL026C	YGR200C	
YMR216C	YNL112W	
YHR030C	YJL148W	
YPR054W	YJR025C	
YDR477W	YDR188W	
YDR523C	YKL114C	
YPL026C	YDR516C	
YMR216C	YFR024C-A	
YHR030C	YFR038W	
YPR054W	YGR223C	
YDR477W	YNL225C	
YDR523C	YOR094W	
YPL026C	YKR080W	
YMR216C	YMR140W	
YHR030C	YGL098W	
YPR054W	YNR046W	
YDR477W	YGL043W	
YDR523C	YDR188W	
YPL026C	YPL171C	
YMR216C	YGR287C	
YHR030C	YPL077C	
YPR054W	YKL210W	
YDR477W	YGR256W	
YDR523C	YDR364C	
YPL026C	YKL211C	
YMR216C	YIL082W-A	
YPR054W	YKR047W	
YDR477W	YML048W	
YDR523C	YGL019W	
YPL026C	YKL210W	
YMR216C	YJR119C	
YDR477W	YHR133C	
YDR523C	YEL039C	
YPL026C	YCR016W	
YMR216C	YMR114C	
YDR477W	YOR269W	
YDR523C	YPR082C	
YPL026C	YKL023W	
YMR216C	YOR309C	
YDR477W	YIL160C	
YDR523C	YNL001W	
YPL026C	YPR174C	
YPR054W	YHR189W	
YDR477W	YLL018C	
YPL026C	YPL133C	
YMR216C	YGL245W	
YPL026C	YOL066C	
YMR216C	YOR177C	
YPL026C	YHL024W	
YMR216C	YPL133C	
YPL026C	YHL015W	
YMR216C	YMR235C	
YPL026C	YJL080C	
YMR216C	YKL193C	
YPL026C	YHR207C	
YMR216C	YPL106C	
YPL026C	YNL007C	
YMR216C	YER100W	
YPL026C	YOR027W	
YMR216C	YNL186W	
YPL026C	YGL184C	
YMR216C	YBL036C	
YPL026C	YNR004W	
YMR216C	YKL023W	
YPL026C	YBR096W	
YMR216C	YMR196W	
YPL026C	YCR072C	
YPL026C	YGR043C	
YPL026C	YHR214C-C	
YPL026C	YJR111C	
YPL026C	YKL091C	
YPL026C	YLR003C	
YPL026C	YLR132C	
YPL026C	YNL284C-A	
YPL026C	YPR158C-C	
YNR031C	YKL052C	
YPL042C	YGL019W	
YLR362W	YER087W	
YHL007C	YGL019W	
YDL159W	YPR082C	
YJL187C	YJR082C	
YNR031C	YGR167W	
YPL042C	YMR196W	
YLR362W	YJR047C	
YHL007C	YLL008W	
YDL159W	YGR240C	
YJL187C	YBR031W	
YNR031C	YDR256C	
YLR362W	YER174C	
YHL007C	YPL201C	
YDL159W	YGR287C	
YJL187C	YNR046W	
YNR031C	YFL023W	
YLR362W	YGR187C	
YDL159W	YPL201C	
YJL187C	YKL211C	
YNR031C	YHL033C	
YLR362W	YPL133C	
YJL187C	YKR047W	
YNR031C	YMR140W	
YLR362W	YMR139W	
YNR031C	YGR287C	
YLR362W	YNL113W	
YNR031C	YHR182W	
YLR362W	YJL138C	
YNR031C	YJL019W	
YLR362W	YPL201C	
YNR031C	YLR287C	
YNR031C	YMR196W	
YGL179C	YEL037C	
YJL164C	YER174C	
YPL203W	YIL033C	
YKL166C	YAR014C	
YDR247W	YDL203C	
YJL141C	YER170W	
YGL179C	YMR140W	
YJL164C	YML048W	
YPL203W	YBR207W	
YKL166C	YGR200C	
YJL141C	YML035C	
YGL179C	YJR154W	
YJL164C	YPL201C	
YPL203W	YOL147C	
YKL166C	YBR031W	
YDR247W	YOR094W	
YJL141C	YDR364C	
YGL179C	YDL065C	
YJL164C	YJL070C	
YPL203W	YJR025C	
YKL166C	YER141W	
YJL164C	YKL023W	
YPL203W	YDL220C	
YKL166C	YML078W	
YGL179C	YIL016W	
YJL164C	YLR003C	
YPL203W	YPR082C	
YKL166C	YJR017C	
YGL179C	YNL198C	
YPL203W	YKR049C	
YKL166C	YER092W	
YGL179C	YOR177C	
YJL164C	YER127W	
YGL179C	YHL024W	
YJL164C	YOR056C	
YGL179C	YDR257C	
YJL164C	YPL133C	
YGL179C	YKL193C	
YJL164C	YER117W	
YGL179C	YGL208W	
YJL164C	YER139C	
YGL179C	YMR216C	
YJL164C	YDR523C	
YGL179C	YFR010W	
YJL164C	YER151C	
YGL179C	YIL156W	
YJL164C	YLR410W	
YGL179C	YDL177C	
YJL164C	YBL055C	
YGL179C	YLR003C	
YGL179C	YML045W-A	
YJL164C	YKL091C	
YGL179C	YPR115W	
YJL164C	YDR381W	
YBR028C	YEL029C	
YNL154C	YDL203C	
YER123W	YDR516C	
YOL128C	YER087W	
YKL126W	YKL182W	
YMR291W	YOR141C	
YBR028C	YJR082C	
YNL154C	YGL245W	
YER123W	YGR264C	
YOL128C	YJR047C	
YKL126W	YCL035C	
YMR291W	YDL115C	
YBR028C	YBR031W	
YNL154C	YOR084W	
YER123W	YLL024C	
YOL128C	YMR041C	
YKL126W	YPL153C	
YMR291W	YGR135W	
YBR028C	YNR046W	
YNL154C	YNL292W	
YER123W	YKL210W	
YOL128C	YJR109C	
YKL126W	YDR523C	
YMR291W	YKL181W	
YBR028C	YNR034W	
YER123W	YNL027W	
YKL126W	YMR139W	
YBR028C	YNL189W	
YER123W	YER174C	
YKL126W	YER139C	
YBR028C	YLR410W	
YER123W	YLR258W	
YKL126W	YGL137W	
YBR028C	YGR168C	
YER123W	YER009W	
YKL126W	YEL012W	
YBR028C	YKL091C	
YER123W	YKL181W	
YKL126W	YOR089C	
YBR028C	YMR139W	
YER123W	YGL210W	
YBR028C	YBL058W	
YBR028C	YPL201C	
YPL150W	YMR303C	
YPL150W	YEL029C	
YPL150W	YDR256C	
YPL150W	YDR516C	
YPL150W	YEL047C	
YPL150W	YHR183W	
YPL150W	YGR223C	
YPL150W	YLR285W	
YPL150W	YOL066C	
YPL150W	YJR096W	
YPL150W	YOR238W	
YBR059C	YMR304W	
YBR059C	YGL153W	
YBR059C	YLL018C	
YBR059C	YGR240C	
YBR059C	YDR312W	
YBR059C	YFR021W	
YBR059C	YKR092C	
YBR059C	YER131W	
YBR059C	YKR094C	
YBR059C	YCR027C	
YBR059C	YBL047C	
YBR059C	YHR161C	
YBR059C	YDR229W	
YBR059C	YKR006C	
YBR059C	YGL105W	
YBR059C	YGR159C	
YBR059C	YDR354W	
YBR059C	YLR206W	
YBR059C	YOR054C	
YBR059C	YNL227C	
YBR059C	YFR024C-A	
YBR059C	YOR239W	
YBR059C	YMR297W	
YBR059C	YOR257W	
YBR059C	YPL223C	
YBR059C	YNL277W	
YBR059C	YGR135W	
YBR059C	YGL207W	
YBR059C	YGL234W	
YBR059C	YMR250W	
YBR059C	YDR239C	
YBR059C	YGL172W	
YBR059C	YJL084C	
YBR059C	YOR329C	
YBR059C	YNL027W	
YBR059C	YMR222C	
YBR059C	YGR021W	
YBR059C	YLR276C	
YBR059C	YPL106C	
YBR059C	YHR015W	
YBR059C	YKR009C	
YBR059C	YIL091C	
YNL020C	YKL033W	
YNL020C	YGR197C	
YNL020C	YJR104C	
YNL020C	YNR042W	
YNL020C	YDR099W	
YNL020C	YBL007C	
YNL020C	YLR206W	
YNL020C	YPL279C	
YGL180W	YGL208W	
YGL180W	YHR117W	
YGL180W	YHL013C	
YGL180W	YJR089W	
YGL180W	YHR073W	
YGL180W	YFR021W	
YGL180W	YOR123C	
YGL180W	YDL025C	
YGL180W	YMR049C	
YGL180W	YMR165C	
YGL180W	YKL160W	
YGL180W	YFR029W	
YGL180W	YKL146W	
YGL180W	YNL284C-A	
YGL180W	YGR038C-A	
YGL180W	YNL272C	
YGL180W	YNL149C	
YGL180W	YGL209W	
YGL180W	YDR362C	
YGL180W	YDR239C	
YGL180W	YKR048C	
YGL180W	YHR081W	
YGL180W	YLR375W	
YGL180W	YOL091W	
YGL180W	YBL024W	
YGL180W	YIR003W	
YGL180W	YOL070C	
YGL180W	YJR019C	
YGL180W	YHR214C-C	
YGL180W	YPL100W	
YGL180W	YOR204W	
YGL180W	YDR312W	
YGL180W	YKR092C	
YGL180W	YER131W	
YGL180W	YMR173W	
YGL180W	YGR249W	
YGL180W	YKR041W	
YGL180W	YGL079W	
YGL180W	YHR090C	
YGL180W	YBL032W	
YGL180W	YHR156C	
YGL180W	YMR290C	
YGL180W	YDR153C	
YGL180W	YFR024C-A	
YGL180W	YFR038W	
YGL180W	YNL186W	
YGL180W	YMR297W	
YGL180W	YNL245C	
YGL180W	YGR126W	
YGL180W	YOL078W	
YGL180W	YKR071C	
YGL180W	YNL027W	
YGL180W	YDL070W	
YGL180W	YHL009C	
YGL180W	YER125W	
YGL180W	YBL055C	
YGL180W	YBL011W	
YGL180W	YDL115C	
YGL180W	YPR158W-A	
YGL180W	YNL165W	
YGL180W	YJR092W	
YGL180W	YLR276C	
YGL180W	YJL148W	
YGL180W	YNL173C	
YGL180W	YPL181W	
YGL180W	YDL013W	
YGL180W	YOR344C	
YGL180W	YFR010W	
YGL180W	YOL130W	
YGL180W	YPL146C	
YGL180W	YKL048C	
YGL180W	YDR169C	
YGL180W	YOL123W	
YGL180W	YDR161W	
YGL180W	YKR094C	
YGL180W	YGL248W	
YGL180W	YLR429W	
YGL180W	YOR141C	
YGL180W	YOR054C	
YGL180W	YBL078C	
YGL180W	YDR034C-C	
YGL180W	YGR027W-A	
YGL180W	YDR540C	
YGL180W	YFL001W	
YGL180W	YOL103W-A	
YGL180W	YPR091C	
YGL180W	YLR451W	
YGL180W	YJL084C	
YGL180W	YDR293C	
YGL180W	YJL033W	
YGL180W	YKL121W	
YGL180W	YPR019W	
YGL180W	YER127W	
YGL180W	YCL029C	
YGL180W	YIL156W	
YGL180W	YOR083W	
YGL180W	YNL094W	
YGL180W	YJR044C	
YGL180W	YLR125W	
YGL180W	YCL014W	
YGL180W	YMR140W	
YGL180W	YML007W	
YGL180W	YDL153C	
YGL180W	YFR034C	
YGL180W	YPL133C	
YGL180W	YDR439W	
YGL180W	YLR350W	
YGL180W	YKR045C	
YGL180W	YER098W	
YGL180W	YDR330W	
YGL180W	YPR158C-C	
YGL180W	YDR113C	
YGL180W	YML037C	
YGL180W	YKL042W	
YGL180W	YNL125C	
YGL180W	YIL107C	
YGL180W	YPR143W	
YGL180W	YMR229C	
YGL180W	YGL105W	
YGL180W	YLR003C	
YGL180W	YGR159C	
YGL180W	YHR014W	
YGL180W	YLL043W	
YGL180W	YPR129W	
YGL180W	YAL028W	
YGL180W	YNL227C	
YGL180W	YOR056C	
YGL180W	YGR028W	
YGL180W	YGL207W	
YGL180W	YPR137C-A	
YGL180W	YGR130C	
YGL180W	YKL093W	
YGL180W	YDR346C	
YGL180W	YBR155W	
YGL180W	YFL054C	
YGL180W	YMR316W	
YGL180W	YNR019W	
YGL180W	YLR323C	
YGL180W	YML045W-A	
YGL180W	YLR257W	
YGL180W	YNL314W	
YGL180W	YER034W	
YGL180W	YEL017W	
YGL180W	YPR115W	
YGL180W	YGR021W	
YGL180W	YDL220C	
YGL180W	YNL054W-A	
YGL180W	YPL257W-A	
YGL180W	YLR192C	
YGL180W	YLR265C	
YGL180W	YER122C	
YGL180W	YLL008W	
YGL180W	YLR410W	
YGL180W	YOR340C	
YGL180W	YOR078W	
YGL180W	YOR239W	
YGL180W	YDL051W	
YGL180W	YER092W	
YGL180W	YDR099W	
YGL180W	YHR009C	
YGL180W	YBL061C	
YGL180W	YDR037W	
YGL180W	YLR410W-A	
YGL180W	YNL304W	
YGL180W	YFL023W	
YGL180W	YIL091C	
YGL180W	YDR208W	
YGL180W	YLR244C	
YGL180W	YMR288W	
YGL180W	YNL293W	
YGL180W	YKL023W	
YGL180W	YFL034W	
YGL180W	YML062C	
YGL180W	YBR086C	
YGL180W	YBR108W	
YGL180W	YFL050C	
YGL180W	YBR130C	
YGL180W	YOR119C	
YGL180W	YGL190C	
YGL180W	YKL114C	
YGL180W	YJR072C	
YGL180W	YER112W	
YGL180W	YPL190C	
YGL180W	YBR270C	
YGL180W	YNL182C	
YGL180W	YIL077C	
YGL180W	YHL019C	
YGL180W	YLR098C	
YJL095W	YMR295C	
YJL095W	YOR177C	
YJL095W	YGR094W	
YJL095W	YLR429W	
YJL095W	YKR040C	
YJL095W	YHR114W	
YJL095W	YBR233W	
YJL095W	YMR111C	
YJL095W	YGL245W	
YJL095W	YJR141W	
YJL095W	YGL256W	
YJL095W	YNL135C	
YJL095W	YDR087C	
YJL095W	YDR152W	
YJL095W	YPL191C	
YJL095W	YNL114C	
YJL095W	YNL001W	
YJL095W	YDL223C	
YJL095W	YNL077W	
YJL095W	YGL207W	
YJL095W	YNL034W	
YJL095W	YNL133C	
YJL095W	YJR092W	
YJL095W	YPR152C	
YJL095W	YBR225W	
YJL095W	YPR032W	
YJL095W	YDR170W-A	
YJL095W	YNL155W	
YJL095W	YJL196C	
YJL095W	YOR050C	
YJL095W	YDL025C	
YJL095W	YKL168C	
YJL095W	YNL293W	
YJL095W	YPR058W	
YJL095W	YNR006W	
YJL095W	YNL272C	
YJL095W	YDR034C-C	
YJL095W	YOR210W	
YJL095W	YAR019C	
YJL095W	YNL022C	
YJL095W	YOR196C	
YJL095W	YDR134C	
YJL095W	YML083C	
YJL095W	YDL019C	
YJL095W	YBL024W	
YJL095W	YPL217C	
YJL095W	YBL007C	
YJL095W	YMR155W	
YJL095W	YML037C	
YJL095W	YNL125C	
YJL095W	YDR411C	
YJL095W	YIL070C	
YJL095W	YGL105W	
YJL095W	YMR229C	
YJL095W	YNL186W	
YJL095W	YBR108W	
YJL095W	YPR137C-A	
YJL095W	YML080W	
YJL095W	YOR107W	
YJL095W	YDL070W	
YJL095W	YNL136W	
YJL095W	YDR226W	
YJL095W	YBL011W	
YJL095W	YDL220C	
YJL095W	YNL054W-A	
YJL095W	YJR063W	
YJL095W	YPL257W-A	
YJL095W	YER122C	
YJL095W	YLL008W	
YJL095W	YJL141C	
YAR019C	YBR162C	
YAR019C	YML037C	
YAR019C	YGL245W	
YAR019C	YPL251W	
YAR019C	YOR018W	
YAR019C	YBR151W	
YMR001C	YAR019C	
YMR001C	YPR013C	
YMR001C	YPL150W	
YMR001C	YDR360W	
YMR001C	YDL006W	
YMR001C	YBR231C	
YMR001C	YJL051W	
YMR001C	YPR115W	
YMR001C	YPR058W	
YMR001C	YPR067W	
YIL035C	YKL093W	
YIL035C	YGL148W	
YIL035C	YLL008W	
YIL035C	YJR044C	
YIL035C	YJR096W	
YIL035C	YMR173W	
YIL035C	YER122C	
YIL035C	YKL160W	
YIL035C	YGR276C	
YIL035C	YJR130C	
YIL035C	YLR345W	
YIL035C	YKR041W	
YIL035C	YOL016C	
YIL035C	YKR022C	
YIL035C	YBL024W	
YNL298W	YAL043C	
YNL298W	YAR019C	
YNL298W	YPR115W	
YNL298W	YGR275W	
YNL298W	YKL104C	
YNL298W	YKL099C	
YNL298W	YGR276C	
YNL298W	YBR298C-A	
YNL298W	YIL041W	
YNL298W	YDL006W	
YNL298W	YBR061C	
YNL298W	YDL070W	
YNL298W	YHR056C	
YNL298W	YDL149W	
YNL298W	YAL028W	
YNL298W	YDL153C	
YNL298W	YPR067W	
YFR014C	YGL208W	
YFR014C	YDR099W	
YFR014C	YHR117W	
YFR014C	YPR036W	
YFR014C	YMR165C	
YFR014C	YJL124C	
YFR014C	YKR047W	
YFR014C	YLR259C	
YFR014C	YNL316C	
YFR014C	YNL272C	
YFR014C	YJR076C	
YFR014C	YER174C	
YFR014C	YJL189W	
YFR014C	YIL051C	
YFR014C	YJL146W	
YFR014C	YIR003W	
YFR014C	YIL167W	
YFR014C	YJL175W	
YFR014C	YER153C	
YFR014C	YPL100W	
YFR014C	YHR112C	
YFR014C	YDR312W	
YFR014C	YER175C	
YFR014C	YKR092C	
YFR014C	YER131W	
YFR014C	YNL121C	
YFR014C	YLR274W	
YFR014C	YGR249W	
YFR014C	YBL047C	
YFR014C	YGL079W	
YFR014C	YBR267W	
YFR014C	YHR090C	
YFR014C	YNL245C	
YFR014C	YFR017C	
YFR014C	YIL074C	
YFR014C	YKR071C	
YFR014C	YDR001C	
YFR014C	YNL027W	
YFR014C	YML048W	
YFR014C	YBR109C	
YFR014C	YDR335W	
YFR014C	YER154W	
YFR014C	YLR102C	
YFR014C	YLR276C	
YFR014C	YKL127W	
YFR014C	YGL023C	
YFR014C	YDL006W	
YFR014C	YJL177W	
YFR014C	YFR010W	
YFR014C	YPL146C	
YFR014C	YDR169C	
YFR014C	YIL053W	
YFR014C	YPL139C	
YFR014C	YKR094C	
YFR014C	YLR059C	
YFR014C	YIL148W	
YFR014C	YBR001C	
YFR014C	YIL010W	
YFR014C	YLR437C	
YFR014C	YOR054C	
YFR014C	YGL205W	
YFR014C	YNL021W	
YFR014C	YFR033C	
YFR014C	YOR257W	
YFR014C	YJR072C	
YFR014C	YER054C	
YFR014C	YGR135W	
YFR014C	YJL084C	
YFR014C	YLR451W	
YFR014C	YNL218W	
YFR014C	YLR030W	
YFR014C	YBL064C	
YFR014C	YGL184C	
YFR014C	YCR075C	
YFR014C	YER142C	
YFR014C	YMR140W	
YFR014C	YKR009C	
YFR014C	YBR169C	
YFR014C	YLL028W	
YFR014C	YKL151C	
YFR014C	YGL039W	
YFR014C	YOR113W	
YFR014C	YDR113C	
YFR014C	YIL107C	
YFR014C	YER128W	
YFR014C	YDR019C	
