P	Target
YBR160W	YEL032W
YBR160W	YER111C
YBR160W	YER118C
YBR160W	YER129W
YBR160W	YGL003C
YBR160W	YGL124C
YBR160W	YGR092W
YBR160W	YGR186W
YBR160W	YHL007C
YBR160W	YHR102W
YBR160W	YHR118C
YBR160W	YHR166C
YBR160W	YIL056W
YBR160W	YIL095W
YBR160W	YJL076W
YBR160W	YJL092W
YBR160W	YJL106W
YBR160W	YJL157C
YBR160W	YJL165C
YBR160W	YJL187C
YBR160W	YJL194W
YBR160W	YJR021C
YBR160W	YJR059W
YBR160W	YKL022C
YBR160W	YKL042W
YBR160W	YKL048C
YBR160W	YKL052C
YBR160W	YKL101W
YBR160W	YKL108W
YBR160W	YKL116C
YBR160W	YKL185W
YBR160W	YKL213C
YBR160W	YKR099W
YBR160W	YLL021W
YBR160W	YLR079W
YBR160W	YLR096W
YBR160W	YLR182W
YBR160W	YLR183C
YBR160W	YLR190W
YBR160W	YLR229C
YBR160W	YLR238W
YBR160W	YLR314C
YBR160W	YLR386W
YBR160W	YMR001C
YBR160W	YMR036C
YBR160W	YMR165C
YBR160W	YNL054W
YBR160W	YNL068C
YBR160W	YNL309W
YBR160W	YNR009W
YBR160W	YNR047W
YBR160W	YOL100W
YBR160W	YOR001W
YBR160W	YOR083W
YBR160W	YPL101W
YBR160W	YPL115C
YBR160W	YPL127C
YBR160W	YPL209C
YBR160W	YPL256C
YBR160W	YPL269W
YBR160W	YPR054W
YBR160W	YPR111W
YBR274W	YDR113C
YCR073C	YJL128C
YDL006W	YHR030C
YDL006W	YLR113W
YDL017W	YBL023C
YDL017W	YBR060C
YDL017W	YDL017W
YDL017W	YDR052C
YDL017W	YEL032W
YDL017W	YGL201C
YDL017W	YHR118C
YDL017W	YIR008C
YDL017W	YLR103C
YDL017W	YMR043W
YDL017W	YNL312W
YDL017W	YPR019W
YDL028C	YDR356W
YDL028C	YGL086W
YDL028C	YGR113W
YDL028C	YIL106W
YDL028C	YKL042W
YDL028C	YNL126W
YDL047W	YDR283C
YDL047W	YER040W
YDL047W	YFR040W
YDL047W	YHR030C
YDL047W	YJL098W
YDL047W	YKR028W
YDL047W	YLR384C
YDL047W	YLR442C
YDL047W	YMR183C
YDL047W	YNL183C
YDL047W	YPL232W
YDL047W	YPR040W
YDL079C	YDR207C
YDL079C	YGL144C
YDL101C	YDR076W
YDL101C	YDR216W
YDL101C	YJL092W
YDL101C	YLR176C
YDL101C	YLR265C
YDL101C	YML058W
YDL108W	YDL140C
YDL108W	YOR174W
YDL108W	YPL248C
YDL134C	YBR160W
YDL134C	YDL225W
YDL134C	YDR005C
YDL134C	YDR283C
YDL134C	YER040W
YDL134C	YJL076W
YDL134C	YJL155C
YDL134C	YJR053W
YDL134C	YML064C
YDL134C	YMR032W
YDL134C	YMR036C
YDL134C	YPR007C
YDL159W	YBL016W
YDL159W	YGR040W
YDL188C	YBR160W
YDL188C	YDL225W
YDL188C	YDR005C
YDL188C	YDR283C
YDL188C	YJL076W
YDL188C	YJL155C
YDL188C	YJR053W
YDL188C	YML064C
YDL188C	YMR032W
YDL188C	YMR036C
YDL188C	YPR007C
YDR075W	YDR225W
YDR283C	YJR007W
YDR436W	YHR030C
YDR436W	YJL129C
YDR477W	YBR010W
YDR477W	YDR028C
YDR477W	YDR422C
YDR477W	YER027C
YDR477W	YER028C
YDR477W	YER040W
YDR477W	YFL021W
YDR477W	YGL035C
YDR477W	YGL073W
YDR477W	YGL208W
YDR477W	YGR252W
YDR477W	YJL089W
YDR477W	YLR258W
YDR477W	YMR037C
YDR477W	YNL031C
YDR477W	YNR016C
YDR477W	YPL133C
YDR490C	YBL105C
YDR490C	YGR086C
YDR490C	YHR205W
YDR490C	YKL126W
YDR490C	YMR104C
YDR490C	YPL004C
YDR507C	YCL032W
YDR507C	YDL225W
YDR507C	YKL048C
YER075C	YBL016W
YER075C	YHR030C
YER075C	YLR113W
YER075C	YNL307C
YER089C	YBR160W
YER089C	YDR217C
YER089C	YHR079C
YER089C	YLR113W
YER089C	YPL153C
YER123W	YDR080W
YER123W	YJR007W
YER129W	YDR028C
YER129W	YDR477W
YER129W	YER027C
YER129W	YGL208W
YER133W	YBL007C
YER133W	YBR010W
YER133W	YDR028C
YER133W	YDR422C
YER133W	YDR432W
YER133W	YDR477W
YER133W	YER178W
YER133W	YFR015C
YER133W	YGL035C
YER133W	YGL253W
YER133W	YGR113W
YER133W	YGR140W
YER133W	YIR006C
YER133W	YLR258W
YER133W	YLR259C
YER133W	YLR263W
YER133W	YMR037C
YER133W	YNL031C
YER133W	YOR058C
YFL029C	YBR160W
YFL029C	YDL108W
YFL029C	YJL106W
YFL029C	YKL139W
YFL029C	YPR054W
YFL029C	YPR161C
YFL033C	YDR207C
YFR028C	YAL024C
YFR028C	YAR019C
YFR028C	YBL035C
YFR028C	YBR060C
YFR028C	YBR156C
YFR028C	YDR130C
YFR028C	YDR146C
YFR028C	YGL003C
YFR028C	YHR118C
YFR028C	YJL076W
YFR028C	YJR053W
YFR028C	YKL108W
YFR028C	YLR079W
YFR028C	YLR182W
YFR028C	YNL112W
YFR028C	YOR058C
YFR028C	YPR119W
YGL179C	YDR477W
YGL179C	YER027C
YGL179C	YGL208W
YGR040W	YDR480W
YGR040W	YHR084W
YGR040W	YJL157C
YGR040W	YKL178C
YGR040W	YLR310C
YGR040W	YLR452C
YGR040W	YPL049C
YGR123C	YPL240C
YGR188C	YGL086W
YGR188C	YOR026W
YGR188C	YPL153C
YHL007C	YBL002W
YHL007C	YDR224C
YHL007C	YKL129C
YHL007C	YLR362W
YHR030C	YER111C
YHR030C	YLR182W
YHR030C	YLR442C
YHR030C	YNL053W
YHR030C	YPL089C
YHR135C	MAL61
YHR135C	YAL030W
YHR135C	YBR021W
YHR135C	YCL032W
YHR135C	YDR208W
YHR135C	YDR277C
YHR135C	YDR463W
YHR135C	YGL008C
YHR135C	YJL156C
YHR135C	YJR007W
YHR135C	YKL178C
YHR135C	YLL028W
YHR135C	YOR047C
YHR135C	YOR153W
YHR205W	YGR086C
YHR205W	YPL004C
YIL035C	YBR160W
YIL035C	YDL081C
YIL035C	YDL130W
YIL035C	YDR043C
YIL035C	YDR382W
YIL035C	YER089C
YIL035C	YHL020C
YIL035C	YJR007W
YIL035C	YJR093C
YIL035C	YKL112W
YIL035C	YKL160W
YIL035C	YKR092C
YIL035C	YLR079W
YIL035C	YNL088W
YIL035C	YNL189W
YIL035C	YOL039W
YIL035C	YPR041W
YIL095W	YBL007C
YIL095W	YDL161W
YIL095W	YHR161C
YIL095W	YIR006C
YIL095W	YLR206W
YIL095W	YOR329C
YIL113W	YHR030C
YIL147C	YDL235C
YIL147C	YHR206W
YIL147C	YLR006C
YJL095W	YOR231W
YJL095W	YPL140C
YJL106W	YBR045C
YJL106W	YDR113C
YJL106W	YDR130C
YJL106W	YDR146C
YJL106W	YDR310C
YJL106W	YFR028C
YJL106W	YGL003C
YJL106W	YHR124W
YJL106W	YJL194W
YJL106W	YJR094C
YJL106W	YLR079W
YJL106W	YMR190C
YJL106W	YNL312W
YJL128C	YHR030C
YJL128C	YLR113W
YJL141C	YIL033C
YJL141C	YLR270W
YJL141C	YNR052C
YJL164C	YAL038W
YJL164C	YBR028C
YJL164C	YDR216W
YJL164C	YFL033C
YJL164C	YGL116W
YJL164C	YGL180W
YJL164C	YGL181W
YJL164C	YGL248W
YJL164C	YHL020C
YJL164C	YIL033C
YJL164C	YIL107C
YJL164C	YJL141C
YJL164C	YJL155C
YJL164C	YKL038W
YJL164C	YLL028W
YJL164C	YLR133W
YJL164C	YLR310C
YJL164C	YLR377C
YJL164C	YMR016C
YJL164C	YMR037C
YJL164C	YMR072W
YJL164C	YMR205C
YJL164C	YNL027W
YJL164C	YOR347C
YJL164C	YPL232W
YJL187C	YBR160W
YJR059W	YGL008C
YJR059W	YHL016C
YJR066W	YDR283C
YJR066W	YPR185W
YKL048C	YCL024W
YKL048C	YDR477W
YKL048C	YDR507C
YKL048C	YGL035C
YKL048C	YJL187C
YKL048C	YKL101W
YKL101W	YBR133C
YKL101W	YJL187C
YKL126W	YHR030C
YKL126W	YMR109W
YKL139W	YDL140C
YKL166C	YAL038W
YKL166C	YBR028C
YKL166C	YFL033C
YKL166C	YGL116W
YKL166C	YGL180W
YKL166C	YGL181W
YKL166C	YHL020C
YKL166C	YIL107C
YKL166C	YJL141C
YKL166C	YJL155C
YKL166C	YKL038W
YKL166C	YLR377C
YKL166C	YMR016C
YKL166C	YMR037C
YKL166C	YMR072W
YKL166C	YMR205C
YKL166C	YNL027W
YKL203C	YBL105C
YKL203C	YER093C
YKL203C	YMR028W
YKL203C	YMR104C
YKL203C	YOL078W
YLL010C	YMR037C
YLR019W	YMR037C
YLR113W	YBR072W
YLR113W	YBR182C
YLR113W	YDR037W
YLR113W	YGR192C
YLR113W	YKL101W
YLR113W	YLL043W
YLR113W	YLR058C
YLR113W	YLR079W
YLR113W	YLR248W
YLR113W	YNL167C
YLR248W	YDR385W
YLR248W	YOR133W
YLR362W	YDL159W
YLR362W	YJL128C
YLR433C	YDR184C
YLR433C	YIL105C
YLR433C	YKL101W
YLR433C	YLR113W
YLR433C	YML007W
YLR433C	YNL027W
YLR433C	YNL047C
YLR433C	YOR324C
YML016C	YDR028C
YML016C	YHR030C
YML016C	YJL129C
YML057W	YDR184C
YML057W	YIL105C
YML057W	YKL101W
YML057W	YLR113W
YML057W	YML007W
YML057W	YNL027W
YML057W	YNL047C
YML057W	YOR324C
YMR001C	YAL024C
YMR001C	YFR028C
YMR001C	YJL013C
YMR001C	YJL076W
YMR001C	YJL187C
YMR001C	YJR053W
YMR001C	YMR055C
YMR036C	YBR160W
YMR104C	YMR109W
YMR139W	YCL032W
YMR139W	YDR207C
YMR139W	YGL144C
YMR139W	YJR094C
YMR216C	YDR432W
YMR216C	YNL004W
YMR277W	YDL140C
YMR291W	YML058W
YNL020C	YBL007C
YNL020C	YIR006C
YNL053W	YBL016W
YNL053W	YHR030C
YNL154C	MAL61
YNL154C	YAL030W
YNL154C	YBR021W
YNL154C	YCL032W
YNL154C	YDR208W
YNL154C	YDR277C
YNL154C	YDR463W
YNL154C	YGL008C
YNL154C	YJL156C
YNL154C	YJR007W
YNL154C	YKL178C
YNL154C	YKR048C
YNL154C	YOR047C
YNL154C	YOR119C
YNL154C	YOR153W
YNL183C	YKR039W
YNL222W	YDL140C
YNL298W	YAL024C
YNL298W	YAL041W
YNL298W	YDR507C
YNL298W	YJL187C
YNL298W	YKL129C
YNL307C	YDR207C
YNL307C	YGR140W
YNL307C	YIL033C
YNL307C	YKL101W
YNL307C	YKL159C
YNR031C	YJL128C
YOL045W	YCL037C
YOL045W	YKL035W
YOL045W	YLR258W
YOL045W	YMR260C
YOL045W	YOR276W
YOL100W	YBL105C
YOL100W	YGR086C
YOL100W	YHR205W
YOL100W	YKL126W
YOL100W	YMR104C
YOL100W	YMR109W
YOL100W	YPL004C
YOL128C	YGL144C
YOL128C	YHR030C
YOL128C	YIL033C
YOR061W	YBR143C
YOR061W	YBR160W
YOR061W	YDL081C
YOR061W	YDL130W
YOR061W	YDR382W
YOR061W	YER089C
YOR061W	YHL020C
YOR061W	YJR007W
YOR061W	YJR093C
YOR061W	YKL112W
YOR061W	YKL160W
YOR061W	YKR092C
YOR061W	YLR079W
YOR061W	YML074C
YOR061W	YNL088W
YOR061W	YNL189W
YOR061W	YOL039W
YOR061W	YPR041W
YOR090C	YBR160W
YOR208W	YBL016W
YOR208W	YHR030C
YOR208W	YLR113W
YOR208W	YNL307C
YOR231W	YGR097W
YOR231W	YHR030C
YOR233W	YJR053W
YOR233W	YMR055C
YOR351C	YDR225W
YOR351C	YLR263W
YOR351C	YPL194W
YPL031C	YAL041W
YPL031C	YDR146C
YPL031C	YDR388W
YPL031C	YEL009C
YPL031C	YFL033C
YPL031C	YFR015C
YPL031C	YFR034C
YPL031C	YIL084C
YPL031C	YJL084C
YPL031C	YKL185W
YPL031C	YLR079W
YPL031C	YLR190W
YPL031C	YLR258W
YPL031C	YMR311C
YPL031C	YNL027W
YPL031C	YOL001W
YPL031C	YOR171C
YPL031C	YOR348C
YPL031C	YPR160W
YPL042C	YDL005C
YPL042C	YDL140C
YPL042C	YEL009C
YPL042C	YHR084W
YPL042C	YJL089W
YPL042C	YMR037C
YPL042C	YPL248C
YPL140C	YGR097W
YPL140C	YHR030C
YPL153C	YCL061C
YPL153C	YDL017W
YPL153C	YDL101C
YPL153C	YDR052C
YPL153C	YDR076W
YPL153C	YER169W
YPL153C	YHR154W
YPL153C	YJL092W
YPL153C	YJL115W
YPL153C	YLR182W
YPL153C	YNL312W
YPL153C	YPL153C
YPL203W	YAL038W
YPL203W	YBR028C
YPL203W	YER109C
YPL203W	YFL033C
YPL203W	YGL116W
YPL203W	YGL180W
YPL203W	YGL181W
YPL203W	YHL020C
YPL203W	YIL107C
YPL203W	YJL141C
YPL203W	YJL155C
YPL203W	YKL038W
YPL203W	YLL028W
YPL203W	YLR377C
YPL203W	YMR016C
YPL203W	YMR037C
YPL203W	YMR072W
YPL203W	YMR205C
YPL203W	YOR140W
YPL204W	YCL032W
YPL204W	YER106W
YPL204W	YLR182W
YPL204W	YMR153W
YPL204W	YNL027W
YPL204W	YPR007C
YPL209C	YBR010W
YPL209C	YBR156C
YPL209C	YDR325W
YPL209C	YGR113W
YPL209C	YGR140W
YPL209C	YIL144W
YPL209C	YIR010W
YPL209C	YJL013C
YPL209C	YKL049C
YPL209C	YKL052C
YPL209C	YKL089W
YPL209C	YKR037C
YPL209C	YMR168C
YPL209C	YNL031C
YPR073C	YML074C
YPR161C	YDL140C
