P	Target	Relationship
YHR205W	YBL054W	-
YHR205W	YFL033C	-
YHR205W	YFR034C	-
YHR205W	YGL019W	-
YHR205W	YIL036W	-
YHR205W	YMR216C	-
YHR205W	YNL167C	-
YIL035C	YBR160W	kinase
YIL035C	YDL020C	kinase
YIL035C	YDR043C	kinase
YIL035C	YER089C	kinase
YIL035C	YER161C	-
YIL035C	YGL019W	-
YIL035C	YHL020C	kinase
YIL035C	YKL112W	kinase
YIL035C	YOR039W	-
YIL035C	YOR061W	-
YIL035C	YOR119C	kinase
YIL113W	YHR030C	phosphatase
YIL147C	YDL235C	kinase
YIL147C	YHR206W	kinase
YIL147C	YLR113W	-
YJL057C	YOR162C	-
YJL095W	YBL105C	-
YJL095W	YDL006W	-
YJL095W	YDL159W	-
YJL095W	YER133W	-
YJL095W	YHR030C	-
YJL095W	YKL161C	-
YJL095W	YOR061W	-
YJL095W	YOR231W	kinase
YJL095W	YPL089C	-
YJL095W	YPL140C	kinase
YJL106W	YDR146C	kinase
YJL106W	YDR310C	kinase
YJL106W	YFR028C	kinase
YJL106W	YHR124W	kinase
YJL106W	YJR094C	kinase
YJL106W	YNL312W	kinase
YJL128C	YCR073C	-
YJL128C	YDL006W	-
YJL128C	YGR040W	-
YJL128C	YHR030C	kinase
YJL128C	YLR113W	kinase
YJL128C	YLR248W	-
YJL128C	YLR362W	-
YJL128C	YNR031C	-
YJL128C	YOR208W	-
YJL141C	YDR523C	-
YJL141C	YGL073W	-
YJL141C	YJL141C	kinase
YJL141C	YJL164C	-
YJL141C	YPL133C	-
YJL164C	YDR216W	kinase
YJL164C	YDR490C	-
YJL164C	YFL033C	kinase
YJL164C	YGL180W	kinase
YJL164C	YGL181W	kinase
YJL164C	YHL020C	kinase
YJL164C	YJL141C	kinase
YJL164C	YJL164C	-
YJL164C	YKL038W	kinase
YJL164C	YMR016C	kinase
YJL164C	YMR037C	kinase
YJL164C	YNL027W	kinase
YJL164C	YNL167C	kinase
YJL164C	YOR028C	kinase
YJL165C	YKL038W	-
YJL187C	YBR160W	kinase
YJL187C	YLR113W	-
YJL187C	YMR001C	-
YJL187C	YMR036C	-
YJL187C	YPR119W	-
YJR059W	YDR466W	kinase
YJR059W	YJR059W	kinase
YJR059W	YPL256C	kinase
YJR066W	YDR283C	kinase
YJR066W	YER040W	-
YJR066W	YFL033C	-
YJR066W	YHR030C	-
YJR066W	YHR205W	kinase
YJR066W	YLR403W	kinase
YJR066W	YNL183C	kinase
YKL048C	YBR160W	-
YKL048C	YCL024W	kinase
YKL048C	YDR477W	kinase
YKL048C	YDR507C	kinase
YKL048C	YGL035C	kinase
YKL048C	YJL187C	kinase
YKL048C	YKL101W	kinase
YKL048C	YNL298W	-
YKL101W	YBR160W	-
YKL101W	YDR507C	-
YKL101W	YJL187C	kinase
YKL101W	YKL101W	-
YKL101W	YMR001C	-
YKL116C	YKL116C	kinase
YKL126W	YDR490C	-
YKL126W	YDR523C	-
YKL126W	YHR030C	kinase
YKL126W	YNR047W	-
YKL126W	YPL153C	-
YKL139W	YDR477W	-
YKL139W	YHL007C	kinase
YKL139W	YJR060W	kinase
YKL139W	YKL062W	kinase
YKL139W	YKL126W	kinase
YKL139W	YKL185W	kinase
YKL139W	YNL027W	-
YKL139W	YPL133C	-
YKL161C	YGR097W	-
YKL161C	YPL089C	-
YKL166C	YFL033C	kinase
YKL166C	YGL180W	kinase
YKL166C	YGL181W	kinase
YKL166C	YHL020C	kinase
YKL166C	YJL141C	kinase
YKL166C	YKL038W	kinase
YKL166C	YMR016C	kinase
YKL166C	YMR037C	kinase
YKL166C	YNL027W	kinase
YKL166C	YOR028C	-
YKL166C	YPL203W	-
YKL168C	YDL006W	-
YKL198C	YDR451C	kinase
YKL198C	YFL021W	kinase
YKL203C	YBL105C	kinase
YKL203C	YER040W	-
YKL203C	YHR030C	-
YKL203C	YKL126W	-
YLL010C	YKL116C	phosphatase
YLL010C	YMR037C	phosphatase
YLL019C	YBR112C	kinase
YLR019W	YDR507C	phosphatase
YLR019W	YHL007C	phosphatase
YLR019W	YMR037C	phosphatase
YLR096W	YNL027W	-
YLR113W	YBR083W	-
YLR113W	YBR182C	kinase
YLR113W	YER075C	-
YLR113W	YGL158W	-
YLR113W	YGR040W	-
YLR113W	YGR097W	-
YLR113W	YHR030C	-
YLR113W	YJL128C	-
YLR113W	YJL187C	-
YLR113W	YKL101W	kinase
YLR113W	YLR248W	kinase
YLR113W	YMR172W	-
YLR113W	YNL167C	kinase
YLR113W	YNR031C	-
YLR113W	YOR208W	-
YLR240W	YJL056C	kinase
YLR248W	YLR113W	-
YLR361C	YHR079C	phosphatase
YLR362W	YDL159W	kinase
YLR362W	YJL128C	kinase
YLR362W	YLR113W	-
YLR362W	YMR139W	-
YLR362W	YPL049C	kinase
YLR362W	YPL133C	-
YLR433C	YKL101W	phosphatase
YLR433C	YLR113W	phosphatase
YLR433C	YML007W	phosphatase
YLR433C	YNL027W	phosphatase
YML016C	YDR028C	phosphatase
YML016C	YHR030C	phosphatase
YML057W	YBL103C	phosphatase
YML057W	YKL101W	phosphatase
YML057W	YLR113W	phosphatase
YML057W	YML007W	phosphatase
YML057W	YNL027W	phosphatase
YMR001C	YFR028C	kinase
YMR001C	YGR092W	-
YMR001C	YJL187C	kinase
YMR001C	YOR372C	-
YMR001C	YPL153C	-
YMR036C	YBR160W	phosphatase
YMR139W	YDR207C	kinase
YMR139W	YJR094C	kinase
YMR139W	YMR291W	-
YMR139W	YOR028C	kinase
YMR216C	YML016C	-
YMR291W	YMR139W	-
YNL025C	YHR084W	kinase
YNL025C	YPL248C	kinase
YNL053W	YBL016W	phosphatase
YNL053W	YHR030C	phosphatase
YNL099C	YML016C	phosphatase
YNL154C	YDR463W	kinase
YNL154C	YHR135C	-
YNL154C	YMR036C	-
YNL154C	YOR119C	kinase
YNL161W	YFL034C-B	-
YNL161W	YHR102W	-
YNL161W	YLR131C	kinase
YNL161W	YNL161W	kinase
YNL183C	YNL183C	kinase
YNL289W	YEL009C	kinase
YNL298W	YBR160W	-
YNL298W	YDR507C	kinase
YNL298W	YJL187C	kinase
YNL298W	YKL101W	-
YNL307C	YDR207C	kinase
YNL307C	YGL019W	-
YNL307C	YHR030C	-
YNL307C	YJL164C	-
YNL307C	YJL165C	kinase
YNL307C	YKL101W	kinase
YNL307C	YMR036C	-
YNL307C	YNL307C	kinase
YNL307C	YOR028C	-
YNR031C	YJL128C	kinase
YNR031C	YLR113W	-
YNR031C	YLR248W	-
YNR047W	YKL126W	-
YOL001W	YFL033C	kinase
YOL001W	YFR034C	kinase
YOL001W	YOL001W	kinase
YOL100W	YBL105C	kinase
YOL100W	YHL009C	-
YOL100W	YHR205W	kinase
YOL100W	YKL126W	kinase
YOL100W	YNL027W	-
YOL100W	YPL133C	-
YOL128C	YHR030C	kinase
YOL128C	YMR139W	-
YOL128C	YNL027W	-
YOR039W	YBR160W	kinase
YOR039W	YDL020C	kinase
YOR039W	YDR043C	kinase
YOR039W	YER089C	kinase
YOR039W	YHL020C	kinase
YOR039W	YKL112W	kinase
YOR039W	YOR119C	kinase
YOR061W	YBR160W	kinase
YOR061W	YDL020C	kinase
YOR061W	YDR043C	kinase
YOR061W	YER089C	kinase
YOR061W	YER161C	-
YOR061W	YHL020C	kinase
YOR061W	YIL035C	-
YOR061W	YJL095W	-
YOR061W	YKL112W	kinase
YOR061W	YMR036C	-
YOR061W	YOR119C	kinase
YOR090C	YBR160W	phosphatase
YOR119C	YFR034C	-
YOR119C	YGL019W	kinase
YOR208W	YBL016W	phosphatase
YOR208W	YHR030C	phosphatase
YOR208W	YLR113W	phosphatase
YOR208W	YNL307C	phosphatase
YOR231W	YDL048C	kinase
YOR231W	YGR097W	kinase
YOR231W	YHR030C	kinase
YOR231W	YJL095W	-
YOR231W	YNL053W	-
YOR231W	YOR208W	-
YOR231W	YPL140C	-
YOR267C	YOR267C	kinase
YOR351C	YER133W	-
YPL031C	YDR028C	-
YPL031C	YDR146C	kinase
YPL031C	YDR477W	-
YPL031C	YEL009C	kinase
YPL031C	YER133W	-
YPL031C	YFL033C	kinase
YPL031C	YFR034C	kinase
YPL031C	YGL013C	-
YPL031C	YGL180W	-
YPL031C	YHL027W	-
YPL031C	YHR071W	kinase
YPL031C	YKL185W	kinase
YPL031C	YNL027W	kinase
YPL031C	YNL289W	-
YPL031C	YOL001W	kinase
YPL031C	YOR032C	-
YPL031C	YPL049C	-
YPL031C	YPL256C	-
YPL042C	YCR084C	-
YPL042C	YDR507C	kinase
YPL042C	YEL009C	kinase
YPL042C	YGL019W	-
YPL042C	YHR084W	kinase
YPL042C	YJL056C	kinase
YPL042C	YJL089W	kinase
YPL042C	YJR060W	kinase
YPL042C	YKL043W	-
YPL042C	YMR037C	kinase
YPL042C	YNL025C	-
YPL042C	YPL248C	kinase
YPL140C	YGR097W	kinase
YPL140C	YHR030C	kinase
YPL140C	YJL095W	-
YPL140C	YOR231W	-
YPL141C	YDR207C	kinase
YPL141C	YMR139W	-
YPL141C	YNL027W	-
YPL153C	YBR136W	-
YPL153C	YDL017W	kinase
YPL153C	YDL101C	kinase
YPL153C	YDR501W	kinase
YPL153C	YER089C	-
YPL153C	YER111C	-
YPL153C	YER169W	kinase
YPL153C	YHR030C	kinase
YPL153C	YJL187C	-
YPL153C	YLR176C	kinase
YPL153C	YLR182W	kinase
YPL153C	YMR001C	-
YPL153C	YNL312W	kinase
YPL153C	YOR372C	-
YPL153C	YPL153C	kinase
YPL203W	YBR160W	-
YPL203W	YER109C	kinase
YPL203W	YFL033C	kinase
YPL203W	YGL180W	kinase
YPL203W	YGL181W	kinase
YPL203W	YHL020C	kinase
YPL203W	YJL141C	kinase
YPL203W	YKL038W	kinase
YPL203W	YKL166C	-
YPL203W	YMR016C	kinase
YPL203W	YMR037C	kinase
YPL203W	YOR028C	-
YPL203W	YOR140W	kinase
YPL204W	YLR182W	kinase
YPL204W	YMR216C	-
YPL204W	YNL027W	kinase
YPL204W	YPR008W	-
YPL209C	YLR248W	-
YPL209C	YPL209C	kinase
YPL256C	YHL007C	kinase
YPR025C	YEL009C	kinase
YPR025C	YPL248C	kinase
YPR106W	YMR139W	-
YPR106W	YNL027W	-
YPR119W	YBR059C	kinase
YPR119W	YDR146C	kinase
YPR119W	YDR310C	kinase
YPR119W	YDR436W	kinase
YPR119W	YDR507C	kinase
YPR119W	YER129W	kinase
YPR119W	YGL035C	kinase
YPR119W	YGR092W	kinase
YPR119W	YHL007C	kinase
YPR119W	YHR102W	kinase
YPR119W	YJL095W	kinase
YPR119W	YJR059W	kinase
YPR119W	YLR096W	kinase
YPR119W	YLR131C	kinase
YPR119W	YLR183C	kinase
YPR119W	YML016C	kinase
YPR119W	YMR001C	kinase
YPR119W	YNL068C	kinase
YPR119W	YNL161W	kinase
YPR119W	YOR372C	kinase
YPR119W	YPL153C	kinase
YPR119W	YPL209C	kinase
