loss	sse	Lp	epoch	time
28451390.45977	28445792.24169	16971.80895	30	2020-02-10T20:44:15.224
28035441.56317	28029854.61351	16973.09097	31	2020-02-10T20:52:31.541
27648259.60530	27642682.97541	16974.30811	32	2020-02-10T21:00:24.749
27286703.23251	27281136.03006	16975.46741	33	2020-02-10T21:08:22.339
26948034.71074	26942476.13589	16976.57233	34	2020-02-10T21:16:42.48
26629860.29511	26624309.62475	16977.62649	35	2020-02-10T21:24:30.469
26330080.60594	26324537.16236	16978.63652	36	2020-02-10T21:32:52.432
26046849.07050	26041312.26240	16979.60482	37	2020-02-10T21:40:43.55
25778537.18479	25773006.46603	16980.53342	38	2020-02-10T21:48:13.228
25523705.06809	25518179.97228	16981.42688	39	2020-02-10T21:56:21.94
25281076.65219	25275556.77063	16982.28914	40	2020-02-10T22:04:15.2
25049518.60026	25044003.52144	16983.12132	41	2020-02-10T22:12:07.862
24828022.19074	24822511.51538	16983.92650	42	2020-02-10T22:20:37.172
24615687.81403	24610181.22853	16984.70825	43	2020-02-10T22:28:34.466
24411711.82321	24406209.04478	16985.46838	44	2020-02-10T22:36:27.045
24215375.04705	24209875.81333	16986.20911	45	2020-02-10T22:44:36.76
24026032.93493	24020536.95793	16986.93067	46	2020-02-10T22:52:08.566
23843106.85010	23837613.88184	16987.63631	47	2020-02-10T23:00:18.213
23666076.66963	23660586.48877	16988.32738	48	2020-02-10T23:08:35.302
23494474.27497	23488986.66078	16989.00440	49	2020-02-10T23:16:24.868
23327877.78598	23322392.55455	16989.66903	50	2020-02-10T23:24:44.7
23165906.60421	23160423.59270	16990.32224	51	2020-02-10T23:32:47.885
23008217.01299	23002736.06645	16990.96410	52	2020-02-10T23:41:00.822
22854498.32143	22849019.25712	16991.59656	53	2020-02-10T23:49:34.889
22704469.32666	22698992.00355	16992.21988	54	2020-02-10T23:57:07.325
22557875.35066	22552399.67493	16992.83647	55	2020-02-11T00:05:17.877
22414485.64138	22409011.47889	16993.44773	56	2020-02-11T00:13:19.885
22274090.84508	22268618.08087	16994.05214	57	2020-02-11T00:20:55.358
22136500.88208	22131029.46310	16994.65100	58	2020-02-11T00:29:01.293
22001543.21452	21996073.04381	16995.24439	59	2020-02-11T00:36:42.289
21869061.00483	21863591.97874	16995.83363	60	2020-02-11T00:44:24.891
21738911.62683	21733443.64827	16996.41761	61	2020-02-11T00:52:51.281
21610965.42754	21605498.29877	16996.99606	62	2020-02-11T01:00:37.694
21485104.46983	21479637.85526	16997.56924	63	2020-02-11T01:08:42.511
21361220.93756	21355754.76841	16998.13855	64	2020-02-11T01:17:06.41
21239216.85161	21233751.06338	16998.70546	65	2020-02-11T01:24:45.091
21119002.94267	21113537.45621	16999.27069	66	2020-02-11T01:33:15.4
21000497.80750	20995032.55783	16999.83437	67	2020-02-11T01:41:26.199
20883627.21881	20878162.14911	17000.39555	68	2020-02-11T01:49:25.85
20768323.47767	20762858.53196	17000.95251	69	2020-02-11T01:58:11.839
20654524.82791	20649059.94369	17001.50632	70	2020-02-11T02:05:47.759
20542174.89476	20536710.01592	17002.05825	71	2020-02-11T02:13:51.263
20431222.30356	20425757.30660	17002.60886	72	2020-02-11T02:22:08.877
20321620.01814	20316154.83887	17003.15973	73	2020-02-11T02:29:55.121
20213325.12428	20207859.72061	17003.70866	74	2020-02-11T02:38:19.256
20106298.42263	20100832.76332	17004.25804	75	2020-02-11T02:46:23.349
20000504.13480	19995038.16668	17004.80728	76	2020-02-11T02:54:33.052
19895909.53803	19890443.21414	17005.35534	77	2020-02-11T03:03:06.164
19792484.72268	19787017.99601	17005.90394	78	2020-02-11T03:10:43.712
19690202.32907	19684735.15746	17006.45040	79	2020-02-11T03:18:50.751
19589037.33313	19583569.67006	17006.99380	80	2020-02-11T03:27:15.022
19488966.81523	19483498.62179	17007.53310	81	2020-02-11T03:34:51.686
19389969.76227	19384501.02182	17008.06921	82	2020-02-11T03:43:10.514
19292026.94483	19286557.62422	17008.60294	83	2020-02-11T03:51:07.443
19195120.69006	19189650.76748	17009.13583	84	2020-02-11T03:58:54.945
19099234.78674	19093764.22414	17009.66820	85	2020-02-11T04:07:20.981
19004354.31950	18998883.06531	17010.20142	86	2020-02-11T04:15:04.818
18910465.55333	18904993.53346	17010.73606	87	2020-02-11T04:23:10.103
18817555.74801	18812082.92428	17011.26868	88	2020-02-11T04:31:36.106
18725613.17741	18720139.47676	17011.79900	89	2020-02-11T04:39:14.105
18634626.93531	18629152.28481	17012.33032	90	2020-02-11T04:47:54.296
18544586.78832	18539111.18448	17012.86163	91	2020-02-11T04:55:46.407
18455483.30208	18450006.68785	17013.39055	92	2020-02-11T05:03:33.881
18367307.57203	18361829.90049	17013.91881	93	2020-02-11T05:12:02.76
18280051.21356	18274572.44693	17014.44917	94	2020-02-11T05:19:49.285
18193706.29862	18188226.40472	17014.97814	95	2020-02-11T05:27:58.853
18108265.30341	18102784.24442	17015.50408	96	2020-02-11T05:36:11.536
18023721.06517	18018238.77278	17016.02963	97	2020-02-11T05:43:48.422
17940066.68018	17934583.08283	17016.55370	98	2020-02-11T05:52:30.447
17857295.46037	17851810.50370	17017.07585	99	2020-02-11T06:00:28.08
17775400.93157	17769914.55031	17017.59596	100	2020-02-11T06:08:13.209
